,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9,ATAC private topic 10
chr6-113748104-113748997,-0.452361,0.7130706,0.4054072,-0.39056343,0.031961564,-0.8345599,-0.863452,-0.49677068,-0.35231462,1.3026499,0.04029529,-0.42380956,-0.4089251,-0.48093796,0.107712775,0.13012093,0.75588787,-0.21459517,-0.18473777
chr6-113891014-113891740,0.33141145,-1.2746086,0.11607646,0.30338424,0.51924515,-0.011945588,0.20199008,-1.2161946,0.23302531,0.08071632,0.0877322,-0.40544814,0.03768046,-0.27333984,0.008217686,-0.08601819,-0.6187114,0.04908325,-0.3075876
chr6-114399643-114400482,-0.36199725,-1.1772853,1.5917032,-0.35478905,-0.37915665,0.082472615,-0.8979455,-1.1385026,0.6972983,0.2028428,-0.29437092,-0.4770923,-0.023351612,0.7852111,-0.01782641,-0.08820464,-0.8941518,-0.25882876,-0.36053905
chr6-115544253-115545174,-0.052657153,0.3965852,0.13868548,-0.10356887,-0.0014398418,0.18997234,-0.058138743,0.3455181,0.068192504,-0.4847778,-0.055823255,0.19536972,-0.00766156,-0.099809006,-0.021630626,0.0184587,0.56469625,-0.0034247509,-0.33784255
chr6-115607078-115608014,0.2617572,-1.0318019,-0.6672633,0.807865,0.5720013,-0.61797726,0.6761773,-0.7155701,0.03374366,-0.13565831,-0.0021575256,-0.50823003,-0.3543487,-0.3837043,0.014192564,0.4044376,-0.042388663,-0.21522067,0.09620252
chr6-115993228-115994109,0.7839998,0.051233966,0.34211126,0.3798106,-0.7143881,-1.22325,0.53455186,0.8096125,-1.3223644,-0.65768605,-0.17438972,0.27656132,0.076166876,-0.09484498,-0.026303686,-0.13943188,0.65746456,-0.13116063,0.0013041274
chr6-116054092-116054658,-0.97546136,0.36058223,-0.34443387,0.6977718,0.6397436,-0.22893995,-0.04381638,-0.03535488,-0.1560509,-0.44911072,0.004689804,-0.36771905,0.28329495,-0.06123998,0.0045545977,0.021628806,-0.33981428,0.0070436522,-0.07978868
chr6-117862868-117863753,-0.581922,-0.26343948,0.12367004,0.58382595,0.5253514,0.41260883,-0.5206016,-0.6070269,-0.37998036,0.19197401,0.00215975,-0.7494261,-0.45993012,0.07927735,0.0010136254,-0.048233356,-0.75834465,0.095244445,0.13540284
chr6-118977443-118978323,0.9261319,0.41750833,0.1906329,1.1377348,-1.1711395,-0.6423771,-0.9319697,-0.017609444,-0.4547985,-0.022343673,0.03727791,-0.14859486,0.5195019,0.06851542,-0.10302857,-0.27042937,-0.5627603,0.049281664,-0.35171026
chr6-120488764-120489688,0.58193827,-0.7304147,0.6548436,0.021828612,-1.2168969,-0.688285,-1.2668364,-0.84213865,1.1982297,0.6694883,-0.2581979,-0.47431865,-0.19322993,0.67798597,-0.11325807,0.0928423,-0.6161843,-0.033699553,-0.4305016
chr6-120916287-120917180,-0.83717996,0.25710768,-0.043255195,-0.06194826,-0.59120953,0.11990062,-0.2020502,0.7941962,0.21795107,0.4207267,-0.03417985,0.04142415,-0.5230747,0.011496705,0.037159402,-0.0068440083,0.72254944,-0.5948927,-0.15916674
chr6-121064258-121065092,0.79342705,-0.22549905,-1.0616072,1.4079301,0.090188675,-1.1686904,1.055786,-0.5391621,-1.2910304,-1.1316245,-0.19809082,-0.17614304,0.06913814,0.27964786,-0.03779704,-0.19299863,-0.5345297,0.3677231,-0.08645349
chr6-122339363-122340232,-0.28066364,0.58629084,-0.39043874,-0.21364386,0.04571755,0.49928102,0.16621126,0.53402156,-0.05973065,-0.06715561,-0.030627033,0.19559404,-1.0393918,0.005630889,-0.018192986,-0.08372784,0.5202827,0.065379046,-0.23461974
chr6-122739938-122740612,0.15229517,-1.5383433,0.24719408,0.592139,0.15115511,-0.67775327,0.23808272,-1.2079492,0.8160432,-0.16409609,0.026241306,-0.7626067,0.69907916,-0.58316755,0.019713124,0.063977785,-1.0545876,0.08141849,0.120087445
chr6-122760840-122761733,-0.0825248,0.041265056,-0.31637734,0.044164367,-0.010090885,-0.00039315654,0.23865421,-0.76862967,-0.21451358,0.29528496,0.001600486,0.2514235,0.026333423,0.007235887,-0.0038308606,-0.0034150404,-0.015104021,-0.0056634345,-0.06824908
chr6-122874311-122875113,-0.030582486,0.6606167,-0.64128375,0.212614,0.022308415,0.76114553,-0.58842075,0.2776537,-0.14278033,-0.05700498,0.032102298,-0.16209807,-0.26058084,-0.19890267,0.02227868,-0.051352024,0.15711795,-0.11781775,-0.3998256
chr6-124767915-124768739,0.3919303,-0.92449045,0.2713917,0.5906789,0.22794564,-1.4839306,0.2315985,-0.5396655,0.53009427,-0.48480394,0.12343327,-0.67046905,0.27281302,0.05078188,0.0013984249,-0.023853669,-0.69113374,-0.42826423,0.58041406
chr6-124903654-124904405,-0.025730062,0.3362707,-0.3061591,-0.053195335,0.28348964,0.17212598,0.40652633,0.7140332,-0.7636216,0.06791119,-0.2438873,0.38115323,-0.0027559164,0.12593131,-0.05717956,-0.062462553,0.65250105,-0.3321678,-0.5528565
chr6-125100062-125100851,1.4678631,-1.0592871,0.016914835,0.6731255,-1.383011,-1.5504972,0.79438704,-0.39888653,0.0032859796,-1.0043488,-0.019490765,-0.4484572,0.03445396,0.1122897,-0.11755849,-0.25131747,-1.0913264,0.033001333,0.6047224
chr6-125148881-125149443,-0.80367994,0.26512924,0.37312087,-0.7358027,0.445322,0.7144386,-0.6173427,-0.5754479,0.31211132,0.019021986,0.118967645,-0.17132412,-0.20417278,0.47619614,-0.117025,-0.3346676,-0.5296294,0.27093577,-0.09017465
chr6-126641641-126642437,0.22993013,-0.75866354,-0.61721796,1.0355098,0.38146973,0.4264221,0.26316717,-1.2888662,0.3535414,-1.2200963,0.52318895,-1.1718538,0.28879,-0.3792619,0.017245866,0.042165633,-1.2977428,-0.05100504,0.49627614
chr6-126718621-126719314,-0.44865847,-1.1630566,0.6045494,0.4654272,-1.076025,-1.4973811,0.2663141,0.03788612,0.857128,0.8738799,0.86772454,-0.51889265,0.66009474,0.18511218,-0.25450426,-0.106038645,-1.0402325,-0.3663709,-0.28281695
chr6-126939296-126940139,-0.45018402,0.02074886,0.27149478,-0.10340178,-0.020090641,0.5353633,-0.13790146,0.20337649,-0.14856026,0.1503523,-0.01209859,-0.10391822,0.034632705,-0.0242178,-0.005748747,-0.023092205,0.2677786,-0.00017982925,-0.038386915
chr6-127561021-127561963,-0.31062877,0.5484268,0.30543742,-1.0836047,0.21692446,-0.052379064,-0.9446691,1.3152177,-0.44153616,-0.25368348,-0.059795175,0.41829768,-0.09941212,0.16028409,-0.04290495,-0.13771623,0.2419161,-0.049423203,-0.21482845
chr6-127770532-127771380,0.4653013,-0.5229185,0.18277538,0.60040087,0.29038376,-1.6080056,-0.05230891,-1.1371036,0.37791845,0.49291044,-0.1413908,-0.051897828,-0.2293421,0.6437067,-0.0011778153,-0.052110877,-0.29237586,-0.15738979,-0.36131704
chr6-134631831-134632763,-0.27803627,0.16070303,0.3840142,-0.7375867,0.26024884,0.09975297,-0.6811906,0.7970706,0.36559153,-0.34371105,-0.14672084,0.3356528,0.36325166,0.2014523,-0.17225951,-0.13045096,0.4746763,0.05211913,-0.3074586
chr6-134983410-134984249,-0.35541347,0.10732916,0.25254017,0.32393652,-0.012174343,-0.3793231,0.010832952,0.83898485,-0.47483405,0.23363596,-0.17303677,0.54590696,-0.4955633,-0.89436126,-0.013513478,-0.07165973,0.845103,0.06989886,-0.43036532
chr6-135011373-135012210,-0.37859568,-0.015345381,-0.09558449,0.17907505,0.2181046,0.06932477,-0.12795976,0.4503888,-0.12684223,-0.21666148,-0.011406523,-0.09558967,-0.003551961,0.043696493,-0.0076104114,-0.0097482,0.20918453,-0.03669846,0.10376348
chr6-135907270-135908090,0.38249582,-0.7936101,0.53733134,0.20575605,-0.2849773,-0.6355643,0.60386986,-0.3662521,0.43604854,-0.12690915,-0.25717244,-0.6611967,-0.36780253,0.29410005,0.08104178,0.30024254,-0.8440778,0.17624797,-0.26913473
chr6-136165271-136166118,0.2775769,-0.9106426,0.40536052,0.6291146,-0.70978534,-0.09822177,0.5567891,-0.6977377,0.6404508,-0.1612877,-0.18348241,-0.58163756,0.21704613,-0.22970334,-0.14721915,-0.024287587,-0.3244891,0.060117982,0.40657902
chr6-136166982-136167787,0.11941197,-1.0630423,0.45294812,0.57024974,-0.22609559,-1.6762952,0.44445807,-1.0913088,0.37956667,0.4638258,0.16846466,-0.6589063,-0.0051159807,-0.07803651,0.07417256,0.2600766,-1.1915529,0.3483265,-0.30674386
chr6-137252359-137253217,0.5038413,-0.45475635,-0.34967744,0.5866281,0.3491987,0.58343804,0.12502591,-1.2377467,-0.30829746,-0.5413658,0.025798138,-0.8067091,0.35950753,-0.49686438,0.004430075,0.15774064,-1.0255165,0.077576354,-0.05782879
chr6-137734775-137735594,-0.24852227,0.3210848,-0.12630899,0.22358696,-0.09275628,0.25444898,-0.11443292,0.4614218,-0.11087136,-0.1325385,-0.015857352,0.45971423,-0.5116192,-0.64194536,0.012289025,-0.02006693,0.5289751,-0.0006145359,-0.21956961
chr6-140490777-140491673,0.8669604,-0.39160728,0.30129611,0.20081241,-0.45042476,-0.16317278,0.6055009,-0.51580036,0.005256788,-1.0094976,0.032484382,-0.52341557,0.3080085,0.07696467,-0.01043533,0.09139868,-1.1779107,0.41288632,-0.6846165
chr6-141528745-141529519,-0.13603534,0.622263,-0.9725584,-1.3966058,-0.70063716,0.30978724,-0.51866466,1.9430056,-0.7319018,-0.79184777,-0.5399896,0.92144805,0.04130812,0.11335388,0.014936086,-0.53093255,1.4327128,-0.51026803,-0.5292252
chr6-141855474-141856369,-0.46824518,0.8585274,-0.8097522,-1.3015145,-0.3146523,-0.31844363,-0.42779255,1.8223348,0.09783948,-0.22012623,-0.46197218,1.0538949,-0.59793264,-0.52750444,-0.09409114,-0.023040678,1.4764572,-0.5034342,-0.54136205
chr6-142570896-142571805,-0.78723,0.18466501,0.5230742,-1.1764036,-0.2590419,-0.21218304,0.42606,1.1770825,0.062481415,-0.52821094,-0.2524143,-0.2724768,-0.046307832,-0.008932287,0.04272025,-0.02477494,0.64124626,-0.15414597,-0.10854836
chr6-143143520-143144378,-0.08956774,0.00075581257,0.539791,0.6637972,-1.2273442,-0.13112262,-0.09373872,-0.5628936,0.6500137,0.09731831,-0.068504244,-0.37012607,0.36818773,-0.4196508,-0.03347832,0.047117386,0.47724786,-0.12085081,-0.35203072
chr6-145855488-145856350,-0.5648475,-0.9026639,-0.004347461,0.20606388,0.13481429,0.87933,0.7331223,0.8506674,-0.77474487,0.28430873,-0.11639504,0.2690005,-0.19559881,-0.31420103,-0.043772995,-0.06804936,-0.2831782,-0.13887838,-0.36337474
chr6-146795616-146796543,0.12005695,-0.060422562,0.019661523,0.05441066,-0.041796997,0.043597143,-0.14003278,0.2286638,-0.06587511,0.22025654,0.00016963822,-0.0070031374,-0.04151357,-0.18447304,-0.007637471,0.008629388,0.18058084,-0.044574812,0.06892239
chr6-148047002-148047869,0.25938335,-1.0286129,0.23536253,0.4810999,-0.013698564,-0.9994076,0.31995046,-0.16025177,0.53168154,-0.5398727,-0.31112045,0.112625144,0.08848799,0.11091669,0.05904974,0.0077867485,-0.6872068,-0.04635355,-0.15404654
chr6-149188240-149189114,-0.004443134,0.62603766,-0.046191834,0.368527,-0.4594914,0.67423064,-0.117489375,0.1470761,-0.4280821,-0.19294147,-0.18847072,0.46593052,-0.026732927,-0.09685032,-0.020520763,-0.11402275,0.396274,0.007954072,-0.012499569
chr7-4119232-4120053,0.050540414,-0.12991075,-0.11652036,-0.00012339593,0.31308147,0.5907351,-0.015074712,-0.20046857,-0.014445253,-0.8155689,0.07656507,0.059818234,0.0938575,-0.21131258,-0.005721431,-0.0062619057,-0.5818034,0.0028773018,-0.17160752
chr7-5056438-5057355,0.42829838,-0.06324145,0.21517949,0.61781543,0.28906775,-0.2929283,0.38513514,-0.47013065,-0.60987896,-0.9389889,0.16444148,-0.66450346,-0.50827885,0.42801172,-0.012708975,0.15165196,-1.1862907,0.058408562,-0.6946186
chr7-6398360-6399270,0.33333308,0.19380136,0.3177517,0.44863278,0.4088531,-0.76560444,0.8464757,-1.036173,-0.17098983,-0.725538,0.03521283,-0.29706195,0.13129616,-0.3414272,-0.03334583,-0.029568218,-0.32582363,-0.059314083,-0.12390589
chr7-6414941-6415798,0.79324174,-1.2762792,-0.49592718,1.0349681,0.04721189,-1.0397384,0.9408612,-1.0909194,0.21101461,-0.865002,0.43767148,-1.0292563,0.2670196,0.071071506,-0.07053299,-0.5784593,-0.26437724,-0.311636,0.10507153
chr7-7120773-7121701,0.22306654,0.6927046,0.110477224,-0.29661843,-0.010174161,0.54422057,-0.48637122,0.062916145,0.07795857,-0.41077334,-0.015833143,-0.19872345,-0.12558746,-0.0037129074,0.005384842,-0.028638044,-0.11286271,-0.015123199,0.026321067
chr7-7136145-7137046,-0.26208287,0.9769023,-0.11907159,0.3511022,-0.18238707,0.27569672,-0.24019295,-0.027376594,0.11456954,-0.13961816,-0.04070737,-0.3151242,-0.101588205,-0.42068678,-0.00037528062,-0.05444394,-0.1532229,0.030648127,-0.11577436
chr7-7171146-7171957,0.059850767,0.32382116,0.0039413325,-0.026142456,0.05945972,-0.2843704,-0.09421895,0.51091385,0.020744486,-0.14348137,-0.0052681905,-0.46541223,-0.010362701,-0.005698854,-0.00033683586,-0.0010004159,-0.08119727,-0.016595548,0.017562391
chr7-7277627-7278475,0.5738784,0.07904858,0.042535156,-0.013798756,-0.92238665,0.420648,0.3174918,0.6715994,-0.035377033,-0.22346203,-0.203397,-0.44082206,0.06952372,0.073409356,-0.008906249,-0.07204454,0.057993487,0.08830909,-0.39567393
chr7-10494717-10495576,0.48179948,-0.21920961,-0.050841536,0.2550866,0.038991872,0.3506298,-0.013632469,0.48416585,-0.14064837,-1.0026706,0.012729148,0.027339434,0.11518978,-0.9415055,-0.014647832,-0.0049268045,-0.31238613,0.037138466,-0.18828824
chr7-16129700-16130567,0.16677435,-0.33448103,0.083400965,0.4307339,0.3271634,-0.50056493,-0.05567663,-0.48424864,0.21524166,-0.350139,0.009850098,-0.9409867,0.1092081,-0.007964929,0.011677313,-0.1977567,-0.70743394,0.15798314,0.06789506
chr7-16299352-16300264,-0.39852637,0.41629457,0.10790124,-0.19963948,0.15700169,0.28469193,-0.503372,-0.51734155,0.10175414,0.21707582,0.006305829,0.27683184,-0.1049034,-0.08078096,-0.0035368088,-0.03286561,-0.79855543,0.012783222,0.017993316
chr7-16387209-16388071,-0.08153672,-0.8893171,0.24590273,-0.30626544,0.20882033,0.5974614,-0.2334069,0.6047896,-0.23516928,-0.19750173,-0.047533188,-0.32596302,0.02741784,-0.4173075,-0.009130741,0.015796443,-0.5056864,0.0014956974,0.3785369
chr7-16821474-16822376,-0.11567421,-0.25196898,0.49449706,0.33228466,-0.5736683,-0.22786187,-0.4555313,-0.37524596,0.71236664,0.24064142,-0.17111515,-0.10091083,0.20865123,0.043380972,-0.014497164,-0.055852655,-0.11244325,-0.016004506,0.23383714
chr7-16869353-16870232,0.6057613,-0.61977327,0.19828545,0.8957672,0.19816513,-0.13140957,0.3874327,-0.48696062,-0.28581655,-0.72681457,0.01980304,-0.41431308,0.060895134,-0.06776859,-0.019666702,-0.049337953,-0.37691218,0.012136653,-0.47388634
chr7-16921036-16921923,0.07631958,-0.35246286,0.5166041,0.42423618,0.028275138,-0.008943868,0.0060291896,-1.3561153,0.73504406,-0.5273885,-0.04090629,-0.36363176,-0.0024270108,0.020221267,0.004914136,-0.009284308,-0.7830533,-0.04775737,0.0648651
chr7-16982946-16983661,0.67530406,-1.4228309,-0.054466777,0.7553909,0.51255864,-0.33100513,0.6216462,-0.57304937,0.0075507783,-0.4581943,0.30330214,-0.72465587,0.06557577,-0.67465407,-0.18902561,0.3366921,-1.0551488,0.21804054,-0.44355375
chr7-18884297-18885125,-0.38560465,0.60766655,-0.88789093,-1.5062745,-0.62311196,-0.2582648,-0.96985584,2.1629019,-0.23125726,-0.7770713,-0.54187566,0.93520397,-0.5075211,-0.18881316,-0.11074261,-0.24815875,1.5891278,-0.43566296,-0.567307
chr7-19319513-19320369,0.49858385,-0.27232766,-0.28458914,0.6388716,0.17939194,-0.44625852,0.41315997,-0.2915922,-0.022004416,-0.4568672,-0.047035124,0.012173707,0.027133245,-0.5534811,0.031017162,-0.019189054,-0.46193406,-0.4890746,0.21037838
chr7-19420918-19421799,0.47016,0.95024174,0.54491186,-0.12261668,-1.2988089,0.07627234,-0.83819664,0.5291453,-0.20115763,-0.56585354,-0.012057402,0.2767049,-0.35800076,-0.088954866,0.043518677,-0.08401976,0.4356504,-0.25243422,-0.35196203
chr7-19473772-19474683,0.3308151,0.01716096,0.36354694,0.6552555,-0.23866364,-0.6784434,-0.120667554,0.5715828,-0.262278,-0.58651936,-0.053242207,0.090159774,0.13280055,0.10582841,-0.033862107,-0.03368752,0.21814069,-0.0032702181,-0.10712937
chr7-19696106-19696980,-1.1042665,0.50422376,-0.7905178,-0.8217646,0.03682574,0.038989946,-0.36435464,1.3530252,-0.57419556,1.1487889,-0.24777953,-0.17511682,-0.9144421,0.12283002,0.03162286,0.34089562,0.40299383,-0.8421803,-0.82658356
chr7-24081616-24082453,0.39157307,0.0020477236,-0.31319046,0.036493894,0.009254078,0.4194695,-0.21454608,0.1583374,-0.15837692,-0.102127165,-0.030618006,-0.06423663,-0.008560389,-0.020068398,-0.009738293,0.009492807,0.07737204,0.025446273,0.018305097
chr7-24269930-24270810,-0.06076839,-0.020707859,0.028655093,0.19212738,0.28233412,0.13314193,0.024168724,0.46058404,-0.12452456,-0.07843473,-0.02348323,0.19255324,-0.12555222,-0.17900455,-0.0048583224,-0.06765694,0.12695599,-0.33743715,0.13280712
chr7-24485168-24486084,-1.3462113,0.7918657,-0.59753275,-1.3690612,-0.62670845,1.4078764,-1.094295,0.3367931,1.1201854,-0.4883896,-0.25694588,-0.7257939,-0.18919814,0.046958845,-0.07049672,0.061094537,-0.11605737,0.18730399,-0.3331659
chr7-25003060-25003818,0.421572,-0.9773772,0.63750905,0.55477375,-0.008662601,-1.1427745,-0.23742464,-1.4129674,0.5827286,0.25082415,0.48813242,-1.0670314,0.17699467,-0.19671434,0.026202988,0.18527739,-1.3548418,-0.3646073,0.25690457
chr7-25005546-25006379,0.2191071,-0.79202,0.26545617,0.814091,0.23424889,-0.4918639,0.16359961,-1.0594144,0.51102436,-0.41057017,0.047039628,-0.5437736,0.10228267,-0.08391919,-0.06322766,0.0012859477,-1.1467949,0.14148515,-0.00036019643
chr7-25009831-25010659,-0.7064021,-0.72612,0.6081204,0.088266924,-0.20256528,-0.1726586,0.055186376,-0.99255633,0.08649753,0.6792343,-0.0074198577,-0.32520974,0.17592894,-0.69120985,0.05374558,0.57924867,-0.53171563,0.0023281057,-0.16603495
chr7-25221088-25221951,-0.045726027,0.5423451,-0.24312294,-0.07633474,-0.0072910315,0.50930023,0.3427509,0.41745996,-0.08421946,0.015238773,-0.024468021,-0.1496889,-0.29778892,-0.49579874,-0.033652224,0.0033494313,0.6782281,-0.015970333,-0.00797347
chr7-25618968-25619891,-0.056651123,-0.22072312,0.016400471,0.0043546385,0.09836791,0.417976,0.072398774,-0.2531132,-0.27566454,-0.13297139,-0.0049063205,-0.00443355,0.009547398,-0.08277784,-0.0011930368,0.006736325,-0.21813409,0.00255108,-0.011012158
chr7-27338996-27339892,-1.2679678,-0.97535,1.2506317,-1.3378417,0.60360914,-1.2711508,0.4734661,-0.1082534,0.691848,0.18913658,-0.3766934,0.012154326,-0.4513142,0.2759694,0.08532815,-0.1557123,-0.62435293,0.06059387,0.118307315
chr7-27531631-27532539,-0.11708575,-0.7141464,0.09706321,-0.988979,-0.7419042,-1.5806891,-0.8269068,-0.42994115,0.25985134,1.7779894,-0.5115975,0.35859483,0.071538575,-0.76705396,0.22903341,0.06584865,0.1351287,0.2576958,-0.19343582
chr7-27541238-27542043,0.9139527,-1.4009835,0.35840654,0.0479732,-0.016236033,-1.2522868,-0.06709584,-1.3383155,0.8257444,-0.08736288,-0.114313446,-0.3696572,0.2235949,0.1902578,0.0031881968,0.2056733,-0.7677423,0.16490147,-0.17013939
chr7-27542382-27543169,-0.0279456,-0.642028,0.22548737,0.0030540966,0.5962756,-0.46740615,-0.72395766,-0.116281286,0.16456372,-0.05047925,-0.0363208,-0.14045428,-0.015445057,-0.06898522,0.008773705,0.06509757,-0.3147071,0.037198655,0.013380487
chr7-27838217-27839098,0.04957367,0.071134716,-0.15278764,-0.061848044,-0.049497005,0.36747733,-0.006167173,0.63227564,-0.04450933,-0.21487495,-0.023239752,0.025115224,0.03741972,0.006427601,-0.0066459533,0.0021711926,0.4153289,-0.00749171,-0.06166059
chr7-28290271-28291118,0.57968116,-0.39265445,-1.0743215,0.73615175,0.985795,-0.5388154,0.43893367,0.16279018,-0.57962334,-0.40115032,0.1451808,-0.3669709,0.1482166,0.026850667,-0.053092837,-0.035914153,-0.29271084,-0.073303774,-0.7139593
chr7-28464404-28465221,0.07915786,-1.3793542,0.19324473,0.7734765,0.14384858,-0.71022475,-0.27523988,-0.14489068,0.50085944,0.28397226,-0.14410324,-0.36983022,-0.3045283,0.23201317,-0.015707592,0.062984355,-0.52089036,-0.0112366015,0.3481541
chr7-30331607-30332535,0.2542117,0.41827485,0.21775031,0.49711314,0.46872807,-1.0229481,-0.22440003,-1.4248416,-0.08098424,-0.18217324,0.073114306,-0.46197072,0.35579675,0.08618954,-0.012412626,-0.04250288,-0.5683155,-0.07506178,0.011430921
chr7-30421898-30422795,0.0293744,-0.02498902,0.051743366,0.18869819,-0.07120721,-0.341042,0.04526121,0.29850656,0.016840298,-0.0025868115,0.00021299809,0.0044724084,-0.032438084,-0.060813483,2.3779048e-05,-0.002375094,0.17232902,-0.0029732957,0.00025799096
chr7-34812285-34813017,-0.3668597,0.29264197,0.5121848,-0.47803313,-0.86810184,0.9505444,-0.86029345,-0.22555794,0.79233867,0.105264455,-0.46033943,-0.32225192,-0.26113892,-0.21310656,-0.0042384993,-0.013818865,0.21527544,-0.18661158,0.17711718
chr7-35317748-35318606,0.0674682,0.9434107,0.35375658,-0.32429242,0.23474784,-0.14488871,-0.33339313,-0.5855112,-0.3807454,-0.18530539,0.02923005,0.455742,-0.078018814,0.009922873,-0.007830251,-0.02256035,0.3056638,-0.14527085,-0.03245491
chr7-38060951-38061841,0.18269888,-0.55341256,-0.12191272,-0.19962777,0.09221188,0.32284877,-0.22612958,-0.116301715,-0.23470709,0.33260152,-0.020266455,-0.057105914,0.0759428,0.12614633,-0.0075152544,0.009452948,-0.48728505,0.012254149,-0.031259444
chr7-38183483-38184370,0.08174312,0.012436657,0.060601685,-0.057493363,0.49696657,0.3810821,-0.28432477,0.15229833,0.21877083,-0.5430197,-0.027837876,0.031071933,-0.31213856,0.075757965,-0.004619815,-0.013086302,0.121575624,-0.009934058,-0.06302775
chr7-38200535-38201403,-0.16645469,-0.75795066,-0.0058534876,0.29634294,0.725748,-0.43466926,0.21516003,-0.12938498,-0.71617055,0.47141266,-0.0155917425,-0.17046256,-0.37146324,-0.14881851,0.012412475,-0.011773003,-0.7794732,0.075584136,0.21868937
chr7-39517426-39518341,-0.09173148,-0.0566741,-0.41519293,-0.20904459,0.07048786,0.51239216,-0.07927224,0.58870995,-0.31938842,0.304481,-0.08916954,0.0292228,-0.5355664,-0.029653018,-0.00043129353,0.12638657,0.6228974,-0.07052023,-0.023166277
chr7-39552199-39553079,-0.1408646,0.804053,-0.3569951,-0.21658316,-0.26319727,0.6785701,0.12355414,0.818872,-1.038941,0.086940005,-0.20179443,0.27504012,-0.05313533,0.066321686,-0.026071839,-0.06607333,0.58970505,0.0024610534,-0.5568815
chr7-39588317-39589188,0.27601987,0.38036987,0.097261235,-0.28068638,-0.16429539,0.0052172276,0.11461876,-0.7269004,-0.29541755,0.6637629,-0.051381342,0.07600642,-0.44179493,-0.30922005,-0.054795615,-0.021900224,0.29137236,0.18498328,-0.22531608
chr7-40899287-40900043,0.40422872,-0.45213404,0.21757032,0.18947195,0.10299578,0.09931494,-0.03232795,-0.6918254,-0.05263692,-0.4283382,0.17470756,-0.5498754,-0.15493742,0.052730463,0.045558512,-0.023721632,-1.4735949,0.049244266,-0.12312763
chr7-41392998-41393941,-0.17865913,0.56572855,-0.16716163,-0.29844782,-0.057800826,0.3957291,0.22419517,0.65097344,-0.426812,-0.17462437,-0.0864321,-0.015152785,-0.055731624,0.037448708,-0.04498433,-0.019012362,0.75257576,0.009559185,-0.02734869
chr7-42505128-42506041,-0.58789444,0.13773963,0.0389364,-0.37887713,0.08507821,0.6161678,0.39219666,0.19717474,-0.7287913,-0.012190621,-0.055739034,-0.122135505,-0.27079841,-0.3364221,0.047201872,-0.06221306,0.13658716,0.06282286,-0.17585753
chr7-42642161-42643082,0.282561,0.34018934,-0.4158312,0.23342611,0.03385543,0.6990956,0.04225579,-0.019752735,-0.15555292,-0.6710101,-0.013209913,0.08819947,-0.013603507,-0.101947114,-0.0008632731,-0.018622946,0.13027951,-0.019518532,0.011105345
chr7-43282683-43283588,0.6508362,0.25472245,0.2223791,-0.07441762,-0.42998496,0.08583452,-0.03064876,0.6722748,-0.8385258,-0.68479466,-0.10427609,0.20925526,0.20028801,-0.1196035,0.0049365573,-0.088132344,-0.13126397,0.04425251,0.10930835
chr7-43488465-43489138,0.4015197,-0.5177765,0.6505048,-0.43582243,0.65283996,-1.0538098,-0.57331014,-0.76791656,0.71392965,-0.20474455,0.034334853,-0.6936397,0.12512238,-0.09989569,-0.04803951,0.054286886,-0.4489131,-0.06075875,0.41116896
chr7-43796775-43797628,-0.2463181,-0.2717792,0.62392735,-0.3079889,0.79410404,-0.80262077,-1.0276587,0.58464324,0.2293955,0.22476858,-0.22446735,0.14240086,-0.16777906,0.32633486,-0.068464234,-0.045470983,0.63853353,-0.2614498,-0.3519315
chr7-44336394-44337254,-1.0769581,-0.7483172,0.15924646,0.11908755,1.4099442,-0.23571934,-0.40483966,-1.1062722,0.6033229,-0.8599719,-0.036554843,-0.6899047,-1.0137105,0.63471615,-0.019078966,-0.014493125,-0.96084654,0.15038933,0.5195899
chr7-44384112-44385034,0.46808755,-0.61219305,0.02098547,0.50870085,0.0023743808,-0.28498548,0.54985774,0.12569034,-0.123128064,-0.53680056,-0.039078966,-0.0012349348,0.069666274,0.05933039,0.0012387093,-0.07653758,-0.48362985,-0.07552173,0.12053324
chr7-44593610-44594467,0.09425858,-0.8466514,0.2936847,0.40156615,0.21524891,-0.53040767,0.119263366,-0.3829731,0.06278599,-0.4216751,0.10371286,-0.48092395,0.17544766,-0.005903688,-0.006561335,-0.040954642,-1.1899456,7.345938e-05,0.10204317
chr7-44900027-44900941,-1.1204611,1.0644882,-0.836057,-1.1162783,-0.8367525,1.8397305,-0.4288762,-0.16039805,-0.37130368,0.20449315,-0.18683267,-0.24444729,0.3844397,-0.75551426,-0.16293567,0.114453584,-0.6684132,0.088299945,-0.3944432
chr7-44901078-44901610,-0.61033,0.99378896,-0.84054464,-0.9952988,0.57286984,1.6592437,0.24434915,-0.46101585,-1.3583851,-0.26436603,-0.15888757,-0.34138182,-0.21444112,-0.2883196,-0.104719296,-0.044772957,0.25640693,-0.5007145,0.39715296
chr7-45163607-45164451,-1.0596995,-0.62292314,1.5003225,-1.5454054,-1.4515357,-1.28418,-1.5939444,0.17971422,1.4517497,0.9623377,-0.54347914,-0.16067578,-0.81205434,0.5953602,-0.00854658,0.44762373,-0.87700063,-0.52943724,-0.6815135
