,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 14,Shared topic 15,Epigenomics private topic 7,Epigenomics private topic 9,Epigenomics private topic 10
Adgrg1,-0.3986408,-0.4890683,-2.1220531,-0.6772565,-2.3763502,-0.41521347,-1.0253353,-1.0070028,-0.72575945,-0.78781563,-0.70936227,-0.41202947,-0.45689407,-0.36409223
Klf7,-0.47732142,-0.45931146,-1.9977562,-0.6296765,-1.6910019,-0.52844554,-0.5554165,-0.56613827,-0.56465995,-0.564908,-0.5646897,-0.57411146,-0.60493016,-0.42960516
Mir7240,-0.4266075,-0.30408978,-1.7709856,-0.5404926,-1.4460922,-0.31753278,-0.47106144,-0.45445213,-0.48159954,-0.4824621,-0.48011595,-0.22972697,-0.43135977,-0.5368135
Tmem253,-0.38594085,-0.4753548,-2.1196227,-0.610172,-1.9051085,-0.24715629,-0.72261256,-0.7789104,-0.6168464,-0.6376289,-0.6080793,-0.23319456,-0.43277133,-0.44642097
Eno1,-0.4875263,-0.53194547,-2.384672,-0.74787754,-1.8451368,-0.38675278,-0.6396696,-0.57124543,-0.6145261,-0.61568236,-0.6150073,-0.35086235,-0.5806156,-0.5210867
Nfe2l1,-0.53492504,-0.67786443,-2.0927649,-0.6441106,-1.8826939,-0.58946705,-0.61116445,-0.6078875,-0.6280055,-0.6284247,-0.628042,-0.60751814,-0.63073796,-0.56088763
Arl15,-0.52581954,-0.6435298,-0.9267992,-0.4035301,-1.344812,-0.6226286,-0.40970603,-0.44267386,-0.4509712,-0.44998193,-0.45222804,-0.64768267,-0.6273208,-0.46657795
Mark2,-0.7518861,-0.7098914,-1.5316255,-0.60457534,-1.7915816,-0.6925857,-0.570227,-0.5301913,-0.60000557,-0.5994398,-0.601961,-0.69764143,-0.66767347,-0.7760236
Ndrg2,-0.66749454,-0.8515252,-3.519568,-1.0940396,-3.0378757,-0.26610535,-1.1599846,-1.2009902,-0.9600826,-1.0499525,-0.9531119,-0.15160787,-0.8255464,-0.93175215
Ssbp2,-0.6609329,-0.64014375,-1.3370492,-0.48387468,-1.7646015,-0.5609287,-0.6511091,-0.6365527,-0.58514136,-0.58826834,-0.58555734,-0.567312,-0.5407952,-0.7238683
Npas4,-0.9704443,-0.91180295,-1.463265,-0.5316429,-1.7840378,-0.9490752,-0.4863093,-0.39359257,-0.6202993,-0.5981851,-0.625228,-0.91603315,-0.9239918,-0.9712861
Gm11733,-0.7641021,-0.6789651,-1.4697397,-0.53650594,-1.705925,-0.48670623,-0.5876086,-0.53499275,-0.5688051,-0.5673096,-0.5683977,-0.59272933,-0.7618586,-0.77410173
Kcng1,-0.93906665,-0.8794078,-1.2194597,-0.51953804,-1.942455,-0.9410206,-0.64634097,-0.5894681,-0.6519402,-0.6461655,-0.65293616,-0.95105255,-0.79589164,-0.929175
Med13l,-0.4812676,-0.47487155,-1.0917435,-0.42073396,-1.2865767,-0.5494394,-0.41617793,-0.4323259,-0.4291727,-0.42823246,-0.42942792,-0.55130786,-0.5079465,-0.48376054
Crtc3,-0.49496406,-0.56283575,-2.2243538,-0.6734289,-1.8979646,-0.4031764,-0.74016553,-0.69636714,-0.6270032,-0.6304628,-0.6259727,-0.43465865,-0.47730237,-0.5941435
Mobp,-1.0051304,-0.0008099079,-2.8586667,-1.0247772,-2.2837193,-0.8797239,-0.74413276,-0.8113081,-0.75403684,-0.76157206,-0.75727224,-0.6925574,-0.83062315,-0.967982
Gm19582,-0.545341,-0.52233225,-2.0724292,-0.63187313,-1.6997378,-0.6781209,-0.5554221,-0.5442284,-0.5675213,-0.5663765,-0.5682277,-0.70243895,-0.41749787,-0.6197499
Pcdhga12,-0.7758287,-0.68869346,-1.707622,-0.6097685,-1.8470814,-0.48606676,-0.6287503,-0.6129825,-0.61567193,-0.61577123,-0.6152141,-0.4975633,-0.69800764,-0.8137798
Nek8,-0.55148697,-0.61819476,-3.0346498,-0.9636636,-2.491683,-0.29042178,-0.9243024,-0.90477574,-0.81397563,-0.83957225,-0.8146147,-0.23874998,-0.64896333,-0.70880777
4732414G09Rik,-0.7028266,-0.6362684,-2.1961997,-0.71537507,-1.6233793,-0.6262783,-0.3837058,-0.3694228,-0.5677471,-0.5526245,-0.57098776,-0.64040416,-0.7424779,-0.63542354
Cadm2,-0.59751266,-0.43231106,-0.74698377,-0.38163555,-1.1653517,-0.5660515,-0.37743255,-0.36236483,-0.39010677,-0.38786364,-0.39064968,-0.5305394,-0.5126679,-0.5624377
Csrnp3,-1.0474563,-0.7441748,-1.1251103,-0.39119408,-1.6343913,-0.8713525,-0.5141349,-0.47391725,-0.55187714,-0.54831207,-0.5487682,-0.86548305,-0.8111359,-0.96006095
Mir346,-0.78009117,-0.47250196,-0.92414856,-0.32644236,-1.6096901,-0.6371598,-0.6525193,-0.59401053,-0.52613795,-0.5283304,-0.52177703,-0.53948855,-0.6381123,-0.7644214
Cntnap2,-0.44508314,-0.40304455,-0.60889715,-0.23143703,-0.907889,-0.45616046,-0.29388446,-0.3316481,-0.3010596,-0.30026624,-0.30041188,-0.46854043,-0.36951697,-0.43649465
Inka1,-0.2775321,-0.94393325,-2.8645542,-1.0317202,-2.615719,-0.8000907,-0.94781697,-0.95089006,-0.85933346,-0.87758553,-0.8676882,-0.83346987,-0.20383048,-0.27568483
Zbtb7c,-0.4492402,-0.52189445,-1.4042854,-0.42077327,-1.3686059,-0.42686805,-0.4679721,-0.4669016,-0.45572624,-0.45611006,-0.45456913,-0.4867311,-0.5027787,-0.54167897
4930519K11Rik,-0.8262808,-0.77455014,-1.8255248,-0.59001875,-1.6729228,-0.77468836,-0.39243206,-0.47313893,-0.57820165,-0.5660979,-0.5788319,-0.7323217,-0.8234673,-0.811
Prrc2b,-0.5663531,-0.54442,-1.8055158,-0.55895567,-1.6401806,-0.6150702,-0.5339989,-0.5347485,-0.5475522,-0.547175,-0.54766756,-0.620113,-0.5825008,-0.5796196
Lbx1,-0.6310136,-0.6386215,-1.14735,-0.43016124,-1.6416935,-0.6547852,-0.57682437,-0.52819484,-0.54645604,-0.5456069,-0.5463911,-0.688117,-0.59540576,-0.66134524
Prkcz,-0.79407763,-0.48034838,-1.0175982,-0.43649966,-1.5474471,-0.77320683,-0.5087315,-0.46844238,-0.51534486,-0.5180801,-0.516168,-0.7404086,-0.62841547,-0.75243527
Peli2,-0.5495762,-0.60234666,-2.0894613,-0.63933927,-1.8584733,-0.5403958,-0.62402916,-0.62608045,-0.6197846,-0.6195543,-0.6199479,-0.5497706,-0.55464995,-0.56971335
Znrf3,-0.44882995,-0.5557654,-1.5515451,-0.58824205,-1.7830842,-0.51852274,-0.6020005,-0.6430429,-0.5932438,-0.5933631,-0.59359306,-0.46165714,-0.5899412,-0.3912378
Dpf3,-0.51957583,-0.6099177,-2.0110183,-0.61818355,-1.4792736,-0.49411064,-0.41315222,-0.5205793,-0.49715307,-0.490445,-0.49693862,-0.44309485,-0.5792155,-0.5161408
Gm37013,-0.50110555,-0.44696063,-0.9705632,-0.3642172,-1.1857222,-0.40945402,-0.40080014,-0.39764622,-0.39510855,-0.3951163,-0.39503172,-0.43457305,-0.47117662,-0.5212694
Mir5619,-0.4227564,-0.5514523,-2.432239,-0.7399315,-2.1664677,-0.3581816,-0.8803072,-0.8132095,-0.7045807,-0.7234564,-0.70308733,-0.30132937,-0.5470412,-0.50179666
Mir3084-1,-0.115282305,-0.12085906,-0.28440955,-0.10380463,-0.32108557,-0.14269292,-0.10617851,-0.10655686,-0.10708473,-0.106904216,-0.10707978,-0.15727812,-0.11085509,-0.119663596
Mir7689,-0.5592083,-0.46805575,-0.63860893,-0.28593946,-1.2547886,-0.44739726,-0.43477035,-0.5030169,-0.4143878,-0.41710952,-0.41213953,-0.3692598,-0.49439427,-0.6236307
Fto,-0.4269092,-0.34914702,-1.2294155,-0.40964472,-1.2536626,-0.47768423,-0.4253511,-0.43513027,-0.41744468,-0.41744745,-0.41731772,-0.46032864,-0.437982,-0.3903679
Mir6896,-0.7546564,-0.34818715,-1.4864126,-0.5645809,-1.820846,-0.76116496,-0.6701567,-0.6285402,-0.6045441,-0.6062769,-0.604264,-0.68856794,-0.6659364,-0.7194845
Gm13090,-0.7621853,-0.6013704,-1.3616921,-0.44757658,-1.5445197,-0.4894669,-0.5157835,-0.51452595,-0.51458246,-0.5149576,-0.5137625,-0.5112827,-0.73141336,-0.7428514
Jakmip1,-0.84196997,-0.71811736,-0.9085854,-0.38463232,-1.5818167,-0.7198701,-0.5316274,-0.4858607,-0.52798796,-0.5243564,-0.5264054,-0.6860466,-0.7229324,-0.8520999
Mir193a,-0.3377576,-0.4332819,-1.9732723,-0.5496577,-1.640012,-0.33835682,-0.5911533,-0.6090574,-0.541325,-0.5461365,-0.5395774,-0.35046247,-0.43371198,-0.33873075
Tmem117,-0.6425496,-0.6249004,-1.1507032,-0.4130914,-1.3341202,-0.74313045,-0.40343356,-0.41675618,-0.44933167,-0.44351855,-0.44934174,-0.7099224,-0.61454004,-0.6073808
Mbp,-0.7200205,-0.122715265,-1.2529051,-0.50259376,-1.4354479,-0.713169,-0.48935208,-0.4609702,-0.47764516,-0.47866374,-0.4780394,-0.6627476,-0.47455305,-0.7097777
Mir6387,-0.41656262,-0.62238,-1.3850327,-0.538702,-1.703354,-0.48971316,-0.581928,-0.6227602,-0.56575525,-0.5682466,-0.56549305,-0.39237648,-0.6221721,-0.419111
Afap1l2,-0.326581,-0.53504705,-2.636962,-0.90051544,-2.1550412,-0.55702305,-0.7624842,-0.75334835,-0.7170313,-0.716411,-0.7175906,-0.47080877,-0.6591544,-0.32419974
9430078K24Rik,-0.33333433,-0.6504516,-2.499916,-0.7922518,-1.9942043,-0.45378208,-0.6642947,-0.7273807,-0.6608785,-0.6638561,-0.66232723,-0.5056896,-0.54433846,-0.34192082
Stub1,-0.39406425,-0.48452818,-1.8369868,-0.60211015,-1.7707576,-0.5153615,-0.6128785,-0.62387824,-0.58658224,-0.59132814,-0.58643275,-0.5113309,-0.48618117,-0.43464243
Sorcs1,-0.6474384,-0.4880518,-1.1115444,-0.46285594,-1.4712634,-0.602392,-0.48276734,-0.53001076,-0.49041265,-0.4898174,-0.49040237,-0.6169914,-0.6431297,-0.62267447
Tmem184b,-0.369712,-0.6863421,-2.089777,-0.7331483,-2.1271417,-0.7792023,-0.70955163,-0.7137054,-0.7086413,-0.7094447,-0.7085245,-0.73987013,-0.63608754,-0.34609044
Btg2,-0.20969948,-0.58869255,-1.875367,-0.5516549,-1.5968411,-0.4314988,-0.54815596,-0.54646534,-0.53039736,-0.5312689,-0.5300602,-0.46868914,-0.30929533,-0.20476973
Pgp,-0.46917972,-0.4917161,-2.1562855,-0.66931313,-2.1638994,-0.50016755,-0.833754,-0.8026737,-0.7087107,-0.72432697,-0.70594627,-0.5001783,-0.39433396,-0.51993394
Nup93,-0.7188822,-0.7611074,-1.1794347,-0.5238434,-1.842704,-0.71032685,-0.63305974,-0.5960593,-0.61435753,-0.61422604,-0.6128546,-0.6160727,-0.74852645,-0.71696633
Cdh13,-0.44586378,-0.32535955,-0.4973914,-0.21245608,-0.874451,-0.4694487,-0.37600833,-0.344636,-0.28858992,-0.28712198,-0.28625447,-0.45464396,-0.382845,-0.41992307
Kcnip1,-0.6334819,-0.53675723,-1.3182856,-0.32264546,-1.4158561,-0.47116387,-0.5524533,-0.5537374,-0.46930003,-0.47093922,-0.46468243,-0.46415228,-0.6121579,-0.641046
Trak1,-0.69525826,-0.7274163,-1.3330308,-0.5571294,-1.685565,-0.6582449,-0.54173285,-0.5331708,-0.5635666,-0.5626429,-0.56427145,-0.6961846,-0.6583498,-0.71444
Ralgps1,-0.4721891,-0.31070113,-1.2314496,-0.4076311,-1.2119081,-0.46432394,-0.40491277,-0.40025255,-0.40430963,-0.40482914,-0.40438792,-0.4768925,-0.40934688,-0.47837505
Unc79,-0.77182406,-0.68866456,-0.79626954,-0.31135812,-1.6397364,-0.75076866,-0.63045216,-0.5858421,-0.53226966,-0.5351259,-0.52749014,-0.74951446,-0.68112254,-0.7370384
Hmcn1,-0.59362674,-0.70675135,-1.7617917,-0.6013988,-1.7733681,-0.70002836,-0.5855184,-0.5955586,-0.5918192,-0.5913045,-0.59190696,-0.7095043,-0.6282209,-0.51683116
A330009N23Rik,-0.44069457,-0.7469225,-1.6467237,-0.6423433,-1.6203043,-0.7687187,-0.38830915,-0.4151138,-0.5544858,-0.5469099,-0.55906874,-0.82780534,-0.6777698,-0.38770875
Mir330,-0.69059205,-0.5315994,-1.7483077,-0.54881567,-1.6692175,-0.7810353,-0.5448533,-0.53590953,-0.55737084,-0.5567878,-0.55744994,-0.8011638,-0.76675797,-0.6416841
Hhat,-0.72160256,-0.7083774,-1.3095822,-0.42830306,-1.5003574,-0.7019491,-0.39756554,-0.4800593,-0.5058285,-0.5000739,-0.5067602,-0.7178667,-0.6434722,-0.7016847
Odc1,-0.58128875,-0.6183597,-1.8295988,-0.58027995,-1.8804741,-0.50158054,-0.6794029,-0.67585534,-0.62402225,-0.6247634,-0.6239317,-0.53066415,-0.6017731,-0.56645364
Podxl,-0.44772542,-0.9064991,-2.4255908,-0.7273272,-2.16293,-0.8419863,-0.7265915,-0.74177784,-0.72037727,-0.7208275,-0.72011405,-0.84193397,-0.7940529,-0.32645243
Mir7075,-0.44034064,-0.5817038,-2.657008,-0.7762962,-2.215763,-0.63932055,-0.8066059,-0.7603648,-0.73464626,-0.7355848,-0.73588926,-0.7129892,-0.759779,-0.2975443
Hes7,-0.36854154,-0.44944313,-2.397029,-0.70263,-1.8620688,-0.37614602,-0.6194278,-0.6386305,-0.61632603,-0.6257621,-0.61849755,-0.31448922,-0.3229072,-0.44813848
Rnf150,-0.71003234,-0.71481556,-1.0774169,-0.46215037,-1.6105342,-0.8198049,-0.5569248,-0.49154004,-0.537683,-0.5366835,-0.53936696,-0.79418826,-0.5984497,-0.7335161
D430042O09Rik,-0.7526991,-0.6950854,-1.4265337,-0.55164206,-1.7258761,-0.69002336,-0.5733636,-0.57136405,-0.57635725,-0.5743791,-0.5761023,-0.76714426,-0.6339408,-0.73847115
Pcdhgb8,-0.76158243,-0.68412244,-1.6878242,-0.5906988,-1.8372091,-0.47746134,-0.63679135,-0.6121343,-0.6120319,-0.6121072,-0.61174464,-0.4617376,-0.70686257,-0.7761557
Id2,-0.26523712,-0.5736599,-2.8374274,-0.9381455,-1.4574513,-0.29204667,-0.40249687,-0.3541625,-0.5133265,-0.48110023,-0.53088266,-0.25692594,-0.4246263,-0.33936292
Mtag2,-0.6820547,-0.5062496,-2.0614812,-0.60201156,-1.7787192,-0.43525052,-0.5676046,-0.5629641,-0.5934357,-0.5935378,-0.59365475,-0.47981936,-0.58190024,-0.7915833
Ctnna3,-0.48052686,-0.37532145,-0.5217801,-0.26054698,-0.95696175,-0.4803419,-0.30953422,-0.3149489,-0.31988385,-0.32054594,-0.31881732,-0.4763937,-0.40913087,-0.45998007
Cabin1,-0.65122455,-0.59819007,-1.6658974,-0.56485415,-1.6057348,-0.68489826,-0.49933553,-0.49413648,-0.53640455,-0.53519845,-0.5368723,-0.6566673,-0.5934582,-0.63909495
Pde2a,-0.58884466,-0.7091123,-0.6914582,-0.33572462,-1.4377463,-0.7444937,-0.4387563,-0.44049457,-0.48095354,-0.4817789,-0.48198706,-0.78572476,-0.6544659,-0.4367453
Fam49b,-0.5903449,-0.6046635,-1.9538488,-0.62552637,-1.7839768,-0.65633816,-0.5901791,-0.5858389,-0.5951423,-0.5949203,-0.5954129,-0.60278565,-0.4987265,-0.6069006
Gm38667,-0.51107055,-0.45120084,-0.9711241,-0.3733248,-1.1950355,-0.42041552,-0.4012962,-0.40176404,-0.39829183,-0.39791858,-0.39785236,-0.4363413,-0.46468994,-0.5218804
Ankrd44,-0.50397027,-0.37707144,-1.9548979,-0.551859,-1.6212997,-0.66942745,-0.5438859,-0.5835487,-0.54067993,-0.54041064,-0.5401793,-0.69754714,-0.43305054,-0.49253303
Gm38666,-0.5300548,-0.4550622,-1.0001068,-0.38098437,-1.2081794,-0.41373807,-0.41172573,-0.41042528,-0.4027151,-0.40292576,-0.4025252,-0.4199869,-0.464363,-0.53004044
Mafb,-0.37715477,-0.66781235,-2.349523,-0.71660596,-1.8142712,-0.49244592,-0.5987782,-0.6719787,-0.6038845,-0.6094031,-0.605201,-0.5978652,-0.26082015,-0.4399456
Naaladl2,-0.54972744,-0.459018,-1.5555062,-0.50915354,-1.5052907,-0.6158121,-0.50110984,-0.49046382,-0.50181997,-0.50135726,-0.5018205,-0.5631939,-0.50926465,-0.52706265
Gm14486,-0.5351897,-0.57479554,-1.6451592,-0.5373498,-1.6070126,-0.45089716,-0.53341275,-0.5336678,-0.53562087,-0.53589684,-0.53575313,-0.55307204,-0.56926364,-0.5413835
Ache,-0.75944805,-0.68881464,-1.558666,-0.5980079,-1.8374784,-0.70535153,-0.60148585,-0.57201964,-0.6134437,-0.61335164,-0.6133406,-0.7393354,-0.765011,-0.7281442
Mir1900,-0.8710703,-0.8394251,-1.2606734,-0.51017314,-1.4462527,-0.8771963,-0.30708635,-0.30716464,-0.5279053,-0.49843648,-0.5355181,-0.90468305,-0.73030704,-0.8626192
Dgki,-0.5883984,-0.47958535,-0.65979123,-0.33005977,-1.1389927,-0.59290767,-0.38049313,-0.3565707,-0.38193917,-0.38082764,-0.38448286,-0.54875606,-0.4852383,-0.5582331
Dis3l2,-0.72261167,-0.5658982,-1.3677338,-0.5428116,-1.629529,-0.7074126,-0.53291327,-0.5424986,-0.5439298,-0.54335743,-0.5441801,-0.6699411,-0.6693883,-0.70624787
Coro1c,-0.4879558,-0.3858343,-2.1441898,-0.6502991,-1.8035617,-0.49699977,-0.6332875,-0.6580118,-0.5971579,-0.60010904,-0.59648824,-0.5843035,-0.39502776,-0.49728513
Mir99ahg,-0.6108452,-0.47180688,-1.5130166,-0.48151702,-1.445274,-0.3712871,-0.4862217,-0.48302898,-0.48177224,-0.48177582,-0.4812562,-0.4571624,-0.4775738,-0.6664568
Fhit,-0.43709227,-0.31946796,-0.94698846,-0.31028172,-0.96247315,-0.41466886,-0.32289046,-0.32621005,-0.32059348,-0.32034406,-0.32043254,-0.41723382,-0.37487316,-0.44492483
Sertad3,-0.3318352,-0.5138493,-2.6557574,-0.8264019,-2.2815754,-0.4722498,-0.85110587,-0.8708732,-0.73271495,-0.78085625,-0.73590344,-0.5393386,-0.36581728,-0.36240923
Arhgef2,-0.446126,-0.4245689,-2.0605054,-0.7267642,-1.9094682,-0.74136716,-0.57592916,-0.6469232,-0.6372705,-0.6373348,-0.6380739,-0.79307234,-0.6092542,-0.342349
Creb3l2,-0.5118905,-0.46299878,-1.8135173,-0.6263433,-1.8720316,-0.6137553,-0.65802246,-0.6720382,-0.6215354,-0.62261647,-0.62119704,-0.56334895,-0.5771244,-0.5179055
Mir7012,-0.32021314,-0.44332474,-2.167482,-0.6983621,-2.035188,-0.6578327,-0.7436894,-0.7584333,-0.669812,-0.680127,-0.67029315,-0.6617775,-0.34277117,-0.34548116
Hspa2,-0.43911,-0.45015746,-2.478182,-0.7966782,-2.1719244,-0.36002117,-0.81241167,-0.8738066,-0.7019694,-0.7272819,-0.7008439,-0.40944502,-0.51237524,-0.4037208
Tjp2,-0.43054134,-0.49854577,-2.564439,-0.8530335,-2.0265975,-0.5689217,-0.67200613,-0.7183408,-0.6756375,-0.67698175,-0.677212,-0.5701025,-0.61515456,-0.37653443
Lrp1b,-0.48221236,-0.33020908,-0.68791205,-0.29989806,-1.0251176,-0.48332793,-0.36985803,-0.35227677,-0.33996597,-0.33947107,-0.33937222,-0.43882662,-0.37352708,-0.47754893
AU022754,-0.40829667,-0.313146,-2.1590793,-0.6482647,-1.6262894,-0.1866793,-0.59049,-0.5672188,-0.5366025,-0.54214174,-0.53643304,-0.1726056,-0.4781708,-0.46411487
Rgl1,-0.45699555,-0.748327,-2.0834565,-0.64787877,-1.8996544,-0.5868035,-0.63425857,-0.67635906,-0.63347197,-0.6335263,-0.63306785,-0.54346794,-0.5037433,-0.46572283
Mir598,-0.9365617,-0.75994456,-1.1251379,-0.36391923,-1.8897359,-0.92898256,-0.7140986,-0.70197093,-0.6179572,-0.61688,-0.6077434,-0.9461615,-0.7408559,-0.85932547
Ppfibp1,-0.5183208,-0.6772023,-2.5134425,-0.8836173,-1.8114274,-0.86381793,-0.42345768,-0.5497219,-0.6441861,-0.61459804,-0.6506585,-0.8432822,-0.730503,-0.41279125
Pcx,-0.5745804,-0.5236128,-1.9148273,-0.6302046,-1.9151862,-0.45155868,-0.6515808,-0.6850217,-0.6373926,-0.63817286,-0.63721246,-0.42118296,-0.6198667,-0.6017454
Sugct,-0.5635474,-0.5138498,-1.0672243,-0.45761588,-1.5154854,-0.5518895,-0.51884425,-0.51743007,-0.503645,-0.50471896,-0.50448567,-0.55628735,-0.53392285,-0.5520061
Lef1,-0.38773546,-0.8315193,-2.746346,-0.88656604,-2.3890991,-0.786981,-0.8416124,-0.8562219,-0.79352605,-0.79465365,-0.79376817,-0.7864967,-0.7965295,-0.230026
Map1b,-0.7683056,-0.6096274,-1.8808596,-0.58153206,-1.6829615,-0.66424,-0.5554809,-0.49441373,-0.5645495,-0.5619192,-0.56413054,-0.76340586,-0.75092936,-0.7581343
Lmo7,-0.73531336,-0.878143,-1.3704889,-0.59513634,-1.8377832,-0.9234349,-0.57720226,-0.53695166,-0.61774313,-0.6132317,-0.61997825,-0.9415773,-0.7582927,-0.6371386
Slc7a5,-0.2838781,-0.8966798,-2.6013417,-0.834923,-2.007795,-0.6735127,-0.64041215,-0.6184185,-0.6725818,-0.67227316,-0.6760919,-0.67234296,-0.65993166,-0.10689491
Sema5b,-0.7979965,-0.5103672,-1.8892574,-0.6236092,-1.8754458,-0.45271003,-0.6735805,-0.631107,-0.62385947,-0.624888,-0.623871,-0.48785758,-0.6816733,-0.8018045
Edn2,-0.8315386,-0.6642096,-1.8323298,-0.60513467,-1.8171571,-0.41743135,-0.59224033,-0.5822935,-0.60637015,-0.6056747,-0.60565007,-0.48031193,-0.7838729,-0.8475478
Grcc10,-0.5346564,-0.56163365,-1.9677522,-0.5626999,-1.8893585,-0.45411593,-0.6519807,-0.6629152,-0.6274495,-0.63285935,-0.62639225,-0.5092835,-0.4889505,-0.57944775
Col4a2,-0.37771648,-0.6136604,-1.9766419,-0.59770966,-1.6492103,-0.5706744,-0.53883207,-0.52614784,-0.55086935,-0.55007243,-0.5513214,-0.57497525,-0.61024183,-0.36281922
Il1rapl1,-0.77450836,-0.6195811,-1.2465018,-0.46407378,-1.7162526,-0.8135667,-0.5528803,-0.60495895,-0.5715473,-0.5705984,-0.5714409,-0.7636313,-0.6931483,-0.7051478
Fam120aos,-0.41760454,-0.45886466,-1.9640776,-0.63862205,-1.8533062,-0.46229684,-0.6567492,-0.67223305,-0.6141209,-0.6173811,-0.6131647,-0.48564696,-0.49292496,-0.40243393
Dnmt3a,-0.47845542,-0.49206084,-0.87332064,-0.34504402,-1.4156623,-0.5043316,-0.52331394,-0.508947,-0.46619362,-0.47018248,-0.46630532,-0.55404365,-0.34884885,-0.5257834
Nrp2,-0.49851835,-0.6601293,-2.4503338,-0.61929244,-1.8074086,-0.65643626,-0.6166377,-0.6108805,-0.60189027,-0.59965676,-0.6006228,-0.6520022,-0.6187306,-0.50074327
Pcp4,-1.0372018,-0.9667757,-0.9067773,-0.5122034,-2.2910683,-1.1475666,-0.894601,-0.6709906,-0.74831575,-0.75861514,-0.7567759,-1.0848134,-0.79840046,-0.953927
Elovl6,-0.8312713,-0.44524473,-1.9767241,-0.6605714,-1.9178884,-0.66900253,-0.62995833,-0.6293876,-0.64029986,-0.6399145,-0.6401232,-0.6678559,-0.7052436,-0.8188623
Hnrnpdl,-0.5424417,-0.46196747,-1.8807745,-0.6356506,-2.0314388,-0.43761098,-0.8050176,-0.75499946,-0.6631903,-0.681098,-0.66127616,-0.46021637,-0.6837901,-0.519704
Cacna1i,-0.92205703,-0.80600536,-1.228186,-0.47235078,-1.6356125,-0.89099723,-0.35649937,-0.49235734,-0.5613123,-0.53919584,-0.5653211,-0.92539954,-0.7775664,-0.9105165
H2-DMa,-0.3675338,-0.45419955,-1.6405754,-0.57461226,-1.7897362,-0.39668202,-0.69837046,-0.62282306,-0.58494407,-0.60012156,-0.5842709,-0.3627142,-0.34063917,-0.42777523
Rara,-0.3565901,-0.6775547,-2.3826802,-0.74030167,-1.7629839,-0.3354166,-0.5771489,-0.4961909,-0.59204715,-0.59052306,-0.59207255,-0.3849302,-0.58787304,-0.35642424
Arf6,-0.37536594,-0.695278,-2.083455,-0.67854136,-2.0170212,-0.57754517,-0.69580096,-0.6993964,-0.66967064,-0.6711682,-0.6707507,-0.58548653,-0.5908868,-0.32163897
Dgkg,-0.7108622,-0.62739444,-1.900404,-0.5495162,-1.6651859,-0.6285778,-0.57253814,-0.54901314,-0.55446374,-0.5538477,-0.5536229,-0.60989755,-0.5188291,-0.76798534
Fras1,-0.71563005,-0.6586894,-0.8229169,-0.32967252,-1.4633396,-0.69649404,-0.5186841,-0.54111034,-0.48842552,-0.4842164,-0.48671317,-0.7289361,-0.6200252,-0.67169666
Atn1,-0.63744116,-0.60433805,-2.0367599,-0.64057827,-1.9667364,-0.471708,-0.6769073,-0.6622799,-0.6550951,-0.6560306,-0.6548157,-0.48709297,-0.6125688,-0.721956
Sox12,-0.5572241,-0.40525138,-1.6027061,-0.5277202,-1.6901505,-0.28412503,-0.65441346,-0.6019707,-0.5577525,-0.5664927,-0.5569459,-0.29494962,-0.56690305,-0.615981
Akap13,-0.4151089,-0.5702926,-2.0226488,-0.64542395,-1.6466184,-0.6268642,-0.5462678,-0.54171675,-0.55041677,-0.5482966,-0.55041015,-0.6192841,-0.43276566,-0.41654998
Ankrd11,-0.48784062,-0.5164436,-1.4003737,-0.48423758,-1.460861,-0.58912224,-0.48354873,-0.49145833,-0.48690933,-0.48680153,-0.48696873,-0.5279217,-0.47918397,-0.47790396
Tle3,-0.43413612,-0.45587814,-2.3524058,-0.70111364,-1.774256,-0.2790151,-0.54054725,-0.6820488,-0.5912665,-0.59098905,-0.59094626,-0.29745898,-0.5165829,-0.4379924
Wipf3,-0.9317034,-0.90411127,-1.0203469,-0.40905014,-2.0392506,-1.0268022,-0.688041,-0.66609675,-0.6764583,-0.6774543,-0.6712321,-0.995134,-0.8567929,-0.86440593
Mcph1,-0.5239537,-0.6128571,-1.7447603,-0.5816757,-1.7535927,-0.6905238,-0.5877548,-0.593963,-0.5844049,-0.5843732,-0.58419204,-0.65600413,-0.59448874,-0.56506294
Cntnap5b,-0.67528486,-0.64197,-1.123496,-0.3772198,-1.55106,-0.7117605,-0.515483,-0.5736815,-0.5161644,-0.5156404,-0.51446944,-0.7309581,-0.5602103,-0.6667722
Rbfox2,-0.5271266,-0.63067305,-1.0712991,-0.41217694,-1.3278009,-0.5648242,-0.4112988,-0.38884374,-0.4444284,-0.44305348,-0.4445226,-0.5807291,-0.6546456,-0.5540923
Mir5100,-0.4866169,-0.51144373,-2.389017,-0.70082045,-1.9035499,-0.53427476,-0.6804867,-0.60485303,-0.6317155,-0.6378351,-0.6325557,-0.49926364,-0.520334,-0.50907683
Slit3,-0.50986946,-0.45388362,-0.5471375,-0.25851506,-0.98391294,-0.5089345,-0.30143622,-0.29155147,-0.3315281,-0.32713008,-0.33341718,-0.54627496,-0.48667502,-0.5051731
Mir6925,-0.43485337,-0.50844616,-2.159509,-0.61948305,-1.7638903,-0.4673273,-0.57887214,-0.61768436,-0.58772147,-0.5885504,-0.588202,-0.39239767,-0.50475186,-0.47094396
