,Shared topic 1,Shared topic 2,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9
chr5-81022250-81023086,0.15469418,-0.005091259,0.004359826,-0.25755593,-0.4439202,-0.38951948,0.3403391,0.006333851,-0.012094055,-0.277211,0.05614428,0.021469014,-0.29300773,0.08200516,-0.0008613431,-0.039203167,0.11572021
chr5-86065162-86065997,0.8526039,0.0023500104,-0.06117934,-0.030130671,0.19514161,0.059957277,-0.31606787,-0.0331781,-0.060813688,-0.1912234,-0.07734788,-0.41250482,0.43967727,0.46718892,-0.0006213422,0.10606695,-0.492479
chr5-88564649-88565357,-1.1385221,-0.0017666438,-0.0137693,0.47178623,0.45405397,0.10911456,0.07296857,0.00029776903,-0.08537263,0.3616643,-0.015529357,0.009556267,0.6898606,-0.5945345,0.0008390772,0.19746782,-0.20323591
chr5-88764577-88765483,0.13177118,0.0005336713,-0.00020961759,-0.021100748,-0.0133043295,0.32866713,-0.012476841,-0.0021836807,-0.010122345,0.0739995,-0.0025802734,-0.13456017,0.009752426,0.031242661,-0.0002706152,0.013017124,-0.39256987
chr5-92277641-92278532,0.005561592,-0.00077992806,0.0014603735,-0.019129897,-0.026071372,-0.08532154,-0.066488996,0.0022540507,-0.016282493,-0.63014996,-0.002976773,0.0021356097,-0.021296114,0.047510184,-0.00062651676,0.016329437,-0.010053579
chr5-99252473-99253376,-0.12504241,8.734664e-05,-0.00024296934,-0.021991579,-0.06805969,-0.032464877,-0.014157064,0.0021306477,0.00041062574,-0.18300028,0.00023191179,-0.006771772,0.17666613,-0.020578608,0.0005308698,-0.0041689547,-0.0034204894
chr5-104046411-104047305,-0.036827628,-0.00011694434,0.00010155622,0.05176703,-0.09974035,0.19494921,-0.007909323,0.002701317,-0.007213168,0.30201787,0.0013756758,0.06127033,-0.3481159,-0.0301663,-0.0002288101,-0.027967094,0.15367861
chr5-105654545-105655292,0.8212592,0.00072017644,0.010571793,-0.7073901,-0.057536185,-0.69944316,0.20402007,-0.043034915,-0.035969324,-0.4656651,-0.009774767,-0.19144341,-0.38717386,0.23112571,-0.0012388977,0.32564908,0.097676896
chr5-105731685-105732587,0.7622842,-0.00043736593,-0.026076687,-0.46596098,-0.41460368,-0.4976731,0.12616691,-0.008531698,0.34161255,-0.13336214,0.008861709,-0.17683533,-0.5819442,0.33424598,-0.0047505186,-0.02397121,-0.07380258
chr5-105876183-105877017,-0.46150777,-0.013213825,0.0038704858,0.45278856,0.60570264,0.1755516,-0.19074772,-0.040174324,0.011031582,0.3749925,-0.045192696,-0.47015464,0.20157772,-0.15115066,0.0021374568,-0.025527047,-0.38843545
chr5-106574245-106575131,0.42236996,0.0007160105,-0.010830587,-0.4658635,-0.29677567,-0.5127245,0.2877065,0.027263064,0.054753765,-0.7624181,0.18243049,-0.15190473,-1.0621283,0.5200777,0.0010062426,0.29580128,0.10056802
chr5-107900269-107901115,0.20564578,-0.00078322727,0.0014338715,-0.3162054,-0.08660865,0.0953134,0.014816168,0.0019149358,-0.0134730395,-0.10595906,-0.0012434948,-0.07973681,-0.34692472,0.048065856,0.0011428191,0.006169857,-0.033183306
chr5-108132209-108133096,0.22055486,-0.00091321004,-0.0061186403,-0.022489654,0.08900653,-0.26692045,0.038940713,-0.0036718405,-0.015124883,-0.14291413,0.0009368595,-0.05375753,-0.056196786,-0.0006275303,-0.0001890225,0.039553296,0.11284791
chr5-108268408-108269308,-0.033348978,-0.00021166875,-0.003319048,-0.08478266,-0.07251179,0.12098175,0.04602933,0.0031595284,0.002558774,-0.09066074,0.00037070966,-0.115530774,-0.20677082,0.0071859066,0.00044098299,0.0067382487,-0.007663802
chr5-108660352-108661237,-0.6189355,0.0021251757,0.0076402784,-0.111916035,0.0894346,-0.46032074,0.28580666,0.010966107,-0.018131096,-0.22555423,0.018003624,0.14547978,0.0876953,-0.13284175,0.004154975,0.0023533849,-0.016545663
chr5-108693716-108694600,0.105715945,0.0029662778,-0.03504614,0.41454104,0.29221994,0.042045984,-0.08873713,-0.007862375,-0.016632872,0.35486,-0.034415152,-0.15046665,0.6120452,-0.09429462,-0.004120334,-0.13524096,-0.07034094
chr5-109866204-109867103,0.05456379,-0.0012241739,0.015933868,0.15653515,0.20479965,-0.22083206,0.009877459,-0.023039544,-0.16806445,-0.29455695,0.019592121,-0.36133376,0.049770392,0.21311456,0.004668673,-0.12736697,-0.37767202
chr5-110770327-110771219,0.29468513,0.0018501489,-0.0010814159,-0.02052977,0.06561468,-0.18810403,-0.24648815,-0.0047883647,0.0061121914,0.13041937,-0.00062297523,0.10695829,-0.24657613,0.089953005,-0.0011098727,-0.047446016,-0.036476918
chr5-110780187-110781045,-1.1250378,0.0023907893,-0.0015763358,-0.048007157,-0.30582345,0.1803284,0.36498234,0.033284523,0.030478965,-0.413241,0.024553638,0.15946595,-0.054242678,-0.11739996,0.00072282605,-0.14557092,0.022656383
chr5-110807921-110808779,-1.0458076,-0.0048895865,-0.0050876504,0.06852537,-0.06451054,0.4091955,0.1432757,0.028062662,0.030740881,0.37390363,0.026139148,-0.2795429,-0.030934306,-0.18585503,-0.0004232248,-0.029640885,0.078812614
chr5-110809720-110810591,0.13593486,-0.00015971002,0.000720368,0.06464909,-0.07436938,0.16628619,-0.055273265,-0.0046267305,-0.0118965,0.0981395,0.0028015664,0.20469505,0.3521094,-0.014305399,-0.0002674884,-0.11925579,-0.33841544
chr5-112276090-112277000,0.047563992,0.00041860476,0.00020211171,-0.020095747,0.21169138,0.22515398,-0.031124432,-0.036858786,-9.895555e-05,-0.01855148,0.003960552,-0.010330528,0.023481786,0.0034760465,-0.00037224797,-0.019607173,-0.18402077
chr5-112325891-112326780,0.27086222,-0.0017357179,0.003250188,0.0500427,-0.013901323,-0.35088804,0.16661224,-0.007843481,-0.06652807,-0.5044152,0.0018413921,-0.3189042,0.22391562,0.06257224,0.00045184387,0.02780682,-0.02265012
chr5-112342678-112343601,0.6764342,0.0008151199,0.005137388,-0.1190783,-0.2033425,-0.6554939,0.10880545,-0.017137662,-0.026406994,-0.2981181,0.002069631,0.05060468,-0.15917918,0.06528439,0.0005476032,-0.012913533,0.32875174
chr5-113099260-113100110,-0.68797976,-0.0064161946,0.0074940026,-0.29883337,-0.25817844,-0.017758844,0.31307963,0.0215228,0.20456937,-0.4362133,0.027323779,-0.034787517,-0.36210746,-0.15902813,0.0023035074,-0.021461993,0.5476079
chr5-113179922-113180852,-0.67704123,-0.0044945613,0.012723718,0.15827969,-0.056747183,0.50695425,0.15431067,-0.010097661,-0.0113777565,0.5278946,-0.001646279,-0.12083427,-0.384495,-0.2752941,0.00024451918,-0.2722621,0.10888765
chr5-113220779-113221569,-0.6028743,0.00024513004,0.003467075,0.25936753,-0.245094,-0.25320157,-0.030637229,0.005239419,0.049727727,-0.014641857,-0.001336974,-0.03895525,-0.13579677,-0.09501382,0.0022842265,-0.026862044,-0.057055924
chr5-114138941-114139764,-0.7647612,-0.018724551,-0.029884879,0.86274993,0.6032684,0.25599515,-0.3244326,-0.13085857,-0.14242741,0.5333255,-0.31138837,0.054570585,0.7724813,-0.7390158,-0.014559918,-0.22325724,-0.0145192975
chr5-114175417-114176293,-1.2805579,-0.046170823,0.011223774,0.8833715,-0.040976733,0.8503621,-0.731475,-0.24196725,0.26053268,0.9704653,-0.38893786,-0.24543664,0.7247645,-0.92185867,-0.08385813,-0.62858874,0.17949083
chr5-114356416-114357231,-0.48458934,-0.0014748478,0.024290046,-0.23260292,-0.86830235,0.0039133183,0.22552432,0.007522978,0.098432995,-0.029401854,0.003908376,0.06378701,-0.09077157,-0.0023005493,-0.0013885543,-0.053319328,-0.19634585
chr5-114667220-114668121,-0.24909875,0.0003741972,0.0008151054,-0.04288454,-0.14330728,0.09785362,-0.012234003,0.0016139031,0.007777898,0.025436223,0.0038946352,-0.02403221,-0.018122995,-0.008431245,0.0001302939,-0.025353443,0.0011412078
chr5-114690590-114691490,-0.012100872,-0.00093020225,-0.0103397565,-0.2007412,-0.00021565777,0.28886738,0.07887772,0.003143931,0.029551648,-0.15142705,0.002182591,0.20271826,-0.24346836,-0.032212563,-0.00076126767,-0.1845186,0.25478202
chr5-115158015-115158841,0.34796488,0.002804349,-0.0023932725,-0.020425953,0.13053356,-0.063593015,-0.05672236,-0.018514855,-0.009003874,-0.16909853,-0.013235068,0.6467743,0.1892731,-0.057056773,-0.0018857811,0.0852526,-0.21008123
chr5-115538393-115539266,0.90101075,0.001116038,-0.007953615,0.13740638,-0.15320317,-0.3109183,0.2629266,-0.07510428,-0.38321155,-0.23069398,-0.029196227,-0.0457988,0.06905499,0.17571986,-0.0012710347,-0.025943931,-0.06184847
chr5-115570836-115571718,1.6771693,-0.022879316,-0.11949859,-0.968376,-0.9806315,-0.97832215,0.50664663,0.006816281,0.07085816,-0.7106241,0.14425613,0.32084826,-1.4877332,1.0781083,-0.04843372,0.62827253,-0.105656505
chr5-117287161-117288029,-0.04809479,0.00083230983,0.00071449915,-0.0980301,0.08476946,-0.29974902,0.22525051,-0.004943804,-0.0024740875,-0.29195687,0.0029701248,0.13824934,-0.1812986,-0.009127371,-0.00018949943,0.004839162,0.0001544798
chr5-118082859-118083667,-0.8254192,-0.007622374,-0.0021089443,0.42635337,0.28400043,-0.05292412,-0.32677978,-0.00037014438,0.30215454,-0.25479808,-0.01572664,-0.18984303,1.0269057,-0.24778095,-0.0013996708,-0.22211018,-0.058659974
chr5-119670227-119671142,-0.1464372,-0.0077664964,-0.3665811,0.27730966,0.023900945,0.66262466,0.0003299639,0.020778844,0.2660605,0.809917,-0.080592096,-0.49706876,-0.48929206,-0.40131426,-0.0014608717,0.027349334,0.35010582
chr5-119980803-119981652,1.5925409,0.03581277,0.052403275,-0.8227694,-1.0996083,-0.85973966,0.26452267,-0.100296415,-0.4411333,-0.7068432,0.06472501,-0.08458622,-1.0848457,1.1908317,-0.0105654355,0.31635103,0.13869897
chr5-120510776-120511636,-0.87482953,-0.0033539755,0.0052325735,0.6502909,0.3878686,0.072003365,-0.2116653,-0.057937145,0.053099643,0.46886283,3.489279e-05,-0.24482988,0.57998306,-0.60510135,0.006804746,-0.043984108,-0.34695727
chr5-120612565-120613473,0.27582633,0.004402033,-0.0055467715,-0.115502805,0.24110794,-0.10478326,-0.12878466,-0.002286606,-0.074687,-0.055845894,-0.0134024015,-0.09078727,0.0232749,0.12111825,-3.27116e-05,0.010956761,0.0021884444
chr5-121184994-121185834,1.5314636,-0.13848825,-0.28317505,-0.22981942,0.28965464,-0.094992965,-0.02520593,-0.2097454,-0.44156075,-0.584935,-0.015428993,0.2763232,-0.25074118,0.67575705,-0.048954144,0.32656524,-0.40070075
chr5-121204179-121205008,0.18535554,-0.0016826757,-0.0019802647,-0.23586573,-0.05363014,0.42468375,0.087268434,-0.005797008,-0.00536424,-0.2641104,0.0025819454,0.28174737,-0.27057144,0.06550948,-0.0001522072,-0.049374677,-0.012213082
chr5-121618508-121619406,-1.285354,-0.004185564,0.009366966,0.17401151,-0.20947084,-0.2562455,0.25050953,0.12589757,0.0840639,0.19404803,0.09293738,-0.15596054,0.18821242,-0.33347327,0.0010439116,-0.22183989,-0.12685108
chr5-122243578-122244519,1.8867102,0.009438001,0.16371754,-0.48732838,-1.0940175,-0.58684105,-0.2283295,-0.6514148,-0.2859587,-0.91435057,-0.05672907,0.57562345,-1.2599821,0.90615684,-0.060462322,-0.022864345,0.17085673
chr5-122314753-122315660,-0.9822532,0.003339441,-0.0013430816,0.47385958,0.20273426,0.2757708,-0.036661945,-0.044542823,0.029354686,-0.044281952,0.048731815,-0.15425111,0.8380874,-0.3917352,0.0025621068,-0.24107453,-0.13065098
chr5-122643806-122644646,-0.89581937,-0.0007971852,-0.030280318,0.51790273,0.19968823,-0.050545804,-0.17981304,0.042731807,0.14011414,-0.12322866,-0.004819899,-0.062010743,0.61339223,-0.5645673,0.010951746,-0.21872716,-0.056123696
chr5-123992026-123992802,-1.2293003,-0.017087063,0.015503955,-0.20182955,-0.097273186,0.42859212,0.23414885,0.17708573,0.24990973,0.65816957,0.005932864,0.3626389,-0.51066613,-0.59562004,-0.0044864994,-0.19835512,-0.13562308
chr5-124049601-124050372,1.0894657,0.0029687,-0.092577174,-0.9448593,-0.7841937,-0.775567,0.45827985,0.092004046,0.17590794,-0.13422799,0.15429057,0.2113384,-0.85441065,0.2952453,0.009054802,0.30354097,-0.35211015
chr5-124425448-124426274,-0.53122395,0.00027611598,0.007389477,0.1305254,0.16360724,-0.054429565,-0.013789595,-0.00070573116,-0.012870703,0.10992101,0.0036948377,-0.45258427,0.025161436,0.0052394513,-0.0001373421,0.021208104,-0.11821672
chr5-124598275-124599175,0.03372707,0.00043228208,0.0016935759,0.05475173,-0.17745486,-0.20253903,0.044491574,-0.00056246755,-0.00859887,-0.058581725,0.0033921392,-0.019383593,-0.047822624,-0.0014011032,0.00029869037,-0.00994988,-0.021106169
chr5-125081243-125082178,-0.7850888,-0.0034592145,-0.0020039917,0.8191432,0.23116432,0.24075468,-0.34956875,-0.008706949,-0.12474389,0.5092194,-0.024916777,-0.14080693,0.39045736,-0.32907075,-0.0042902497,0.14313306,-0.31199983
chr5-125134539-125135445,-0.5102512,-0.0013078214,0.0009758115,0.6718475,0.46067867,0.078272805,-0.11177629,-0.1939568,-0.10933244,0.10294538,-0.027695743,-0.43181747,0.90424216,-0.24284291,0.009389488,-0.36027008,-0.058761165
chr5-125221630-125222520,-1.0012853,-0.11852931,0.021082286,0.7023926,1.00072,-0.37958428,-0.14370717,-0.1099459,-0.21944366,-0.65226114,-0.09228046,-0.49750113,1.5790968,-0.53078336,-0.003434269,0.05406531,-0.50127566
chr5-125705115-125706023,0.5920837,-0.007055902,-0.04754146,0.10163581,0.6722072,-0.4873928,0.054830648,-0.09117012,-0.06109919,-0.6639915,0.041025452,0.107048474,0.30525213,0.07118744,-0.0057504764,0.2779345,-0.25547326
chr5-129778838-129779717,-0.16914722,-0.0014779163,-0.0035650933,0.3039288,-0.3801517,0.15183516,-0.011146372,0.0023434942,0.03865179,-0.18809418,0.013179929,-0.049609236,0.07260371,-0.0025470853,0.0028379406,-0.056118026,0.03387515
chr5-129846501-129847393,0.20655248,-0.0004904033,-0.0019026228,0.18707173,-0.56670666,-0.22165146,0.005913929,-0.008149589,-0.00029316827,-0.5329223,0.0003899637,0.45337948,-0.18706433,0.051748816,-0.0010731969,0.10080286,-0.03942087
chr5-129895263-129896154,0.4557277,-0.0014948683,0.0054066554,0.02319789,-0.13559787,-0.6803888,0.057419397,-0.012979176,-0.012348997,-0.27928758,0.0053958627,0.14495179,-0.36456457,0.105599076,-0.001291683,0.32913485,-0.061518624
chr5-130171370-130172259,-0.4270835,-0.0017948141,-0.001157015,-0.016216053,0.3004584,-0.032321066,-0.023961738,-0.0020890762,0.053010426,0.17925672,0.0033064035,-0.15486684,-0.007890966,-0.10318182,0.00022042356,-0.09257104,-0.03837497
chr5-134456332-134457192,0.20241685,0.00097398343,0.0010631534,0.009784347,-0.11742586,-0.8176303,0.19096553,0.020421343,-0.0780164,-0.2571509,-0.016759798,0.461568,-0.15188348,0.03269456,-0.0030899388,0.060354054,-0.0803237
chr5-135148997-135149880,0.24916524,0.0023120535,-0.00045750037,0.011705809,0.18303098,0.1452752,-0.3802408,-0.014556516,-0.01200131,0.44605845,-0.0049627987,-0.026498672,-0.1286811,0.022881977,-0.0012565291,-0.07042993,-0.08097788
chr5-135369598-135370498,-0.3152437,-0.0016556716,0.0039554387,-0.2486349,-0.1480503,-0.47316998,0.3913286,0.07211101,-0.01690197,-0.04744956,0.024475198,-0.016556082,-0.57441485,-0.01720815,0.00074641115,0.08510807,-0.19051723
chr5-135465488-135466414,-0.7309643,-0.026263744,-0.000505878,0.6008109,0.4969212,-0.10149267,-0.34422743,-0.085704215,0.13411957,-0.06899213,-0.16408277,-0.46886566,1.839901,-0.81102586,-0.01440089,-0.15708458,-0.47016314
chr5-135957262-135958165,0.19128072,0.0005278571,0.0016948978,0.031117061,-0.17668477,0.14903627,-0.08444201,-0.0025433754,-0.0118600605,0.23730798,0.0033354107,0.006893194,-0.11627107,0.01125642,-0.0007324152,-0.054651547,-0.08692761
chr5-136135594-136136483,-0.057474926,-0.00023027224,0.00066503446,0.018485734,-0.042964507,-0.08049591,0.03474641,-0.00011280528,-0.0010768633,0.13205795,0.00016673391,-0.047512207,-0.081945956,-0.007377204,-8.108197e-05,0.03105133,-0.04447134
chr5-136961862-136962716,-0.50984395,-0.00039310433,0.0020698803,0.032910448,0.31942084,0.2450291,0.069771856,-0.0036770792,-0.0019582736,0.076158434,0.0033432972,-0.032675464,0.35085028,-0.2817202,-0.00058472634,-0.4056264,-0.046843395
chr5-137759703-137760612,-0.88159573,-0.061583236,0.121803716,0.92590284,0.8673164,-0.23472509,-0.5545667,-0.46178487,-0.28828394,-0.3356619,-0.64816195,-0.7734919,1.8743548,-1.006492,-0.059077315,-0.46612912,0.1395077
chr5-139200083-139201001,0.10737597,0.0011233337,-0.00068336376,-0.070859164,0.11990605,0.10485412,-0.21162026,-0.009238169,-0.0011899762,0.06497678,-0.0064982995,-0.044510935,0.0048680864,-6.154654e-05,0.0001465924,0.022392947,0.06919105
chr5-139364147-139364957,-1.0444843,0.0029622277,0.016154941,0.16022298,-0.5530416,0.2664758,-0.035163652,0.04831876,0.43197247,0.5861717,0.050119355,-0.14719626,-0.16569826,-0.5236508,-0.0007348682,-0.08482769,-0.37903106
chr5-139371795-139372676,-0.4503437,-0.00041312052,-0.0017265585,-0.08012756,-0.1881409,0.20836098,0.11992127,0.004907501,0.025965704,0.38690796,0.013309682,0.048065595,-0.14623234,-0.109693736,0.00057424966,-0.09207034,0.060151216
chr5-139380162-139381049,-0.12813248,-0.0028858816,-0.0067185527,0.3816529,0.026482683,0.67526996,-0.3883713,-0.046059594,0.012469335,0.57358754,-0.028084852,-0.431966,0.3614977,-0.2070815,-0.0015557508,-0.3196095,0.20698613
chr5-139382543-139383448,0.29692054,0.0051448527,-0.013059791,-0.27199695,-0.5262292,-0.2675458,0.4171957,0.004910347,0.027435651,0.42268515,0.036403477,0.22742017,-0.60399306,0.0072224448,-0.0035971864,-0.060277015,-0.20571151
chr5-139389261-139390066,-0.33158633,-0.022148462,0.021349154,0.73082066,0.49817368,-0.112501316,-0.46082968,-0.092438936,-0.0745872,0.025929984,-0.067261815,-0.57268083,1.3493245,-0.3382564,-0.014843582,-0.32545385,-0.11158701
chr5-139484094-139485006,0.2777684,-0.0009922152,-0.0027229348,0.008768457,0.0721265,-0.020821987,-0.09576895,0.001197934,0.006126644,0.17227358,-0.0017466801,-0.020402748,-0.3354045,0.015108691,0.00044258602,-0.0078123678,-0.007989159
chr5-139735939-139736808,-1.0016947,-0.011294611,-0.003302485,0.67839015,0.13703546,0.40128678,-0.25938982,0.0030201303,-0.008746849,0.45613286,-0.063953385,0.034153864,0.7987894,-0.46339738,-0.0065776203,-0.4302877,0.08812552
chr5-139791041-139791910,-0.118441895,1.2495451e-06,0.0047248686,0.114151716,0.032643445,0.25525624,0.009569262,-0.01662295,-0.05062237,0.0082183955,0.0109794745,-0.15595903,-0.09189524,-0.04879977,0.0015003621,-0.044033144,-0.008926432
chr5-140321127-140322042,-0.29497105,0.0010162172,-0.0013137383,0.05752412,-0.14873007,-0.079862215,0.35555524,0.0039872816,-0.028306037,-0.38443336,0.01613426,-0.22426267,0.19939888,0.007041963,0.0006793558,0.0013896901,-0.0052791988
chr5-140331511-140332446,0.21674918,-0.0029784418,0.0026140593,0.09761667,-0.519632,-0.07124883,0.3644113,-0.028242074,-0.038563833,-0.107738934,-0.0014932492,0.16179706,-0.17470518,-0.02819715,-0.0009139837,0.037669457,0.09537395
chr5-140388869-140389776,-1.1213886,-0.01599761,0.026866447,0.46517748,0.43538016,0.23174714,-0.21705805,-0.004974084,0.1332913,0.40312603,-0.010156314,-0.4286914,0.47430092,-0.7155583,-0.0034033805,-0.34852,-0.2537478
chr5-140418645-140419519,-0.18191598,-9.170587e-05,0.00080751005,-0.27270356,0.115650065,0.1024627,0.057223737,-0.0015559719,-0.0065684174,-0.110373855,0.0061964593,-0.24703334,0.0899951,-0.015410891,-2.8331742e-05,-0.006137894,0.02821034
chr5-140606819-140607753,-0.20004505,-0.020564392,-0.0012393768,0.85473645,-0.09753939,0.31555903,-0.28510234,-0.017155932,-0.019286193,0.3938452,-0.04987823,-0.27753535,1.0854051,-0.23978959,-0.01237944,-0.3116947,-0.3208894
chr5-140704395-140705282,0.4215647,-0.0003005479,-0.0042158635,-0.07081808,0.064635634,0.1298657,-0.097713135,-0.01967709,-0.0007186318,-0.098797,-0.003788739,-0.019813957,-0.08041747,0.054571092,-0.0039536445,-0.008206336,0.38604918
chr5-142424637-142425519,-0.8936492,-0.044674814,-0.15454188,0.64716387,-0.22291617,0.7728333,-0.31158993,0.09936923,0.14640401,0.8473765,0.03289436,-0.39746046,0.7899848,-0.85776126,-0.0069849268,-0.43137115,-0.50091773
chr5-142440124-142440969,-0.6279198,0.0052981293,0.017580304,0.4134414,0.20873605,0.46582118,0.08643667,0.007784003,-0.23442613,1.1392424,-0.06774298,-0.8590377,0.16495113,-0.59029865,-0.011177031,-0.053075254,-0.5285978
chr5-142447866-142448749,-0.11451955,0.0010147752,0.005191098,0.060375296,-0.45291638,0.045618284,0.18895377,-0.006276789,-0.016885964,-0.23969309,0.0042564473,0.037402265,-0.14889812,0.015460843,0.0016463127,-0.0557447,0.0982561
chr5-142589103-142590009,-0.75436693,-0.044262845,0.2629533,1.1072973,0.67436737,-0.58266103,-0.44957855,-0.41862443,-0.92428213,-0.33148378,-0.43682152,-0.23004216,1.9372885,-0.70603824,-0.1171951,-0.5582651,-0.6426256
chr5-142877108-142877971,-0.004756838,-0.0040657395,-0.0028041594,0.01426901,0.2708125,-0.044126276,0.23008814,-0.005541121,-0.04281654,-0.57200074,0.013503024,-0.46553177,0.44462115,0.04032854,0.00068374665,0.019601155,-0.13377894
chr5-143112585-143113404,-0.29868588,-0.0003336484,-0.00039431656,0.25562558,-0.10488766,0.13784191,0.023305546,0.001400007,-0.00041676208,0.04636193,0.0018522628,-0.08903288,-0.09855291,-0.014764787,-7.024755e-05,0.0011386398,-0.0012124032
chr5-143403424-143404295,-0.8799531,-0.032059915,-0.02336844,-0.19640096,-0.45725018,0.089218654,0.5304733,0.058064613,0.5042337,0.106077336,0.27133515,-0.4519055,-0.26346862,-0.10634787,-0.002960007,0.0712665,0.056814
chr5-144014426-144015323,0.33045155,0.0011606357,0.0027047496,-0.03228044,-0.39105934,-0.3468663,0.13088943,-0.006766917,-0.0045776465,-0.12379469,0.002038694,-0.1503053,-0.3751319,0.012108818,0.0016864085,0.02310562,0.070779726
chr5-144254862-144255679,-0.24306573,-0.000751896,-0.001701435,0.048397996,-0.06259175,-0.021973068,0.017482704,0.0038678146,0.054565202,0.337931,-0.00496766,-0.24360861,0.076871574,-0.025533086,6.879354e-05,-0.0051507265,-0.029484253
chr5-144964907-144965449,1.1525829,0.0017008373,-0.0040897676,-0.081019714,-0.11142171,0.0070984606,-0.15296866,-0.06769106,-0.6417177,0.064928964,-0.017561115,-0.30073214,-0.2788575,0.39726728,-0.0027244955,-0.034183364,0.25179726
chr5-145083422-145084296,0.9087806,-0.0021820052,-0.0075240647,0.07615975,-0.5657944,-0.25032485,-0.009014951,-0.0033896342,-0.04576439,-0.05355548,-0.013311601,0.1516016,-0.120589375,0.27749693,-0.0031247213,0.038408697,-0.10302921
chr5-146260688-146261599,0.059726357,0.010688805,-0.10200048,-0.82294124,-0.11844812,0.4420341,-0.20457323,0.24732603,-0.005971916,-0.051212087,-0.02686689,0.6303746,-1.1954403,0.102313966,-0.011113908,-0.078746706,0.4493185
chr5-147429764-147430657,-0.73699725,0.001270559,0.00024219663,0.24025896,-0.13742836,0.19042505,0.17396757,-0.005050136,0.012476015,-0.06599969,0.0056815227,-0.035831857,0.18377292,-0.1646532,0.0011594222,-0.009978272,-0.23246929
chr5-147860230-147861031,-0.5113168,-0.0008948616,0.006827048,-0.31405503,-0.41183996,0.09252914,0.2225352,0.012275381,0.095449075,0.24584614,0.0154530695,-0.2592786,-0.3489371,-0.14538567,0.0009972408,-0.009640986,0.090164326
chr5-150522186-150523119,0.062092256,0.0063333176,-0.0049901875,-0.21066397,-0.14662205,-0.47644192,0.17932121,-0.0015239873,0.00378564,-0.19027568,0.0251626,0.22267467,-1.2308402,0.037330348,0.0019795313,0.20543005,0.2543859
chr6-3201024-3201918,-0.35301268,0.0025017185,0.004529107,-0.6403181,-0.075509556,-0.14255936,0.12482363,0.050182637,0.020418974,-0.41365469,-0.010609359,0.2784444,-0.9826131,0.013466307,-0.0006448514,-0.11876486,0.57849556
chr6-3497929-3498842,0.23102745,0.0046582827,-0.0005942245,-0.3953853,-0.6973925,-0.5336353,0.20590508,0.03565838,0.037157737,-0.24949102,0.03153123,-0.015405244,-0.49728855,0.2748945,-0.0063135643,0.3639677,-0.09611638
chr6-4086478-4087378,0.60398227,0.0008227745,-0.005075231,-0.09465831,-0.25281322,0.08798322,-0.17165938,-0.0024764312,-0.02550538,0.16279884,0.0073911604,-0.12541102,-0.46176448,0.008964999,0.0003247033,0.049863577,0.05995413
chr6-5496035-5496909,-0.6276065,0.004301083,-0.0894828,0.9077468,0.24062453,0.08666647,-0.34540892,0.008909177,-0.02577676,0.32674903,-0.32317054,-0.41641378,1.0687443,-0.71102273,-0.023026856,-0.5779132,0.34951878
chr6-6578116-6578997,0.6272414,0.001626785,-0.007432522,0.05751811,0.006211685,-0.2613572,-0.041167945,-0.0030913225,-0.02840523,-0.5271499,-0.005225767,0.46007502,-0.17256741,0.07732998,-0.00058736454,-0.293309,0.016950905
chr6-7844290-7845158,-0.025025863,0.00025932014,-0.00066219195,0.16273743,0.117462024,0.1569424,-0.024251936,-0.0013825356,-0.011333328,0.059185185,-0.002949429,-0.0053821485,0.023351826,-0.007705918,0.00029469485,-0.0036652302,-0.027326526
chr6-8208867-8209709,-0.052934565,0.00023634227,1.0905769e-05,0.1555582,-0.06863253,0.048548307,-0.087884754,-0.00039164408,0.0019828132,-0.10916529,-0.0029797691,-0.0009880094,0.06721483,-0.0153025985,-0.00035254596,-0.035527676,0.07648748
chr6-8258897-8259756,0.20275787,-0.00036424727,-0.00037410235,-0.35999042,-0.048875928,-0.019871453,-0.025096105,0.0024317414,0.013092043,-0.5409811,-0.027682668,0.1329375,-0.29733226,0.14742081,0.0007464707,0.18970811,0.06054263
chr6-11907221-11908109,-0.4489837,-0.0011326008,0.0010262304,-0.10984918,-0.065730594,0.14389518,0.05073637,0.0009847514,0.0019249668,-0.10384637,-0.0031429639,0.039910782,0.061132874,-0.014589873,0.0006413572,0.0069487686,-0.04753739
chr6-13607499-13608398,0.09852633,0.0004511188,-0.0010088219,0.11137316,-0.011999681,-0.16882846,0.06862347,-0.0022562863,-0.002422008,0.0016889727,-0.002184314,-0.29319105,0.007331083,0.010117487,0.0005350072,0.015551906,-0.00062711217
chr6-17064823-17065617,0.023836646,0.0031193786,-0.0005616793,-0.3737511,-0.5628253,0.06378184,0.264753,0.06703617,0.07842834,0.56645733,-0.022026757,0.10065448,-1.080199,0.011820992,0.014802124,-0.027521795,-0.31764844
chr6-17280845-17281701,-1.7637813,-0.04288458,0.014506538,0.35239702,0.094595015,0.30627695,0.30486268,0.07611933,0.3631641,0.731585,-0.014589155,-0.46069282,0.36133707,-1.058126,0.007343197,-0.39177176,-0.04038473
