,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 5
Tbce,-0.03880423,-0.02231207,0.053354114,-0.13026047
Psma2,-0.10659841,0.102881104,0.076070674,0.08144972
Mplkip,0.08399387,-0.032305013,-0.010937689,-0.016586808
Rala,-0.09451949,0.12967339,-0.0066023855,0.012166586
Vps41,0.0510353,0.025192043,-0.031802766,-0.13385694
Hist1h2bc,-0.016973041,-0.06080289,-0.027135763,0.13350523
Hfe,-0.12261503,-0.003717074,-0.07453846,0.13453805
Hist1h1c,0.004172309,-0.09300342,0.0024477616,0.008502899
Cmah,-0.09378941,0.07089891,0.0007304889,-0.06431995
Ripor2,-0.09331835,0.1384201,0.0055292887,-0.048911847
Tdp2,0.01638322,-0.06297527,-0.02558449,-0.0059211226
Uqcrfs1,0.021544887,0.14328468,0.078178726,-0.06531078
Exoc2,-0.08670498,0.046857104,0.042854104,0.0542482
Serpinb1a,0.104102105,-0.12451042,0.18165031,-0.09606373
Serpinb6b,-0.12529933,0.12535049,0.043343417,-0.014778288
Ripk1,-0.05123069,-0.096791334,0.0071072625,0.01217043
Psmg4,0.0022692697,0.040536545,0.04301043,-0.14158177
Slc22a23,0.046737637,-0.14735986,-0.1588385,0.3649314
Pxdc1,0.08828892,-0.26897106,0.07798579,-0.056045324
Ly86,-0.30695283,0.0037424373,0.54996055,-0.43601507
Ssr1,0.021677578,-0.07072311,-0.025951155,0.010458237
Riok1,-0.05942805,0.07934419,-0.0073532774,-0.010279987
Snrnp48,-0.025791854,0.025049465,0.009922955,0.022519898
Txndc5,0.019752923,-0.10158435,-0.07858463,0.019014247
Slc35b3,-0.020038582,-0.02011087,0.03904006,-0.10205416
Nol7,-0.036964517,-0.0040729283,0.006497074,0.09503931
Mylip,-0.052683767,0.09685005,0.12539896,-0.03359358
Dek,-0.051522095,0.028185347,-0.01134639,0.10368374
Id4,0.12771158,-0.11556609,-0.37200367,0.33190987
Fam120a,0.070467845,-0.054206226,-0.035340652,0.013052266
Fgd3,0.14990126,-0.08477962,-0.052043825,-0.02171382
Ippk,-0.03666184,-0.06584326,-0.023790669,0.14131242
Iars,-0.099949576,-0.14804794,0.092648335,-0.004142856
S1pr3,-0.14834954,0.12676483,0.39539278,-0.26975754
Secisbp2,-0.12210437,-0.027084025,-0.035446223,0.027521243
Syk,0.005438679,-0.16674091,0.013734201,0.010192677
Sptlc1,0.04268477,-0.034135908,-0.024411255,-0.08147435
Sfxn1,0.118751556,0.059822578,0.040059816,-0.23873535
Unc5a,0.005680861,-0.15075544,-0.17571281,0.1091924
Uimc1,-0.11011362,-0.08579736,-0.053669818,0.12384814
Prelid1,0.05695833,0.022830853,-0.0069332058,-0.0619293
Grk6,0.040961783,-0.020946944,0.053488128,-0.061215427
Pdlim7,0.0683493,0.041772228,-0.05186874,-0.057013214
Fam193b,0.011427521,-0.13488539,-0.026386287,0.027017424
Caml,-0.072050795,0.1290203,0.11958888,-0.10124059
Ddx46,-0.06857877,-0.12331601,-0.025078926,-0.004071502
Tifab,0.056007303,-0.0034856028,-0.079414114,-0.004842242
Tgfbi,-0.096080534,0.14685163,-0.011294829,-0.12490308
Hnrnpa0,0.12091708,-0.020587536,-0.02991494,-0.0025320062
Idnk,-0.08401689,0.08131889,0.008977329,-0.09809831
Ubqln1,-0.09034422,-0.035926852,0.20004418,0.009241792
2210016F16Rik,-0.02155903,-0.07241811,0.024380654,0.06187734
Agtpbp1,-0.12985155,0.056599736,0.06390699,0.03361201
Ctla2a,0.044262327,0.028248912,-0.111904,0.0956388
Platr25,-0.00560183,0.024861204,-0.0050794585,-0.03987339
Zfp367,-0.115502335,-0.06885101,-0.08235474,0.15970749
Mfsd14b,0.09163187,-0.07251061,-0.014324537,-0.0650427
Mterf3,0.016136907,-0.05879722,0.041602377,0.022578899
Ptdss1,0.034109734,-0.049977683,0.07319301,0.10104345
Zfp58,-0.1122091,0.111638285,0.03348675,-0.014714641
Zfp729a,-0.06472868,-0.17223813,0.09680446,0.025556568
Mrpl36,-0.17471546,0.07652031,0.096360445,0.057796784
Exoc3,-0.059778165,0.06617356,0.057015464,-0.065110825
Sdha,-0.04659577,-0.0073325536,0.069333404,-0.0026571825
Ftl1-ps1,0.1288714,-0.08622606,-0.030060373,0.12342831
Zfp825,-0.08133423,0.10128419,0.033580754,-0.039089944
Ell2,-0.008582735,-0.03186432,-0.044760846,0.12044504
Slf1,0.032306965,-0.098463714,0.024161503,0.0925342
Ccnh,-0.11021198,0.06739636,0.074311405,-0.055678654
Cox7c,0.0016826005,0.0032846143,0.07403335,-0.005096513
Tmem167,0.06752341,0.039222866,-0.0046373806,-0.009993342
Ap3b1,-0.08000527,-0.037633173,0.10741856,-0.07162367
Zbed3,-0.09677879,-0.1007966,-0.019913945,0.07552383
F2rl1,-0.07820914,0.40582305,-0.08309777,-0.14925608
Hmgcr,0.11867006,0.012746319,-0.18223149,0.07753202
Nsa2,-0.24297196,0.28101552,0.23649688,-0.15619719
Hexb,0.005494896,-0.096232764,-0.00835084,0.0031854045
Utp15,0.019959217,-0.008818045,-0.071451455,-0.048352126
Ankra2,-0.08742454,0.1150541,0.014353051,0.0005354546
Btf3,0.2016684,-0.119483046,-0.10142507,0.05121209
Zfp366,-0.17923261,0.08811025,-0.059425123,-0.02967797
Ptcd2,0.039964143,0.080107704,0.041027702,-0.07265097
Naip5,0.110229865,-0.11298178,-0.17170528,0.092152186
Slc30a5,0.022343885,-0.08190074,0.03644003,-0.0076643396
Smim15,0.015431804,0.010628329,0.0011002682,-0.015660802
Ndufs4,0.04670819,-0.015694536,-0.1108884,-0.028936239
Itga1,0.059032183,0.067437604,-0.1834267,0.015338624
Emb,-0.0060336306,0.20185311,-0.18404019,0.011459032
Gm21762,-0.0138913095,0.07616266,-0.08030044,-0.012838012
Dnase1l3,0.145528,-0.10311056,-0.12439702,-0.049004156
Pxk,-0.06377891,-0.12148878,0.00029045437,-0.028255612
3830406C13Rik,0.10160655,-0.037359387,-0.0038922941,-0.03516174
Atxn7,-0.0025001636,-0.007301655,-0.036171056,-0.10667004
Il3ra,0.044072136,-0.07088482,-0.09070246,-0.008610946
Oxsm,-0.019422395,-0.025115905,-0.076371014,-0.0073584
Ngly1,0.1238846,-0.049863532,0.052109208,0.0011638531
Nr1d2,-0.13227366,0.01411812,0.03125095,-0.061967894
Anxa7,-0.11385661,0.033772103,-0.001462807,0.021978293
Ppif,-0.024691813,0.030729648,0.029941134,-0.116865754
Anxa11,0.084947236,-0.036146306,-0.016771045,0.08280759
Arf4,0.013962703,0.01179904,0.0032503293,0.030717257
Appl1,0.007687916,0.07086721,-0.06527017,-0.0710381
Arhgef3,-0.12115574,0.08528243,0.08100353,-0.091177516
Mustn1,-0.10644993,0.3020333,0.017908646,-0.21130651
Gnl3,-0.029025787,-0.06524542,-0.01662494,-0.010366346
Stab1,0.043776296,-0.13523823,-0.123083025,0.01940975
Phf7,-0.024972547,-0.13075118,0.048367403,-0.04372238
Bap1,-0.060422394,-0.12675765,-0.035679586,0.13730566
Capn7,-0.034858234,-0.016271092,-0.11405556,0.03479624
Colq,-0.09158718,-0.09355442,0.069166645,-0.12339493
Dph3,-0.054932997,0.09126592,0.21156354,-0.15931699
Timm23,-0.12934758,0.072146475,0.08587065,-0.00072372705
Arhgap22,-0.12597008,0.31433025,-0.06064794,-0.034801774
Mapk8,-0.013033068,0.054688357,0.06105557,0.022588413
Gdf10,0.026593849,-0.20053685,-0.21203351,0.07935536
Ccser2,-0.14351852,0.18214934,0.14539619,-0.09867449
Prxl2a,-0.12510893,-0.08333823,-0.19140202,0.57568115
Txndc16,-0.02632243,-0.098379984,0.14561619,-0.04187361
Fermt2,-0.014502972,-0.15483736,-0.1711133,-0.0024005137
Ddhd1,0.04719768,-0.10705978,-0.04032165,0.03931463
Cnih1,0.05933235,0.07718357,-0.016807633,-0.0032094847
Gch1,0.07805822,-0.1618752,-0.32964033,0.588632
Socs4,0.088601485,-0.061846647,0.0922422,-0.04100844
Lgals3,-0.012410043,0.00691743,0.016791657,-0.03361818
Ap5m1,0.036941707,-0.0009427124,-0.009714672,-0.006431852
Naa30,0.045685153,0.002823728,0.04735947,0.0077270167
Parp2,-0.022337805,-0.06522369,0.027018642,-0.039126594
Pnp,-0.049111843,-0.020589931,0.0074522863,0.06023512
Arhgef40,-0.049635496,0.13342069,-0.085150115,0.07551901
Zfp219,-0.0076289894,0.0071273874,-0.05888716,0.08955303
Chd8,0.023254134,-0.025496611,0.07089599,-0.082575105
Trac,-0.058993768,0.37048492,-0.095630415,0.010617085
Dad1,0.084032476,0.1177399,0.08362051,-0.12458005
Oxa1l,-0.05010889,-0.10275481,0.0058352035,-0.018122938
Slc7a7,-0.041558217,-0.052089848,0.12659809,-0.07776786
Mrpl52,-0.355566,0.20670235,0.36525133,-0.17523749
Lrp10,-0.09722637,0.061593786,0.023604177,0.023468776
Prmt5,0.04721722,0.16311584,0.1317525,-0.16790703
Haus4,0.20496272,-0.10406841,-0.07374033,0.07083927
Psmb5,-0.07298805,0.12862808,0.16095863,-0.0596204
Pabpn1,-0.34290233,0.34579024,0.3492841,-0.43000546
Pck2,-0.045027442,-0.15950948,-0.030700183,0.15476882
Dcaf11,0.076936625,-0.13016357,-0.030594667,-0.028122488
Psme1,-0.092492655,0.14803714,0.028910693,-0.09892898
Psme2,-0.027125252,0.18173456,0.0538877,-0.07711464
Khnyn,-0.008516071,-0.017459463,0.022844227,0.06495646
Parp4,-0.2346383,0.05793809,0.14065528,0.06010148
Zmym2,-0.09507572,0.042861942,0.047325294,-0.12369166
Xpo4,0.044065386,-0.04230054,-0.046465047,-0.08633533
Lats2,-0.12475187,-0.0856976,0.03944674,0.0072242524
Mrpl57,-0.02914692,0.04873788,0.0105966795,0.06546542
Setdb2,-0.051544476,-0.09405959,0.007186456,-0.065287724
Shisa2,0.082901046,-0.046740178,-0.027449355,-0.06230281
Gm49336,-0.03577795,-0.073323645,0.03847353,0.043180816
Spata13,-0.053825047,0.017915118,-0.07393641,0.05829649
Dleu2,0.0012650872,-0.11542217,0.032941915,-0.010970464
Wdfy2,-0.10095064,-0.043297045,0.068216085,0.14722577
Blk,-0.07874993,-0.09905494,0.030649923,-0.040972307
Mtmr9,-0.16912623,0.006179676,0.037555717,0.027246099
Clu,0.3865401,-0.1440046,-0.17680551,0.03488799
Dpysl2,0.07808838,0.0862667,-0.095246516,0.034324042
Bnip3l,-0.01874189,-0.030651385,-0.16945018,0.50292724
Ppp2r2a,-0.021779884,0.10049573,0.022772804,-0.1812314
Adamdec1,-0.027057001,-0.12841405,0.0074962513,-0.061581545
Slc25a37,0.41129953,-0.27738068,-0.5092045,0.5589489
Bin3,-0.09363566,0.012419389,-0.009037603,-0.0051053017
Bmp1,-0.051221404,-0.089681186,-0.08443781,0.07006434
Dmtn,0.036087185,-0.30331483,-0.4459262,0.8534026
Itm2b,0.27148834,-0.07169464,-0.21539207,0.051272366
Sucla2,-0.09980277,-0.0042798854,-0.029229037,-0.049884733
Esd,-0.027362674,0.053886775,-0.014288902,-0.01177156
Lrch1,-0.08021775,0.022153515,0.061938297,-0.09616612
Lcp1,0.32122374,-0.1148574,-0.13257366,0.0026206449
Tpt1,0.43956986,-0.1264993,-0.21939358,0.013258241
Gtf2f2,-0.09839845,0.035714358,0.15644443,-0.05397804
Gpalpp1,0.033607602,0.03960267,0.16414613,-0.1590016
Epsti1,-0.041812297,0.18575226,-0.16166049,-0.012013867
Akap11,-0.08046312,0.0010865744,0.006153935,0.02831022
Rgcc,-0.025857784,0.15593608,-0.0355705,0.09408909
Pcdh17,-0.13605632,-0.20531036,-0.13973743,0.0786169
Tbc1d4,0.034741156,0.24147525,-0.17427924,0.016950661
Uchl3,0.047454573,0.0317406,-0.031276934,-0.06124273
Kctd12,0.051854577,-0.11615925,-0.067612596,0.001114171
Mycbp2,0.015392188,-0.023033518,-0.029942382,-0.06658664
Ndfip2,-0.16171174,0.06922947,-0.009894706,0.0163165
Gm10076,-0.25518948,0.2890811,0.4041388,-0.2733595
Dnajc3,0.045785785,0.18363726,-0.016306797,-0.038467467
Mbnl2,-0.06557977,-0.012321395,-0.088327505,-0.0033151573
Rap2a,-0.061721332,0.10541691,0.06678358,-0.046329297
Ipo5,-0.16096132,0.10182459,0.2532834,-0.1202606
Stk24,-0.053646117,-0.041249372,0.04622721,-0.07338228
Dock9,-0.059457887,0.022686364,-0.005946978,-0.13542302
Ubac2,-0.0037610175,0.028134504,0.060003173,-0.0052621923
Gpr18,-0.021088015,-0.015589624,0.14202222,-0.079429485
Selenop,0.12143126,0.10944777,-0.2512951,-0.037646253
Oxct1,-0.01247612,0.068418935,-0.07565341,0.10826082
Ttc33,0.020571193,-0.058202587,0.014435591,-0.01392173
Fyb,-0.13397942,0.17223883,-0.12604956,0.0602633
Nipbl,0.12009727,-0.034815814,-0.052811813,-0.029272556
Nadk2,0.07864507,-0.13815676,-0.16097787,0.22146875
Il7r,0.08820444,0.26845285,-0.1230733,-0.11951664
Dnajc21,0.094322376,0.048068713,-0.010952214,-0.036938906
Rad1,-0.1385356,-0.058536608,0.054996412,0.11700246
Zfr,-0.14506604,0.07420928,0.109087326,0.0009211898
Drosha,0.026174724,-0.0440254,0.06055239,-0.0049380227
Basp1,-0.075418316,0.30315632,0.07521962,-0.047780912
Retreg1,-0.101490796,0.116122596,0.101821855,-0.046249703
Zfp622,-0.030039137,0.1086769,-0.03148704,-0.03788037
Ank,-0.015536078,0.018184645,-0.046427563,0.07237205
Otulin,0.061295882,-0.12863359,0.04758776,-0.055516332
March6,-0.11150608,0.07761655,-0.0628858,0.09834926
Cct5,0.045527134,-0.015833015,0.0034753128,-0.014748622
Snhg18,0.0007599611,0.09132363,0.074520454,-0.098893896
Laptm4b,-0.07293623,0.019601071,-0.12691027,0.18391532
Vps13b,-0.08119743,-0.046643846,0.023977365,0.05764375
Cox6c,-0.020554729,-0.04064585,0.092426695,-0.022775795
Rnf19a,-0.0633921,0.07253232,-0.0017652139,-0.014073055
Pabpc1,0.4111095,-0.09824068,-0.28807837,0.2635986
Emc2,-0.051003374,-0.030316262,0.14809778,-0.08710217
Eif3h,-0.09085995,0.098343335,0.13704073,-0.018739335
Enpp2,-0.042877033,-0.07724871,0.30428347,-0.10510951
Taf2,-0.10053539,0.16427116,0.083483815,-0.1506161
Zhx1,-0.14037308,0.085822016,0.06931564,-0.17219993
Wdyhv1,0.024524376,0.051360443,-0.035286464,-0.06504027
Tmem65,0.015868705,-0.034651823,-0.11104055,0.042299047
Tatdn1,0.06903252,-0.058754668,-0.02576657,0.009434834
Ndufb9,-0.17252527,0.012321655,0.10233334,0.04826963
Gm2682,-0.019289225,0.11547355,-0.15877505,-0.022679564
Myc,-0.16447604,0.06566535,0.105679944,-0.07540718
Efr3a,-0.085894294,0.06744041,-0.0030177394,0.01291246
Ndrg1,-0.038833447,0.045838565,0.11344411,-0.063883066
Peg13,0.001472732,-0.038468275,-0.023530804,0.042657293
Chrac1,-0.067892715,0.021780841,0.08461383,-0.059245367
Dennd3,0.06951091,-0.12667485,-0.06393855,-0.0109658465
Ly6d,0.45804662,-0.2409599,-0.174781,0.03627938
Ly6e,0.46576625,-0.16082789,-0.24744508,0.057765923
Ly6c2,0.007733568,0.20103297,-0.13189884,-0.05620992
Gpihbp1,-0.059450775,-0.0632346,0.05402465,-0.08802703
Gsdmd,-0.041324154,0.13269627,0.007391233,-0.0058420487
Nrbp2,-0.01874297,0.0049278135,-0.08681825,0.021673894
Plec,-0.14156401,0.19047877,0.09078533,-0.038178608
Exosc4,0.022687959,-0.043665808,-0.057239264,-0.062524214
Cyc1,-0.021154376,0.033315055,-0.030959098,0.02994541
Sharpin,-0.08586082,-0.059994522,0.15640193,-0.025851263
Bop1,-0.22725128,0.080160074,0.122855246,-0.015981786
Hsf1,-0.0041804025,-0.05538268,0.14228237,-0.03806722
Fbxl6,-0.04118301,0.09265346,-0.020694256,0.029059628
Apol7c,0.00080713513,0.248395,-0.1583282,0.010190681
Apol11b,0.119145185,-0.31222028,-0.51332164,0.816271
Myh9,0.308197,-0.072785065,-0.14580856,0.012779967
Eif3d,-0.03118505,-0.028170193,0.002333086,0.00024011545
Ncf4,0.022690494,-0.041973475,0.102969125,0.036332205
Csf2rb2,0.07242911,0.27181083,-0.093613386,-0.027530251
Csf2rb,-0.028652016,0.19423199,-0.009204019,-0.041626602
Il2rb,-0.13539913,0.18549554,-0.06374581,-0.009779382
Rac2,0.25632817,-0.13352019,-0.109212086,0.08297159
Lgals1,0.0519689,0.25740635,-0.036939412,-0.18295515
Nol12,-0.01803332,0.14508034,0.087428525,-0.13721031
Ankrd54,0.07932898,-0.008208168,-0.029724581,-0.04972622
Polr2f,-0.14119558,-0.045607768,0.026086835,0.044551946
Pla2g6,0.018404063,-0.0074710967,-0.09643429,0.050093953
Tmem184b,-0.02548102,0.047834992,0.09001783,-0.083671786
Tomm22,-0.13257188,0.0885893,0.078568004,-0.021967627
Josd1,-0.035100166,0.11259354,-0.054021593,0.06713919
Sun2,0.084956355,0.044534337,-0.071764104,-0.0365463
Cbx6,-0.057764474,0.18647452,0.048611738,-0.1267376
Apobec3,0.09004143,-0.07615084,-0.006703376,-0.032198846
Cacna1i,-0.062390972,-0.18986003,0.066754915,-0.0064464025
Adsl,-0.06511451,0.00047620505,0.16064045,-0.031774003
Mrtfa,-0.07543451,0.13039237,0.10822204,-0.16168305
St13,0.13094024,-0.049612995,0.010596204,-0.010788304
Zc3h7b,0.07376323,-0.1388233,-0.00966537,0.024992544
Tef,-0.12625794,-0.027510706,-0.010705672,-0.009295344
Aco2,-0.030061543,0.14737348,0.17140579,-0.22277269
Xrcc6,0.061342016,0.10323845,-0.07158099,0.008052926
Snu13,-0.059816487,-0.033346284,0.21991141,-0.097912766
Srebf2,-0.17552508,-0.050512288,0.13428925,0.0034726001
Tnfrsf13c,0.12665501,-0.19219926,0.13709962,-0.06105545
Smdt1,0.004360008,0.07771343,0.042890362,0.12097793
Cyp2d22,-0.044558667,0.022364298,0.005713667,-0.05271645
Tcf20,-0.11157733,0.10219607,0.15240377,-0.100095496
Nfam1,0.026039956,-0.15520012,-0.09606968,0.025695983
Samm50,-0.09202369,0.038460687,0.052575946,-0.117522925
Parvb,0.06613295,-0.11669534,-0.28241658,0.37548846
Parvg,0.118491754,-0.061878797,0.0035129425,0.0046230317
Nup50,-0.04176146,0.089585416,0.03746759,-0.019989058
Atxn10,-0.09800078,0.022182612,-0.0010901093,-0.114915356
Ttc38,0.12559414,-0.030959072,0.009471861,-0.08087489
Mlc1,-0.023228087,-0.24441361,0.14588268,-0.046941146
Hdac10,-0.07035097,-0.005447659,0.14264147,-0.08058677
Lmf2,-0.024027834,0.033131815,0.0045632366,0.073349625
Sco2,-0.06210277,0.055659954,0.0059709577,0.0799828
Cpt1b,0.022133123,-0.10782275,-0.047540344,0.004565231
Chkb,-0.025740685,0.01722044,0.0662035,-0.050453838
Arsa,-0.14851396,0.11918103,0.022309907,-0.112215936
Yaf2,0.11505414,-0.11292795,-0.08170012,-0.02097201
Zcrb1,-0.12385839,0.002021997,0.13863932,0.03276015
Arid2,-0.14240494,0.016747635,0.05254437,-0.114735425
Scaf11,-0.08458875,0.09951935,0.1301159,0.013100153
Slc38a1,0.039462663,-0.023553975,0.023131857,-0.18034348
Slc38a2,0.08983551,-0.018518994,-0.02722867,-0.10551227
Pced1b,-0.03899465,0.20893489,0.10310331,-0.11518438
Slc48a1,-0.0063600363,-0.01548527,-0.16038212,0.40102568
Hdac7,0.02485333,-0.0059326887,0.06870046,-0.024352465
Tmem106c,-0.0031057075,-0.032830954,-0.24466988,0.20131582
Pfkm,-0.07344839,0.013715652,-0.09588789,0.051965084
Cacnb3,-0.112734154,0.34132454,0.053788394,-0.23487663
Arf3,-0.07977299,0.06635046,-0.004038523,-0.0369552
Tuba1b,0.028797727,0.028383207,0.0153304115,0.03049043
Tuba1a,-0.08982663,0.04226632,-0.004764038,-0.08559315
Tuba1c,0.058960743,0.029203868,-0.035103623,-0.025009263
Mcrs1,-0.032259513,-0.10115184,0.021968555,0.009525504
Prpf40b,0.08925933,-0.15298356,-0.1361827,0.050580062
Cox14,-0.12543859,0.070612475,0.07386905,-0.002532849
Atf1,-0.054806862,0.033359166,0.07378931,0.0035257586
Pou6f1,0.08491128,0.054420438,-0.06399295,0.04182541
Galnt6,0.13014261,0.12292027,-0.11418429,0.016995694
I730030J21Rik,-0.040271223,-0.13788281,0.03763615,0.10126809
Nr4a1,0.02065318,-0.10754187,0.0025746909,0.0817859
Eif4b,0.06443548,-0.04897788,0.026642404,-0.11478521
Mfsd5,-0.060404178,-0.015149676,-0.0610498,0.011529959
Pfdn5,0.110424094,-0.13641597,-0.063815944,-0.02249514
Myg1,0.10169567,-0.008067698,0.01939882,-0.048642002
Pcbp2,0.07203959,-0.023521429,-0.04705351,0.0014996661
Atp5g2,0.0030862503,0.0093531795,0.040806897,-0.017005717
Calcoco1,0.015765712,0.018918913,-0.017597396,0.05693665
Nfe2,0.016260479,-0.28143328,-0.48985904,0.91784656
Zfp385a,0.17451927,-0.10010361,-0.043605927,-0.078134336
Nckap1l,0.11058718,-0.011307971,-0.025166202,-0.10475666
Hmox2,-0.0029572677,-0.024300724,0.0376439,-0.072107136
Ubald1,-0.15902512,0.10692914,0.21436656,-0.08220573
Mgrn1,0.013360066,-0.14611588,0.11445594,0.02338657
Rogdi,0.13737962,-0.052112143,-0.15888675,-0.015003128
Ubn1,-0.076748915,0.10829871,0.06506288,-0.09173178
Pmm2,-0.003994128,0.08452973,-0.07823019,0.070089266
1810013L24Rik,-0.015394774,-0.0801738,0.019729942,0.015144596
Emp2,-0.03588071,-0.024984542,-0.11796624,0.022595026
Nubp1,0.23018979,0.052396085,0.07668023,-0.25227007
Ciita,0.15337804,-0.061447896,0.047679864,-0.082193226
Litaf,-0.087386265,0.07217105,0.07939668,-0.06887616
Snn,-0.040816315,-0.11328408,0.16127658,-0.059479017
Gspt1,0.0062263845,0.0445917,0.18365125,-0.15196413
Ercc4,-0.021682208,-0.06559661,-0.0036050077,0.061747253
Bfar,-0.10279016,-0.021241728,0.017233025,-0.087510705
Myh11,0.037402716,0.02699075,-0.013095529,-0.031831674
Mcm4,-0.1447265,0.06218131,0.054903038,0.084122255
Cebpd,-0.07511735,0.16817507,-0.12328857,0.07485756
Mapk1,0.02718126,0.01129016,0.034168083,0.008176729
Sdf2l1,-0.05802588,-0.039671656,0.11875472,-0.010528145
Ube2l3,-0.06999317,0.16610059,0.029892277,-0.00858755
Pi4ka,-0.13180716,0.09605363,0.11750184,-0.15169504
Snap29,-0.26723605,0.15460709,0.2170673,-0.038050957
Lztr1,-0.18547873,0.043476105,-0.028715607,0.026474286
Slc25a1,-0.024560528,0.044364743,0.012200011,-0.0630154
Ranbp1,0.06090326,0.039824694,0.18253997,-0.10583688
Dgcr8,-0.05582919,-0.005110444,0.061975136,-0.011475398
Comt,-0.091065496,0.07637722,0.10089692,-0.015365824
Txnrd2,-0.05198796,-0.06603198,-0.07085012,0.20735118
Iglc1,0.08635856,-0.20808059,-0.044026945,0.010886081
Iglc3,0.057913195,-0.1404891,0.064990684,-0.027028449
Iglc2,0.2028215,-0.20592602,0.009151616,-0.021418843
Klhl6,-0.028269915,-0.07364834,-0.047112737,0.06426017
Klhl24,-0.008476708,-0.07610817,-0.049446248,0.08229381
Abcc5,-0.034423932,-0.12579188,-0.09019279,0.07380904
Eif4g1,-0.06426742,-0.02176156,0.09892964,-0.08274236
Fam131a,-0.0060988627,0.05907053,-0.049920507,-0.079289444
1300002E11Rik,-0.07963087,0.0030920838,0.15757546,-0.0698433
Tbccd1,0.077408195,-0.14055188,0.008001241,-0.064835414
Rtp4,0.042784348,-0.088472985,-0.13695738,0.16066343
Bcl6,-0.12234168,0.07305678,0.16170223,-0.07389987
P3h2,-0.055711757,-0.05221074,-0.050929394,0.05121389
Opa1,-0.09017605,0.0009879005,-0.041441057,-0.051292084
Gp5,0.28074133,-0.22400422,-0.3701508,0.50652176
Lsg1,0.057550088,-0.05843666,0.05946774,-0.0029267515
Acap2,-0.09481763,0.09144405,0.0117866825,-0.022337724
Dlg1,-0.15651226,0.04078444,0.104681246,-0.04094791
Ncbp2,0.0318747,-0.044610016,-0.04955925,0.01442896
Senp5,-0.1307211,-0.16354024,0.066913895,0.063494906
Fbxo45,0.0069433134,0.01940627,-0.018734787,-0.091751665
Ubxn7,-0.03198822,-0.026864953,-0.046350464,0.05413667
Tfrc,0.046925705,-0.20190562,-0.34525612,0.55924016
Osbpl11,-0.01228424,0.009286609,0.06016707,-0.026075702
Snx4,-0.043517824,-0.105124615,0.027290914,0.048290137
Mylk,-0.033756193,-0.080782786,0.0055241957,0.08123647
Dtx3l,-0.07147475,0.14280438,0.09607758,-0.119411096
Cd86,-0.02496345,-0.042323515,0.025600402,-0.17326298
Golgb1,0.0652774,-0.05929183,-0.006595033,-0.10405113
Ndufb4,-0.102114044,-0.0013817303,0.03453309,0.0056547094
Fstl1,-0.031427458,0.16363838,-0.04656124,-0.035038445
Lrrc58,-0.07373576,0.08454484,0.14303115,-0.09837667
Cox17,-0.057166483,-0.0846382,-0.036293253,0.00037371973
Poglut1,-0.11027044,0.11849131,0.082184136,-0.051192977
Zbtb20,-0.05072481,0.02326463,0.13655116,-0.051424384
Naa50,0.010892401,-0.023263363,0.060417622,-0.041188218
Atg3,-0.038990967,0.028056031,0.00375845,0.018336134
Cd200,-0.088677555,-0.049691692,0.19501887,-0.0071157743
Abhd10,-0.11565985,-0.003834544,0.025031768,0.13285078
Cip2a,0.11252193,-0.071658775,-0.095713064,0.0040750057
Cd47,0.24060956,-0.108932845,-0.16558407,0.17509486
Nfkbiz,-0.09055105,-0.064519376,-0.08618846,0.20218536
Nxpe3,-0.13157487,0.1008504,0.14867857,-0.17779267
Zbtb11,-0.039344512,0.054315194,-0.028367702,0.014041992
Pcnp,-0.0571988,-0.08197574,-0.04066956,0.081760645
Tomm70a,-0.08247445,0.049235817,0.08342515,-0.020821173
Cpox,-0.084092885,-0.06959452,-0.17473891,0.47188267
Riox2,-0.17738476,0.009951041,0.21432073,0.0025980659
Pros1,0.021155778,-0.13447931,-0.078564264,0.050180294
4930453N24Rik,-0.031564094,0.1157684,-0.0054635266,0.03174956
Samsn1,-0.03917432,0.024045423,0.10104284,-0.13601133
Usp25,0.07464285,-0.09554466,-0.08000012,0.152839
Atp5j,-0.2854896,0.21967904,0.21752,-0.21810426
Gabpa,-0.03235562,-0.01890757,0.011368146,-0.009291662
Ltn1,-0.19344458,0.111698724,0.09962246,-0.06287642
Usp16,0.014839885,0.008081306,0.028441025,-0.14131618
Sod1,0.027224682,-0.009600345,-0.0753361,-0.016196184
Ifnar2,-0.048181534,0.071783274,-0.07370314,0.07478171
Ifnar1,-0.09832383,0.15798704,-0.009084802,-0.018904261
Ifngr2,-0.111668594,-0.044857435,0.15488607,-0.15555449
Gart,-0.1307998,0.09455899,0.18078648,-0.09769043
Cryzl1,0.033588737,0.021031186,-0.016076112,-0.013223772
Atp5o,0.122968465,-0.012990739,0.045575432,-0.032251608
Smim11,-0.15671998,-0.027681435,0.10814449,0.172393
Ttc3,-0.12892024,0.02752091,0.05720256,0.009170592
Dyrk1a,-0.10660838,0.056020837,0.06291333,-0.012301307
Ets2,-0.059569195,0.054868527,-0.048123628,0.119230315
Hmgn1,0.027367607,-0.106600486,-0.012445925,-0.040795177
Scaf8,-0.04697865,0.04248423,0.107784726,-0.044731822
Zdhhc14,0.0026596915,-0.13653307,-0.08929274,0.09591018
Snx9,-0.08616742,0.090825126,0.037822075,-0.05126074
Tulp4,-0.025312943,0.0017066732,0.017197482,-0.0039421963
