,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 7,RNA private topic 8
ZFP36,-0.21526894,-0.9977971,-0.0386293,1.1883751,0.084783226,0.38049862,-0.9054816,0.81836545,-0.34763393,0.6799881,-0.007323519,-0.5230502,0.33929616
SUPT5H,0.0012403294,0.44084662,-0.03023463,-1.671785,-0.1460694,0.0032931357,0.21211457,-0.10095534,-0.00035788142,0.3060198,-0.0024812962,-0.0124341985,-0.00466715
FBL,-0.001000735,0.042338364,-0.0022294666,-1.0632288,0.0690579,-0.1405313,0.19480635,-0.7289756,0.00046718627,0.11133679,-0.0015915539,0.006113289,-0.07655393
PLD3,0.005106016,-0.03901009,-0.10043006,0.42505544,0.03496287,0.3459581,-0.13938844,0.3192881,-0.035480443,0.45816666,0.00011218078,0.004882863,0.018223999
BLVRB,0.024252068,-0.27029967,-0.01858439,0.92745686,-0.008332882,0.7467873,-1.0779611,-0.51062864,-0.12850316,0.6693274,-0.0006733965,0.03036887,-0.02740075
LTBP4,0.006676808,-0.69816786,0.34513164,-1.3756534,-0.28707352,-0.6482047,-0.35407776,0.6589774,-0.0082945125,-0.59287393,0.0064481897,0.0053820773,-0.08737844
EGLN2,-0.0031477045,0.0013426471,-0.032079447,-0.40925035,-0.057539105,0.007816684,0.2548095,0.43160093,-0.00012087062,0.00077841943,1.5952102e-05,-0.001153182,-0.011030529
HNRNPUL1,0.00024807805,0.007965483,-0.039541144,-0.4487966,0.015343489,0.23199694,0.089042895,-0.045303714,-0.0009945793,0.06389175,-0.0009204452,-0.00047382724,-0.00383186
CCDC97,-0.002653762,0.38742936,0.0131899305,0.2605278,0.0019247239,-0.15502724,0.080213256,-0.9144118,-0.0072581014,0.037590317,-0.00034794104,-0.0021063029,-0.006893578
CD79A,0.052295163,0.21787311,-0.30043435,-0.6567286,0.24205288,-0.3035519,-1.0809395,0.18040535,-0.7030601,-0.15559253,0.020915616,-0.07996003,0.48912257
ARHGEF1,-0.0038613607,-0.02038725,0.1282917,-1.3502606,-0.019469285,-0.7902534,0.26231688,-1.1845071,0.06331824,-1.0510257,-0.0027158586,-0.029429657,-0.14420171
RABAC1,0.0035740368,-0.044965167,-0.02272939,-0.044600386,0.11104673,-0.13843511,-0.79670835,0.046891905,-0.027097452,0.053436574,-0.0017938061,-0.0021054018,0.049048655
POU2F2,-0.013947644,0.6845552,0.00068455376,-2.2179432,0.04648428,-0.49854654,-0.28078753,-0.40049672,0.049372282,-0.32842,-0.011116986,-0.0039604516,-0.025593903
ERF,-0.000119563876,0.055296585,-0.049009677,0.33790013,-0.021805251,-0.039420508,-0.07133253,0.55404854,-1.993787e-05,-0.18697177,-0.0013747645,0.004994258,-0.009945762
CIC,-0.0019758197,0.013764272,0.025236774,0.26828092,0.017356377,-0.5088184,0.07903054,0.08184391,0.0027408535,-0.304787,-3.802694e-05,-0.0033731437,0.04050963
XRCC1,-0.0028440342,0.1533065,0.0037496751,-1.7353342,-0.013651065,0.32406363,-0.008308238,0.06565884,0.0068312674,0.04944798,-0.0027078514,0.0008797603,-0.008160812
ZNF428,0.0011818303,-0.05912864,-0.04962234,0.28355685,-0.070337735,0.0052994234,-0.03907473,-0.75104195,-0.0023479601,-0.11608923,0.00023493034,-0.0012724844,-0.0056911777
BCL3,-0.053782303,-0.14151512,-0.6096231,0.5623469,0.06395338,0.7427789,0.074304566,1.056266,-0.09616813,0.53375256,-0.0021291014,0.040451493,-0.042185977
TOMM40,0.008237913,0.016343126,-0.10952776,-0.71429825,0.35277468,-0.5037977,0.22223711,-0.78484374,-0.030806188,0.15147601,0.0014237069,-0.015088962,0.015271212
APOE,-0.07914992,-0.6096157,0.15025768,0.5829071,0.64287645,0.31085667,-0.5193312,0.1340348,-0.531039,0.8244572,0.009863965,-0.35121402,0.16415913
RELB,0.00090289005,0.6865025,-0.10843369,0.23838204,-0.0404527,0.56785685,0.3582878,-0.048239306,-0.08426584,-0.021710956,-0.0032771453,0.029149527,-0.01130108
CLASRP,-0.0008321489,0.037849396,0.010013301,-0.02368653,-0.037349775,-0.011897954,-0.33066013,-0.13308257,0.0067482027,-0.06701791,-0.0008655726,0.00013669085,0.01898306
ERCC1,0.0012287975,-0.031291723,0.05245488,-0.61447287,0.020098632,-0.25813913,-0.10455049,-0.959735,0.007452024,-0.10160926,0.00020824897,-0.0016059205,-0.0146942
FOSB,-0.33895287,-1.146577,0.08553217,1.1789281,-0.748071,-0.06054614,-1.3294255,0.950354,-0.019145682,-0.94933057,0.00068611396,-0.11266449,-0.35095742
VASP,0.005555711,0.27709547,-0.74671775,-0.4440849,0.12400895,0.089023694,0.15773924,-0.40750787,-0.071925625,-0.15592757,-0.003898127,0.0004921691,0.115518786
SNRPD2,0.00736507,-0.029495329,-0.36741322,-1.1761596,0.496283,-0.099989116,0.5449097,0.58131987,-0.07895543,0.30319437,-0.006240015,0.019052189,0.09019672
FBXO46,-0.05088185,0.118246615,0.18535188,-0.028813925,-0.077648155,-0.44975904,0.4315741,-0.1485013,0.03885039,-0.16959079,-0.0038982595,-0.0149033945,-0.040359255
SYMPK,-0.0005270667,-0.031248366,-0.013204975,-1.1949875,-0.01655036,0.23393942,0.35504624,-0.71938723,0.00090504275,-0.10492587,0.00065787765,-0.00284213,0.013091104
CALM3,0.0010229715,-0.005678836,-0.50548315,0.16861771,0.116593786,0.18930407,0.47461396,-0.5575621,-0.012722349,0.10571939,-0.0016029307,-0.0024404207,0.001491583
PRKD2,0.00072529487,-0.050540403,-0.2982171,-0.038782325,0.04604762,0.06858262,0.10144203,-0.7224175,-0.0133583015,0.012382204,0.00011457212,2.9954499e-05,0.022265298
ARHGAP35,-0.0062988442,0.113793164,0.029190741,0.5163135,-0.29623404,0.040886946,-0.19421358,0.030329287,-0.008231408,-0.13056388,0.00083459466,-0.001050672,-0.0118204905
ZC3H4,0.0003639787,0.19185258,-0.07731807,-0.028588492,-0.07243567,0.12689818,0.48572713,-0.56260216,0.0015123616,-0.07647876,0.00019539689,0.0021573293,-0.013723789
CCDC9,0.003112957,-0.010145276,-0.05168759,-0.584444,-0.044620275,-0.10340328,-0.049293328,0.6786484,0.0024273526,-0.00052486977,-0.0018060239,0.005196514,-0.06559482
EHD2,-0.039901283,-1.1007894,-0.1894447,1.3698151,-0.10235289,0.648223,-1.4775455,0.64538634,-0.21246597,0.9584528,0.005716755,-0.031539835,-0.038682193
NOP53,-0.00014249657,-0.0940968,-0.0045067016,0.08878363,-0.0030124546,0.004952258,0.031597383,0.21997568,-0.0041922135,0.2093479,-0.00071287923,0.002410466,-0.0025724939
SELENOW,-0.04926717,-0.6347789,-0.01170901,0.8793197,-0.08191894,0.19181137,0.14027528,0.6352464,-0.027762152,0.26178885,0.0055257613,-0.0128801875,-0.0060950555
LIG1,-0.022064026,0.26187387,0.46693343,-1.1432501,-0.21115242,-1.2847049,0.1246562,0.0020034034,0.06748978,-0.25587574,-0.026248302,-0.027404984,-0.026883185
EMP3,0.0043368326,-0.12916867,0.06183462,-0.40290755,-0.075531654,-0.41672164,0.19343808,-0.2335353,-0.00072523963,-0.10715138,0.00046784166,-0.0015316631,-0.0038520487
CYTH2,-0.002550821,-0.21913972,0.031223519,0.051068936,-0.07163608,0.21142867,0.029273646,0.1752501,-0.0023197546,-0.046225853,0.0009734922,-0.002054378,-0.0032181493
DBP,-0.0012792168,-0.5527104,0.18162636,-0.36684284,0.045204096,-0.76684713,0.12576245,-1.1811086,0.0022470644,-0.30788732,-0.0032434296,-0.020260831,0.03449054
NUCB1,0.01155704,-0.37948233,-0.74983835,0.4862838,-0.0066852984,0.7860809,-0.2200133,0.26428965,-0.10185327,0.13369091,0.004955645,0.0511632,-0.014898172
BAX,0.014238106,0.107440434,-0.23512852,-1.1292243,0.46075717,0.29198614,0.3132465,-0.2761382,-0.014550988,-0.14612408,-0.0015842232,-0.0045728963,-0.006940081
FTL,0.06963117,-0.045285072,-1.7934353,1.0810136,0.46404323,1.1162997,-0.8848406,0.13127784,-2.5499384,0.79797155,-0.043765735,0.29421633,0.5172638
SNRNP70,-0.0067082187,0.15786281,0.055374224,-2.167578,0.102912106,-0.35582316,0.03831581,-1.5648106,-0.009406589,-0.5883464,-0.0016851871,-0.018927502,0.048932757
CD37,0.030846674,0.33852458,-0.031037107,-1.4731941,0.03695701,-0.13370863,-0.11068331,-0.8440366,-0.05333916,-0.26889813,0.0025185915,0.048734795,-0.22278744
ALDH16A1,-0.0022001863,0.26292998,0.028550837,-0.8648631,0.023565514,-0.06970366,0.13471934,-1.0760806,0.026341463,-0.3605783,7.518942e-05,-0.014514327,-0.05965713
FLT3LG,0.0021918188,-0.68878883,-0.009956396,-0.7554453,-0.0029751544,0.014788276,0.87407863,0.12246435,0.024045235,-0.22660172,-0.002522174,0.007868181,-0.021000274
FCGRT,0.03593285,-1.2263466,-0.7910021,-0.031435475,0.6213953,0.8629534,-1.098006,0.31073684,-1.9936498,0.93194205,0.019506924,0.12671891,0.1841392
NOSIP,-0.0012442209,-0.15504393,-0.14207591,-0.078391746,-0.007787705,0.06435288,1.0348964,-0.5718275,0.11881274,0.20684198,-0.029191002,0.01422965,-0.099630706
PRR12,-0.0012208235,0.174505,0.01079452,-0.15155566,-0.26311252,-0.40931258,0.30223292,-0.9466477,0.010941512,-0.19760863,-0.0014631595,-0.0035757674,-0.018167935
SCAF1,0.0008495974,0.13175102,0.021694312,-0.33152613,-0.05765593,0.0033680662,0.034744978,-0.949446,0.010073081,-0.27954358,-0.0011750727,0.0012478261,0.0033472818
IRF3,-0.02292614,-0.118248776,0.24007973,-1.884799,-0.015239986,-0.3435765,0.2177742,-0.22212939,0.037678972,-0.2810213,0.001324183,-0.022950632,-0.04603612
PRMT1,-0.0035750489,0.40034556,0.0033305548,-0.15299681,-0.014419649,-0.026066031,0.23738763,-0.7235245,0.009203056,-0.08672538,-0.0010099743,-0.008571506,-0.009026793
AP2A1,-0.010730211,0.10964962,-0.021096105,-0.46357945,-0.03955203,0.7131694,0.055321995,0.23524913,0.00040832977,0.08729321,-0.0020360283,0.008663358,0.013387202
MED25,0.00088561926,0.12921625,0.019378688,-0.90095234,0.009014942,0.051068295,0.03913837,-0.5758395,-0.00019538969,0.15669104,-0.0018716409,-0.002070628,0.010035397
PTOV1,0.0010416046,-0.8039415,0.0721703,0.19320723,-0.20886688,0.009208468,0.004247117,-0.13710481,0.010876468,-0.45518458,0.0012000223,0.0033675223,-0.011225799
TBC1D17,-0.0033051132,-0.34948856,0.017488893,-0.19321753,0.07653273,0.3646177,-0.1082866,0.1880491,-0.017524645,-0.13930324,0.005965655,-0.0013937188,0.03981147
NUP62,0.005631405,0.4701245,-0.24416909,-0.69637793,0.004308354,0.1597715,0.2927528,-0.41548127,-0.012144339,-0.017308058,6.969522e-05,0.015952807,-0.073401
ATF5,0.015278293,-0.29994985,-0.0034887698,0.035620574,0.04757675,0.10150049,-0.7842944,0.036052193,-0.0050192694,-0.039405413,-0.0018726947,-9.267735e-05,0.07953314
SPIB,-0.019809349,1.1994914,-0.13679326,-1.551518,-0.28305173,-0.7438561,0.3231244,-0.28318697,0.06853162,-0.565785,-0.004542835,0.04246142,-0.059626356
EMC10,0.001451014,-0.0391238,0.116364464,-0.5633445,-0.34189945,-0.23385784,0.46452677,-0.36991638,0.062127095,-0.26538315,0.0029034915,0.0035007787,-0.030425152
ETFB,-0.008899329,0.10191053,-0.0330332,1.1275506,-0.007871738,-0.06490365,-0.09794287,0.25693196,-0.023783224,6.733562e-05,-5.4947002e-05,-0.012652964,0.14941195
MYADM,-0.010881612,-0.7799096,0.06857485,0.8318841,-0.004675317,0.47217256,-1.1953522,0.6286636,-0.1067952,0.8284412,-0.004723241,-0.056463093,0.048082948
NDUFA3,0.0013988488,-0.02719096,0.0010846428,-0.064248376,0.0013935927,-0.04382435,0.02414221,-0.6724569,0.0024419897,-0.22175051,0.00015168046,0.0022768346,0.004875318
LILRB5,0.879685,-1.8048791,-1.5263083,-0.23159745,1.0398141,1.716578,-1.7604791,-0.019689841,-3.142347,1.4085156,0.049002532,0.49692142,0.7280211
LENG8,-0.0033101893,-0.3071394,0.29529995,-0.2589544,-0.059381578,-0.588954,0.07689474,-0.46252337,0.028662127,-0.2648502,-0.0013372148,-0.08545593,0.010203779
PPP1R12C,-0.0019755273,-0.029940758,0.025055462,0.26325905,-0.047232542,0.13503538,-0.19715117,-0.24268591,0.0016488794,-0.047020085,-0.00077392283,0.002741315,-0.024857635
PPP6R1,-0.004135414,0.3372682,0.064393505,-2.0091965,-0.23808956,0.21796097,0.43802038,-0.22546917,0.039758623,-0.04255109,-0.0030391444,-0.018784912,-0.0071876226
ZNF580,-0.005438135,-0.04536903,0.094417326,-0.7192446,0.046046995,-0.38352862,0.13535112,-0.88112247,0.002279973,-0.16956505,0.0023582643,-0.025103403,0.03987625
EPN1,0.005134846,-0.0289687,-0.22666375,0.19158447,0.39305896,0.6456697,-0.43500662,-0.4551552,-0.101617545,0.5098912,0.0065686093,-0.0055803694,0.040592466
ZNF444,-0.003829367,0.06478919,0.07768475,-2.137159,0.0013977239,-0.19651487,0.44707668,-0.6420387,0.014533032,0.085149065,0.0015092791,-0.030485813,-0.027514918
ZNF264,0.008917464,-0.08337218,0.026931627,-0.63964444,-0.04016725,-0.95074785,0.25455073,-1.06326,0.001858339,-0.16662592,0.007251064,-0.0009862394,-0.0991125
ZNF460,0.004599434,-0.054063696,-0.1411573,-0.10452966,-0.3764606,0.5839329,0.23936072,0.37722322,-0.019320993,0.049994428,-0.0051723747,0.023014126,-0.1328972
ZNF550,0.020781737,0.26777342,1.1132691,-1.311792,-0.22207722,-1.400425,-1.0394853,-1.0078549,0.022013532,-0.80631894,0.024905786,-0.063558295,-0.20282038
ZNF606,0.009095873,-0.11436706,0.49837887,-2.0946465,-0.110024095,-1.0883285,0.5277123,-0.7843852,0.08591835,-0.64721745,-0.016213672,-0.045923315,0.028362283
ZSCAN18,-0.001949173,-0.016155235,0.21486805,-2.075553,-0.16331798,-0.533594,0.054193933,0.10983867,0.03879112,0.09562038,-0.0027630487,-0.006102494,-0.08491245
ZNF274,0.002079999,0.17553416,0.43355483,-0.93774456,-0.1961166,-0.7518078,0.53119826,-0.8991169,0.010391827,-0.334897,-0.0050477507,-0.00044035408,-0.23231284
CHMP2A,0.002828105,-0.012274336,-0.3569858,0.34140283,-0.0094882725,0.13576297,-0.16171703,0.15121049,-0.013850092,0.19946985,-0.0015085216,0.0025208476,-0.015278713
ZCCHC3,-0.01712183,-0.18226124,0.35588732,-1.763472,-0.46541065,0.004819559,0.4742265,0.34377787,0.020623555,-0.07853704,-0.0012996132,0.0011417165,-0.040686343
RBCK1,-0.0146620395,0.1440026,0.058574747,-1.4941622,-0.45963958,0.14996943,0.3602683,0.28187418,-0.026291467,-0.04314522,0.0063475706,0.0050437064,-0.1538867
PSMF1,-0.00049434515,0.10908302,-0.00024506263,-0.65873754,-0.13723558,0.09310954,-0.0023630296,0.17418887,-0.00050918956,0.038288876,-0.0004919208,0.0037699058,-0.011286165
SNRPB,-0.0022234092,0.5113627,-0.001272059,0.050733745,-0.027427912,-0.7049118,0.15082213,-0.2006871,-0.0024688588,-0.19579726,-0.0027455436,-0.012171768,-0.022966314
NOP56,0.0005491018,0.6738513,-0.1513401,0.21647839,-1.0695685,-0.63329256,0.6386689,-0.21937485,-0.049441937,-0.62625647,-0.002202706,-0.018200153,0.2612209
IDH3B,0.00071739877,0.2615964,0.034937467,-0.5365671,-0.18854852,-0.518994,0.16659683,-0.05498253,0.008285604,-0.018775774,-0.0015640483,0.003340859,-0.08220915
PCED1A,-0.006557914,0.08350456,0.06800405,-0.3177237,-0.03883805,-0.3530303,0.04624141,-0.6821182,0.0030841774,-0.15945801,0.00089316,-0.0010510052,0.0075759017
DDRGK1,0.0010687131,-0.017207405,-0.0074007073,-0.32646665,0.06809085,-0.15007947,-0.12721825,-0.53405386,0.0009107763,-0.18142144,-0.00026357823,0.0023919572,0.003032426
CDC25B,0.00014878936,-0.12678427,0.1612373,-1.6215461,0.024534177,-0.28386122,0.041957907,-0.9158396,0.0067105955,-0.29694584,-0.0011935264,0.0055342005,-0.006749653
MAVS,-0.0029866644,-0.16676044,0.014137573,-0.17431857,-0.30054435,-0.29198796,0.27302858,-0.119997375,0.023459762,-0.3902407,-0.0069829416,-0.0003456831,-0.057235938
RASSF2,-0.009068767,0.8891952,-0.773489,-0.80508906,-0.061705563,0.43447965,0.46321857,-0.14876762,0.008188666,-0.38119903,-0.004495681,0.014645327,0.058783337
SLC23A2,0.018360464,0.24392958,-0.215552,-1.0150656,0.065888174,-0.36370543,0.071915284,-0.2729253,0.0002940552,-0.5094232,-0.0014996054,0.00040328357,0.03827518
CDS2,-0.011213605,0.44993973,-0.018403305,0.28807437,-0.049070727,-0.5677865,0.13146186,0.2039094,0.0016677536,-0.33476242,-0.0020419045,0.005153675,-0.03253949
GPCPD1,0.001979901,0.38155797,-0.017825149,-0.9594211,0.029711436,-0.66558224,0.23203756,-0.88823146,0.0024499563,-0.59443873,0.0011873471,-0.016177712,-0.08713179
TMX4,-0.01207542,0.14924677,-0.046816807,-1.1318433,0.024195174,-0.2628955,-0.17611307,-0.61476344,-0.010880073,-0.2583801,-0.0026654562,-0.002231177,0.023853753
RRBP1,0.021586783,-0.47090042,-0.39923155,0.46283293,0.26634145,0.38116574,-0.4318535,0.7239036,-0.12849301,0.25804654,0.00045740945,0.029423906,0.23207262
SMIM26,0.0032707916,0.23955034,0.01385791,0.11970548,0.011804464,-0.18617094,-0.19054538,-1.1328144,-0.0065852525,0.04071091,-0.0029206004,0.0035667897,0.004494822
RALGAPA2,0.2397636,-1.1313994,-1.3116183,-0.07168152,0.8441982,1.4021348,-0.39210892,0.056291178,-1.4515797,1.1850003,-0.04388248,0.43907055,0.09209235
XRN2,-0.0002678566,0.0051517566,-0.012709302,-0.61125684,0.02233139,-0.030518875,0.13299304,0.3268458,0.0027097762,0.012633261,-0.00034452483,-0.0016360759,-0.003857031
THBD,-0.7930697,-1.2688588,-0.17004138,0.8203762,-0.57086766,0.6191406,-0.09446162,0.9211556,0.18939629,0.35191876,-0.05631352,-0.009611574,-0.95978016
CST3,0.18387352,-1.3512836,-0.31089783,0.47964966,0.742157,0.6265289,-1.1759555,0.01340274,-2.3300738,1.0562474,0.09956821,0.068946846,0.38991293
ACSS1,-0.0018473708,-0.17523776,0.15466574,-0.7278858,-0.33770445,-0.6585019,-0.3975947,-0.42134053,0.0148378145,-0.5678069,-0.0009927846,-0.03223025,0.11853699
PYGB,-0.029913804,-0.38164338,-0.04011775,0.74294925,-0.09605361,-0.24174902,0.5682647,0.81457007,0.0012122367,-0.4092732,-0.0036330444,-0.01081422,-0.050523642
HM13,0.012648217,-0.42783314,-0.00015186705,-0.36410013,0.008291361,-0.095159605,-0.53115463,0.32115808,-0.024025248,-0.0959215,0.0026389677,-0.00036983244,0.022888405
ID1,-0.094524994,-1.3810643,0.3801146,0.4095325,-0.3507713,-1.3542341,-0.9986131,0.40927622,-0.03980802,-0.48632905,0.05185042,-0.18040983,-0.34698075
BCL2L1,0.006540501,-0.3715972,-0.21835804,0.6467263,0.35746744,0.5451661,-0.63744426,0.021735882,-0.08269276,-0.098451376,-0.001126715,-0.020279443,0.25838545
ASXL1,0.004403415,-0.1515608,-0.13625449,-0.29910958,0.254149,-0.23457243,0.06337347,-0.1684173,-0.01108337,0.009454533,-0.0016402424,0.0057485877,-0.0064118
MAPRE1,0.00018877775,0.23941849,-0.397676,-0.37072462,0.0024756456,0.2095216,0.09497929,-0.45923302,-0.020848684,0.17679393,-0.0017848574,-0.005034497,0.006075069
CBFA2T2,0.00079060125,-0.3006774,0.11305523,-0.9510168,-0.0806999,-0.6699948,0.40422222,-1.162292,0.01789943,-0.4915332,0.0016007352,-0.01958704,-0.020887315
CHMP4B,0.0050594867,0.29443163,-0.05971795,0.55201,-0.4919969,0.027821792,-0.09045343,0.47452754,-0.015265905,-0.27526337,0.0046131015,0.012766212,-0.04346835
ITCH,0.011425552,-0.019232268,-0.6063055,-1.4908234,0.04607203,0.10385516,-0.12393085,-0.16020902,-0.013981971,-0.030803522,0.0009191439,-5.0026476e-05,0.01876845
DYNLRB1,0.00092844863,-0.03561823,-0.03148857,0.65114516,0.027293164,-0.011618922,-0.016612874,0.17053166,-0.017627057,-0.06879093,-0.00071810844,0.0067144698,0.010385958
MMP24OS,-0.003776005,-0.29252654,0.077392876,0.8739266,0.02771335,-1.2910602,0.018528426,-1.1075287,0.0031570587,-0.35660496,-0.0020390025,-0.013503658,-0.030797973
ERGIC3,0.0053580576,0.11391212,-0.25923005,0.72071517,0.038810216,0.34880435,-0.31183663,0.2506716,-0.04823284,-0.14354323,3.402533e-05,-0.0023474633,0.051904995
CPNE1,-0.008190167,0.19548824,0.13547829,-1.4355551,-0.047093526,-0.13743106,0.37007758,-0.6098196,0.0019978648,-0.4218891,0.0004511615,0.00023906173,0.0077221934
ROMO1,-0.00095347606,0.11694137,-0.050582852,-0.4117334,0.0192265,0.117883354,0.11908749,-0.35812303,0.0054105385,-0.013481884,-0.00030649034,0.0012245479,-7.6446544e-05
SCAND1,0.0035957955,-0.004476438,-0.024169754,-0.6512465,0.001314838,0.32311648,-0.06657557,-0.5956292,-0.012810062,0.12303179,-0.0013315666,0.0032005731,-0.013467975
MYL9,-0.32599244,-1.6246535,0.34177494,0.8264521,-0.5185629,-0.81932735,-0.75776917,1.2004699,0.008825856,-0.17539616,-0.001295903,-0.5874615,-0.07284711
SAMHD1,0.00059735577,-0.28750893,-0.010271457,0.28194517,-0.04449294,-0.4756514,0.3915695,-0.2746918,0.0054718116,0.006319336,-0.0026285336,-0.0012907342,0.005754321
CTNNBL1,0.0022629914,0.067282155,-0.011343552,-0.31526804,-0.022314917,0.22757907,0.1359203,-0.56258273,0.0003228851,0.014685557,0.0007778173,-0.0008921459,-0.0010975273
RALGAPB,0.0009723475,0.022878878,0.015697766,0.309936,-0.022313582,-0.3401806,0.29273444,0.0632493,0.0038203432,-0.21204582,-0.00063368777,0.0054347534,-0.015040038
PPP1R16B,-0.030722726,0.8339535,0.09493706,-2.0143533,-0.42449743,-0.10351391,0.28886986,-0.04992666,0.07058868,-0.047864806,0.00441922,-0.006568908,-0.1123762
MAFB,0.004711028,-0.1489334,-0.104039095,0.17151906,0.016847545,0.54802895,-0.3672032,0.16787973,-0.0041492945,0.10358354,0.0010552312,0.0012895765,-0.013702509
TOP1,-0.0015424924,-0.020858526,-0.0029520204,-0.4929464,-0.009444553,-0.22130871,0.18287145,0.1313873,-0.004303203,-0.09257128,0.0003904772,-0.002241851,0.0018899653
PKIG,-0.008415709,0.59342414,-0.2806077,0.50394326,0.15380362,0.42757812,-1.1575326,0.8609916,-0.11340086,0.07808599,-0.00042877565,0.013383264,-0.17306451
PABPC1L,-0.0031279486,0.24595606,0.2686661,-0.55890954,0.015222636,-0.9461044,0.34631103,-0.10664381,0.03085914,-0.4431096,-0.009099946,-0.006566375,-0.08623338
STK4,-0.034060057,-0.24965563,0.21919726,-0.7135809,0.023496302,-0.6388207,0.31080586,-0.2881336,0.059077527,-0.78165776,-0.0014936754,-0.06263413,-0.016687952
SYS1,0.0031974588,0.47109053,0.037072834,-0.8754478,0.090185,-0.68440485,0.28066027,-1.0153651,-0.007662042,-0.03419311,0.0042590974,-0.011784239,-0.03610337
PLTP,0.080572456,-1.0213691,-1.1301155,1.0404506,0.28834158,0.8921165,-0.74543923,0.23899694,-0.42511684,0.37493145,0.0005729885,0.10768124,-0.028347228
PCIF1,0.0034431918,0.27859214,0.109841235,-2.081412,-0.05619382,-0.5289195,-0.06857802,-0.20794654,0.018317211,-0.5909782,-0.006908489,-0.014425458,0.01945064
ZNF335,-0.0018976536,0.09297009,0.13807659,-2.2098606,0.029517392,-1.0063227,0.02198801,-0.71818286,0.028324494,-0.21195225,0.0072657648,-0.016336557,-0.0017486085
MMP9,-0.010782296,0.7704105,-0.1246504,-0.25373846,-0.012593948,0.077864125,-0.26188928,0.064681,0.021074269,-0.22625408,-0.003477266,0.0121283,-0.103180096
CD40_RNA,-0.0025524662,0.70726717,-0.21832411,-1.4155434,-0.12207643,0.23719168,-0.35852963,-0.31324992,-0.02042538,0.24178168,0.00023750689,0.0136856735,0.0018485445
NCOA3,0.007768566,0.31434533,-0.083903454,-0.49303427,-0.0704963,0.100622684,0.07853659,-1.0306128,-0.022744616,-0.15807027,0.0020249793,-0.0016501592,0.042458612
SULF2,0.51529247,-1.6799449,-1.194104,0.4008968,0.43269336,1.5257409,-0.9712099,0.4046346,-3.5514193,1.3636607,-0.024556965,0.9008872,0.03363964
PREX1,-0.008643412,0.2405497,-0.05155225,-2.0702875,0.115078315,-0.26164287,0.025312142,0.18061577,0.011704343,-0.10082042,-0.0012495251,0.00080639677,-0.08213962
STAU1,-0.0016186135,0.120538086,0.021735027,0.4133005,-0.030096661,0.13790035,-0.22175986,0.58983994,-0.009309859,0.02681556,-0.0022648552,0.0007563085,0.0038472412
DDX27,-0.0010388503,0.3230187,0.121930994,-0.98126245,-0.39121616,-0.21800092,0.2512867,-1.1286461,0.042584915,-0.4765119,-0.0101945475,-0.003986793,-0.07355704
UBE2V1,0.0026718506,0.053884987,0.040826056,-2.1387737,-0.078110375,0.34815922,-0.1431145,-0.56358427,-0.017165147,0.12903434,0.0014560727,0.0049650944,0.025804887
CEBPB,-0.022478793,-0.7846134,-0.8154383,1.6752121,-0.27309465,0.0042871097,-1.5139129,0.9021111,-0.40549666,0.51108336,-0.0063325474,-0.02241992,-0.2472365
PTPN1,0.0012260677,0.4093881,-0.06789997,-0.4518678,-0.030023113,-0.092922285,0.40517074,-0.20736785,0.0029918037,0.095859155,-0.0015577226,0.010277468,6.168639e-05
DPM1,-0.0005798322,0.09072562,-0.28811228,0.065309934,0.216932,-0.13175516,0.17111921,0.23958144,-0.010499103,0.33763382,-0.0044978145,-0.0027301689,0.0055614775
NFATC2,-0.0004039152,0.24093737,-0.012666246,-1.1796381,-0.10200932,-0.32848117,0.067244425,0.24033146,0.010509232,-0.041211348,-0.0007693726,-0.00018618251,0.009274093
TSHZ2,0.008946454,-0.6049425,-0.08197171,-0.05184382,0.030691251,0.7634786,-0.3733007,-0.45085588,-0.0726431,0.32188943,-0.0012020229,0.038231008,0.020516071
ZNF217,0.0029827163,0.22210588,0.09025277,-0.56983584,-0.11899685,-0.4166865,0.34939706,-1.2647105,0.0023238568,-0.0003926279,-0.0043677785,-0.00404751,-0.18906823
RTF2,-0.0049031205,0.4325216,-0.2605379,-0.42860046,0.05194799,0.03615627,0.12023373,-0.41262984,-0.0035781465,-0.24140012,0.0002492105,0.0030229979,-0.0029069942
RBM38,0.0010984321,0.50485367,0.017278722,-0.7408852,-0.2392359,-0.9823063,0.2019249,-0.95161736,0.04299852,-0.2146203,0.003025823,-0.0096651325,-0.06287652
STX16,-0.0060474924,0.38595867,0.026760135,0.12739034,-0.2781344,-0.5200607,0.39957672,-0.9297553,0.014668934,-0.11397496,-0.0037820202,-0.004412476,-0.0016195626
NPEPL1,-0.017704323,-0.024121555,0.08366381,0.325389,-0.10227999,-0.67120576,0.26749796,-0.45548636,0.025479209,0.012561401,-0.0027583067,-0.0064194705,-0.031322736
NELFCD,0.0011626573,0.00043393092,0.04633478,-0.51948524,0.0077477507,-0.18362878,-0.14865732,-0.59929454,0.007102982,-0.17008409,-0.00052951375,-0.0040819505,-0.0040648542
CTSZ,0.06359687,0.20138168,-0.6977007,0.29558706,0.11269257,0.64386487,-0.5285414,0.100196555,-0.921833,0.504414,-0.0048253117,0.06932505,0.358151
