,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 6,ATAC private topic 7,ATAC private topic 9
chr6-145746141-145747059,0.05673516,-0.53049725,-0.13156733,0.95273006,-0.64440167,0.4697484,-0.0938493,-0.26632744,0.17118424,-0.06325183,0.34309962,-0.38971996,-0.14449896,-0.1304241,0.06274355
chr6-145865229-145865887,-0.00040063664,-0.5963302,9.055645e-05,0.43613088,0.08715467,0.26871023,-0.0062408173,-0.046552893,0.0910594,-0.009054869,0.32660982,-0.15299937,-0.10114161,0.050125513,-0.15566091
chr6-146577359-146578277,0.0015899559,-0.147539,-0.011157594,0.12841551,0.06625259,0.08567973,-0.004500987,-0.03450226,0.26186052,-0.011313092,0.168386,0.05120298,0.026244557,-0.058683734,-0.0707411
chr6-146634028-146634824,-0.007234924,-0.26147327,0.011941327,0.011737815,-0.554322,0.4055989,0.005177501,0.0020041906,0.016272137,-0.012113035,0.02602637,0.040178265,-0.0058476552,0.0030114863,0.072372615
chr6-146642170-146643010,0.0021608823,-0.17347,-0.011096452,0.011272788,0.2841546,0.51582557,-0.008247532,-0.010967013,-0.027297834,-0.011701498,-0.011020647,-0.15038143,0.044776604,0.02053002,-0.035746075
chr6-147042485-147043339,0.0029499112,0.030816501,0.015275144,-0.34989122,-0.12278632,-0.42570636,0.005128637,0.00830976,0.120637834,-0.005355829,-0.2993071,-0.120233014,0.0006563635,0.006132731,-0.07452925
chr6-148046974-148047827,-0.12696728,-0.19671273,0.394105,-0.36867902,0.48557073,-0.9805275,0.061598435,0.06630461,0.103366226,0.03192119,-0.13771622,-0.086670056,0.020360779,-0.010208921,-0.13843644
chr6-149101267-149102005,0.0034202135,0.24935535,0.042094525,-0.25425553,-0.124683686,-0.103024505,0.014438143,-0.023118738,-0.26002118,0.01025104,-0.25887525,-0.03046743,-0.051694036,-0.08063178,0.025031066
chr6-149188294-149189215,0.0057301507,0.280725,-0.04479935,0.4967381,-0.51253045,0.0070083775,-0.008813997,0.021290679,-0.18544756,-0.0020782526,0.07551786,0.14917886,-0.26580167,-0.058919273,0.1410092
chr7-3644626-3645539,0.006809134,0.17170796,-0.0017942669,0.3046988,-0.6081231,0.1324949,0.004852123,-0.024923561,-0.010885526,0.001830569,-0.010826948,-0.013749689,-0.03170433,-0.08435472,0.027983323
chr7-3692784-3693619,0.004663835,-0.22913508,-0.0054519367,0.4957494,-0.50594175,0.25102127,-0.003178309,-0.018055648,-0.047209553,0.0033887173,-0.14325872,0.38601747,-0.055120613,0.006247572,0.02562406
chr7-4546429-4547175,-0.02188628,-0.5144864,0.11452689,-0.51439077,0.7656416,-0.6280696,0.043908715,-0.061718155,0.18044569,0.02213809,-0.41814613,-0.19198379,0.079144865,0.085313976,0.017856503
chr7-4684597-4685497,-0.016353367,-0.73738486,0.002956144,0.14057739,0.57566327,0.22773989,-0.0036526166,-0.02208532,0.10290144,0.0070810635,0.05306343,-0.19379155,-0.067456916,0.009606221,-0.10299528
chr7-4690065-4690931,-0.00939027,-0.20258626,0.04570464,-0.8540999,0.3553133,0.15450075,0.046890423,0.019422881,-0.25806794,-0.005414686,-0.04966792,-0.016688582,-0.039463025,-0.01086117,-0.0125013385
chr7-4812260-4813121,0.012871544,0.26010528,0.010180119,0.16898859,-0.42821062,0.019385427,0.004365627,-0.040859543,-0.28503588,-0.016146962,0.14166935,0.014218461,0.029727565,0.0150974095,-0.06974467
chr7-4995701-4996619,2.250297e-05,0.12728873,0.0071790707,-0.21796879,-0.19313227,0.6090077,-0.016351659,-0.012409765,-0.19127999,-0.001843382,-0.23834671,0.11609399,-0.033429902,-0.02345821,0.09721228
chr7-5037890-5038816,-0.0043579945,0.039934713,0.001415044,0.16433723,-0.2626664,0.44486225,-0.0049823853,-0.013243775,0.016099023,-0.0031175981,-0.08560691,0.0005443596,0.0131745245,-0.011282311,0.018653112
chr7-6171846-6172765,0.0057777604,0.08269296,-0.005197852,0.29125342,-0.06175378,0.28079274,-0.011399205,-0.034191187,-0.15856034,-0.008132447,-0.068919554,0.24548504,-0.09349038,-0.058641292,0.1189989
chr7-6286017-6286907,-0.0030674855,-0.12096454,-0.0007435832,0.20668383,0.05529567,-0.10641841,-0.005215305,0.008483886,0.15522294,-0.0022747004,0.08353325,-0.024268584,0.0064135585,-0.006350222,-0.027690576
chr7-13054139-13055024,-0.00710887,-0.100949064,0.015831063,-0.2743125,0.34861326,0.08207391,-0.0025057886,-0.018898994,0.09619567,-0.0007212574,-0.20801055,0.00939786,-0.01737942,-0.066854715,-0.0051513594
chr7-16174817-16175735,-0.00029568598,-0.03908578,0.0037107824,-0.3346706,0.08255309,-0.21443728,-0.0027051864,-0.006057776,0.3114739,0.002571385,-0.163485,-0.055920076,-0.008017691,0.011973134,0.017427757
chr7-16869266-16870138,0.008151711,-0.5523566,0.090514064,-0.752046,0.27396956,0.085011795,0.031673104,0.06317905,-0.24095306,0.005784089,-0.35493934,0.08639091,0.012069931,-0.12654337,0.121703275
chr7-19175980-19176839,0.00771875,-0.14433968,-0.014506883,-1.0186766,0.643821,0.18274459,0.016146244,0.020366585,-0.11595492,0.007965918,-0.30039045,-0.007130021,-0.08094805,-0.09210951,0.12754588
chr7-19271432-19272138,0.0007598425,0.031858575,0.0010350193,0.52931136,-0.44426036,-0.20610258,-0.0013158628,-0.012086346,-0.08727804,-0.013189729,0.05084138,0.023323718,-0.051551495,-0.0060206046,0.0465535
chr7-19308103-19308876,0.008060657,-0.15736458,-0.040192608,0.16625294,0.6547226,-0.58567065,0.0014172952,0.06732902,-0.18184611,-0.007909331,-0.035310134,-0.37154278,0.12933138,-0.045394015,0.14326216
chr7-19359145-19359992,0.0005492959,-0.09984979,0.00013103688,0.15964663,-0.35915184,0.29433095,-0.0035563281,0.0009766864,0.05166719,-0.0044099526,0.09538019,0.024506697,0.0048919446,-0.0026739913,-0.058755778
chr7-19458521-19459140,0.010111787,-0.059365086,0.014194144,0.160713,-0.32993692,0.4908125,-0.00042508423,-0.037950188,-0.20939754,-0.009433415,0.25187594,-0.19597343,-0.036346205,0.005855515,-0.020718982
chr7-19668816-19669664,0.039705813,-0.4578149,-0.049021907,0.9592161,-1.0415014,0.37991372,-0.04159506,-0.2849219,0.12758392,-0.019786414,0.4746053,-0.02635466,-0.18623401,-0.0056000426,-0.12902258
chr7-24399298-24400237,0.117759265,-0.121501766,-0.038539905,0.25599086,-0.047072925,0.19678642,0.00043877825,-0.24023026,-0.05706379,-0.0025440413,0.21744063,-0.13094378,-0.06475078,-0.027094377,0.050139643
chr7-24546615-24547487,0.09136966,-0.08444213,-0.041958842,0.20004477,-0.46952474,0.041396715,0.003933036,-0.012504518,-0.09415573,-0.010309296,0.0004659012,0.0023497825,-0.051371086,0.05626915,0.11595717
chr7-25221038-25221906,0.008187382,0.04956457,-0.0023302487,0.2772714,-0.6339062,0.35681787,-0.0069872444,-0.05600629,0.1419657,0.00043859112,0.1545087,-0.11649245,-0.12660763,-0.06372312,0.017945528
chr7-25680438-25681370,0.0016025408,-0.12409266,-0.016917998,0.18129471,0.14453466,0.20625749,-0.0014574485,0.008160526,-0.024570407,-0.0055178753,0.14247572,0.027426641,-0.023111062,0.0050062677,-0.01625242
chr7-27178393-27179245,0.01041366,0.23947775,0.058140103,0.5228222,-0.7359797,0.4609498,0.006341421,-0.317552,-0.25770792,-0.05684247,-0.03190573,0.51672477,-0.29706755,-0.32455704,-0.15416478
chr7-27674252-27675168,0.00039160243,0.08299725,0.008663392,-0.2705716,-0.15688042,0.2578936,0.0007898744,0.007572205,-0.045339048,0.0020158882,0.0045953114,-0.11672248,-0.017049773,-0.005035104,-0.06973592
chr7-27731073-27731958,-0.016932221,0.09222006,0.01389705,-0.23515017,-0.0031946003,0.36099678,0.0043266104,-0.021539096,-0.1039348,0.010719804,-0.4311821,-0.14831248,0.009899617,-0.0069937767,-0.04000306
chr7-28169485-28170263,-0.003880876,-0.32010117,-0.02675557,0.23838177,0.42696968,0.046948295,-0.037807968,-0.017230134,0.19819762,-0.015242546,0.14354874,0.036894068,-0.027484044,-0.008629371,0.0359051
chr7-28350218-28351113,-0.0017846113,0.08555629,-0.021905191,0.35343498,-0.44867575,0.30082622,-0.002521472,0.001145795,-0.07060991,-0.008328031,0.11193271,0.13560928,-0.00087413116,-0.030178886,0.021296386
chr7-28741532-28742471,-0.009562016,0.08766509,0.0039212466,0.51019424,-0.10294324,0.29489985,-0.0025155828,-0.0029811417,-0.30313182,0.0029681262,-0.049243126,-0.023696212,0.0226285,0.006060074,-0.029174984
chr7-29169299-29170169,0.029626386,-0.10541056,0.004366957,0.059996847,-0.4482063,-0.033562828,0.010197003,0.05121411,-0.34339237,-0.011632191,-0.1812792,0.22792275,-0.08214076,-0.03425561,0.026817122
chr7-29237833-29238733,-0.0018925434,-0.08994757,0.006435614,-0.0806471,0.18836702,-0.19388251,0.00092085905,0.0051746606,0.016097859,-0.0004387095,-0.07520358,-0.043623913,-0.01214299,-0.0067856973,-0.023800997
chr7-29518249-29519157,0.021024683,0.047989693,-0.0064498624,0.2381799,-0.7014877,-0.39944932,0.0018577032,-0.0029043632,0.13757533,-0.0026131577,-0.19899735,0.067238815,-0.028910585,-0.013740821,0.026313854
chr7-29815582-29816482,-0.03954569,-0.33568093,0.07179064,0.42205298,-0.56571573,0.17610037,0.13353917,-0.0034495862,-0.4651121,-0.05743002,-0.23502642,0.5377073,-0.07047406,-0.16462691,0.011628294
chr7-29905897-29906780,-0.00033852426,-0.09445699,-0.011686497,0.20871653,0.090466976,0.39484048,0.002686705,0.01744815,-0.2051655,-0.0025513922,0.029252175,-0.005609307,0.008483642,-0.0076884944,-0.013878643
chr7-29908076-29908996,-0.00093799306,-0.09468388,0.0071171382,0.2630289,-0.9189702,0.49494758,-0.008502065,-0.006140275,0.18963096,-0.012421057,-0.013679003,0.22529152,-0.053326324,0.00023607873,-0.0043765125
chr7-29983387-29984315,0.091192655,-0.010407198,-0.009218413,0.4636678,-1.5314815,0.59313697,0.008850224,0.022662343,-0.36579517,-0.056730382,0.3028007,-0.12483228,-0.06520707,-0.28766474,0.1439556
chr7-30121425-30122344,0.0019406076,-0.58222276,0.003596555,-0.101692475,0.1983938,0.36563873,0.014372247,0.043479048,-0.4282843,0.02849656,-0.15579118,-0.26800787,-0.029744612,-0.010118688,-0.02013231
chr7-30169495-30170379,-0.016023466,0.07465479,0.014339722,0.2650595,-0.7194333,0.24532597,0.0027984343,-0.024149042,0.18451217,-0.0017726787,-0.09760881,-0.08629012,-0.003829664,0.021628926,-0.09230665
chr7-30280273-30281187,-0.023352552,0.020028073,0.049592096,0.43877435,-1.0932598,0.3250084,0.007443788,-0.055012904,0.0910218,-0.0065555223,0.22927806,-0.33066636,-0.06760813,0.04093194,-0.103322454
chr7-30321984-30322745,-0.0038338078,0.19344047,-0.011848468,0.42881194,0.08464717,0.15574366,-0.011239126,-0.06514614,-0.11715084,0.005641536,-0.102556996,0.03619512,-0.03929983,0.039570253,-0.023072058
chr7-30445244-30445919,0.003810067,-0.51503795,-0.07467904,-0.25502956,0.35742366,0.40628746,-0.0050774487,0.048484854,-0.24126396,0.012529147,-0.1796734,0.15069465,0.038747232,0.02124512,0.008203492
chr7-30531160-30531992,-0.09765292,0.09601509,0.24130064,-1.0631527,1.3172789,-0.8707562,-0.09934865,0.19533432,0.012731815,0.016440157,-0.51556,0.008104223,0.32848838,-0.05624907,-0.16687234
chr7-34312999-34313807,0.0039452375,0.053973943,-0.056087513,0.5985506,-0.7562929,0.5468108,-0.0023446039,0.040039115,-0.14985654,-0.044711784,0.34539086,-0.14229134,-0.031094281,-0.29343662,0.10572891
chr7-35585797-35586673,0.039252345,-0.055097144,0.1303054,-0.22711068,-0.3999279,0.004631806,0.007759127,0.025470873,-0.30688772,-0.016859207,-0.094670914,-0.15312678,-0.095673814,-0.053933624,0.020426909
chr7-35754068-35754959,-0.010421015,0.12646084,-0.00012772281,-0.22671393,0.5514052,-0.25686398,-0.0029186204,-0.010070747,0.06301239,0.008911998,-0.12685518,0.0017850139,-0.0061242385,0.010196905,0.010889867
chr7-38183460-38184360,-0.0018520777,0.17612037,0.009675899,0.16543072,-0.4036376,-0.08669015,-0.0010681264,-0.0034128972,0.041759554,-0.004891077,-0.08449411,-0.13177484,0.03766443,-0.011586606,0.051185064
chr7-39449200-39449984,-0.004262864,-0.081196636,-0.0058251508,-0.00708143,0.05352603,0.26567802,-0.007324098,-0.07197582,0.44345608,-0.0080026975,0.029166035,-0.15063187,-0.040560782,0.0026545872,-0.01542688
chr7-39517394-39518311,0.010244571,0.34162027,-0.015740525,0.5613425,-0.57430744,0.35963038,-0.019434562,-0.044755742,-0.3651697,-0.0011104201,0.34556222,-0.11193628,-0.08508387,-0.00806002,0.02995859
chr7-43312666-43313582,-9.6770955e-06,0.0048390804,-0.0068051876,0.18307336,-0.35189155,0.045310754,0.0027028203,0.018789489,-0.053154323,-0.006336297,0.14684954,-0.042809755,0.011067343,0.0040725274,-0.006674169
chr7-43579361-43580197,0.0014442467,0.11282821,-0.0012256783,0.11929332,-0.026974829,0.0969455,-0.0011792181,-0.0002874322,-0.054375045,-0.0015639293,-0.20770845,0.101680964,-0.01736442,-0.063804604,0.0391999
chr7-44856801-44857690,-0.004582153,-0.08482537,0.00010532687,0.1524655,0.18058664,-0.21804486,0.009305751,0.017564982,-0.36336595,-0.003929513,-0.032811403,0.019165989,-0.033420015,0.0050596157,0.030829707
chr7-45053915-45054765,-0.0067066993,0.28672275,0.011867334,0.20940042,0.06006299,-0.016248321,0.0025240174,0.0023446218,-0.48026288,-0.0063167023,-0.1196526,-0.007268002,-0.047827844,-0.017608188,0.028760256
chr7-45569948-45570876,-0.00012311952,-0.04631384,0.017532917,0.26777175,-0.8429012,0.028468981,0.005844022,0.0037542123,-0.1524086,0.008980868,-0.11164295,-0.032769084,-0.043250203,-0.002112785,-0.0046084817
chr7-46639337-46640206,-0.0004059663,0.11234169,-0.023255438,-0.4777345,-0.17326295,-0.40986684,0.062332414,0.48002756,-0.051641285,-0.02869706,-0.38617212,0.23068038,-0.005255313,0.021055667,-0.15938
chr7-46795494-46796350,-0.0018149032,-0.12591334,0.0063794767,0.31802002,-0.17308952,0.10370608,-0.0006936276,-0.0019263452,-0.15258293,-0.005958449,0.047580026,-0.04275172,-0.039708234,0.010444164,-0.0022159186
chr7-46845603-46846338,-0.0015620962,0.05786416,-0.026630118,0.27231604,0.014572695,-0.13528235,-0.0047821905,-0.0038041365,0.14909716,0.00091544306,-0.041219916,0.22945322,-0.007477063,-0.00037783786,-0.0032549505
chr7-51861477-51862391,0.0006108027,-0.10654642,0.0058288495,0.13318059,0.05206143,0.14321028,-0.00055928604,-0.0032854215,-0.27564937,0.0030820093,0.06262243,-0.070239544,-0.008130654,0.0044770353,0.017334694
chr7-54835297-54836124,0.002787334,-0.13047047,0.02020209,0.023755506,-0.634863,0.57941926,-0.004386027,-0.010819867,0.08758853,0.008258942,-0.29727563,-0.07272395,-0.10350854,-0.0063243667,0.1244396
chr7-55841850-55842665,0.000110622736,0.19903018,0.0014443097,0.32876503,-0.48573953,0.027355498,0.001180201,-0.0063958606,-0.04433299,-0.0056008464,0.02044554,0.104353435,-0.0478518,-0.0054365112,0.11045422
chr7-57386540-57387346,0.15383278,-0.49764195,0.04935853,-0.822238,0.7627411,-0.43481806,0.017380407,0.0040250104,-0.28518674,0.016212279,-0.35629115,0.14046429,0.26372173,-0.105693676,-0.10620377
chr7-58398721-58399628,-0.014582916,-0.1725247,0.026792971,-0.30511963,0.29984534,-0.54902786,0.004869361,0.051854245,0.12474584,-0.0070885094,-0.12350145,-0.35897723,-0.06985669,0.037414037,0.08237901
chr7-63444393-63445162,0.0013089984,0.10613685,0.01814701,-0.7716652,0.043200545,-0.022970298,0.024779145,-0.009506407,-0.19101153,-0.00020020083,-0.21739286,0.018319497,0.020499868,0.012970454,0.0118153505
chr7-63935948-63936701,-0.029981926,0.29404998,0.13655753,0.4014612,-0.8237673,0.43887728,-0.025517214,-0.15995957,-0.15892847,-0.010814987,0.33272016,0.36062062,-0.11722434,-0.10398367,-0.008247597
chr7-64160452-64161382,-0.06495333,-0.44547322,0.25243437,-0.5549898,0.94136864,-0.36626297,-0.03757573,0.089120604,-0.10156085,0.020690456,-0.21267197,0.040897816,0.12326518,-0.062912,-0.10878603
chr7-64287257-64288108,-0.004052137,-0.021929152,0.0016253048,0.50866985,-0.6001569,0.17719549,0.002067697,-0.013167285,-0.02437039,-0.0070505636,0.024136195,-0.3146816,0.022841766,-0.0078854505,0.042088024
chr7-64373587-64374455,-0.009500122,-0.32811075,-0.016552828,0.43270427,-0.2762435,0.5648907,-0.0028443374,-0.0241344,0.17097138,0.005858049,-0.05275645,0.05843769,0.018322755,-0.037880104,-0.00550207
chr7-65644454-65645356,0.008765134,-0.3927207,0.022710409,-0.39315373,-0.58449227,0.5394382,-0.0005451437,-0.020156683,0.50721884,-0.008474258,-0.05361691,-0.10800036,-0.054685928,-0.092723556,0.14466941
chr7-67644924-67645805,6.3762213e-06,0.24964584,-0.026070789,0.16428421,-0.11630249,0.21623081,-0.0035536676,-0.001426636,0.06154891,-0.006439258,-0.0004688396,-0.0144561175,0.0026525832,-0.040846024,0.027940575
chr7-68748896-68749748,-0.017232599,-0.14078447,0.021786736,0.12196018,0.16070163,0.27937198,-0.009472765,-0.025425144,-0.051658973,0.011425425,-0.079556644,-0.46434274,-0.0551215,0.034455407,0.16770172
chr7-73537440-73538341,-0.004828013,-0.12549332,-0.0070851743,0.38392946,-0.059837602,0.47358143,-0.008863438,-0.020026978,0.075944856,-0.008985266,0.17798154,0.1435965,-0.11291542,0.076757245,-0.047785074
chr7-78575481-78576436,-0.019632908,-0.22361779,0.17052041,-0.11660953,0.8792132,-0.57728213,-0.02675538,-0.0539746,-0.049869064,0.015517009,-0.3454884,-0.47824275,0.11591344,0.006451823,0.14566544
chr7-78846692-78847564,-0.016599584,-0.26719087,-0.039914608,-0.1813898,0.27189204,-0.31555355,0.01707617,0.14919253,0.239588,-0.018095832,-0.13523756,0.050371934,-0.035608876,0.025567703,-0.1316049
chr7-79309099-79309910,-0.0017262744,-0.10936882,0.11113507,0.5421846,-1.195196,0.38820073,0.033110924,0.00027633237,-0.408239,0.0158104,0.125407,0.28285262,-0.22551583,-0.11147235,-0.22986558
chr7-81493271-81494149,0.007070887,-0.02348934,0.01761002,-0.6865097,-0.14459659,-0.1472984,0.096341774,0.043287545,-0.26131704,0.0056831297,-0.32980108,-0.00129592,0.0016184481,-0.032904845,-0.05836176
chr7-81762635-81763478,-0.001639214,-0.05718491,0.0020715499,0.09375228,-0.7173141,0.48476022,-0.0047929343,0.038121734,-0.37920755,-0.009294894,-0.076883376,-0.03968217,-0.06558046,0.010740795,0.06972105
chr7-82648175-82649026,-0.008456952,0.24643682,-0.037249625,-0.38124213,-0.32637197,-0.131352,0.019316025,0.17639954,-0.15893413,0.0033659926,-0.38588804,0.07743823,0.008561178,-0.037376784,0.1983743
chr7-83882982-83883776,0.011415355,-0.29433027,-0.14892928,0.4127518,0.24953175,0.1663282,-0.06692019,-0.19261476,0.44076076,-0.011490085,-0.052631617,0.34790155,-0.047564268,-0.15215226,0.043998893
chr7-83891651-83892559,-0.006498634,-0.3789612,0.0059867213,0.31332272,0.08917782,0.1455647,-0.0018890105,-0.00799541,-0.25530556,0.0033126636,0.09766719,0.12311496,-0.05276124,-0.024371887,0.15848826
chr7-87583922-87584864,-0.0503884,-0.11590473,0.010066596,-1.1914467,1.3418651,-0.42473483,-0.019147094,0.0037711689,0.28275368,0.017273448,-0.3836269,-0.050360095,0.16244267,-0.07555438,-0.11036177
chr7-90456894-90457735,0.00046368668,-0.16612944,0.004134943,0.18732075,-0.031431258,0.30534944,-0.00135506,-0.0089792805,-0.15305182,-0.0020965175,0.097949564,-0.048490707,0.03547968,-0.011435461,0.012318993
chr7-90475820-90476630,0.022878395,-0.48008198,0.022386055,0.32231936,0.14308426,0.10420556,0.010203355,0.016443249,-0.3552397,-0.022008518,0.047051128,0.34525436,-0.10820044,-0.21535353,-0.2718734
chr7-92741087-92742001,-0.0023746402,-0.063701786,-0.044131048,0.31345046,0.24788578,0.35986668,-0.14452925,-0.111031935,0.34972215,0.0092800865,0.07606765,-0.26970172,-0.02751771,-0.052898142,0.014980116
chr7-97331872-97332758,0.0017146635,-0.011125801,-0.008464823,-0.028349405,-0.12263198,0.040978007,-0.0010272242,0.0015476465,0.10857528,-0.0024803258,-0.21224071,0.056695875,0.0009475402,-0.0030222964,0.021771783
chr7-97737661-97738517,0.20645116,0.46984056,-0.02059598,0.49600974,-1.8206487,0.09462343,0.01749782,0.046083253,-0.36707866,-0.03892689,0.42897257,0.12955554,-0.25619414,0.13375999,-0.11013903
chr7-98309021-98309810,0.006838835,0.0117218625,0.013165273,0.51193994,-0.7200774,0.016157547,-0.0023726765,0.009254157,-0.41733116,0.0072865156,0.024796287,-0.0038729864,-0.035954937,0.004665759,-0.01367636
chr7-98656313-98657156,0.00050875195,-0.60755897,0.013187678,0.22274277,0.07822174,0.17729153,0.0063360212,-0.003004534,-0.15355827,0.0118966745,-0.24158761,-0.24131747,-0.0072690714,-0.005189223,0.02161925
chr7-99182390-99183310,0.010255374,-0.6696053,0.13098979,-0.4696382,0.22455883,0.20692037,-0.033360917,-0.020689817,0.35775352,-0.02816046,-0.34437358,-0.21592158,0.047554255,-0.07376416,0.4936829
chr7-99536088-99536556,-0.0067955274,0.12062818,-0.01390109,-0.058010004,0.4578758,-0.2685723,0.00044093997,0.0053196726,-0.1176943,-0.0066917525,0.008663582,-0.010020784,0.01281298,0.0330012,0.012663473
chr7-99965124-99965913,0.042364687,-0.62700284,0.21077546,-0.40839458,0.44752043,-0.7140865,0.19057539,0.10592176,0.18912455,-0.094830036,-0.18344556,0.12893534,0.009058133,-0.19757597,0.19876544
chr7-100159145-100160002,-0.002358979,-0.13011067,-0.001793081,0.22055948,-0.31559318,-0.08559635,0.0018324615,-0.013809994,0.3817528,-0.0014067778,-0.016498841,-0.16747642,-0.00037048478,-0.012321276,-0.030269563
chr7-100227114-100227906,0.02267968,0.33575016,0.038749587,-0.07824243,-0.5254625,-0.3957654,0.027487643,0.0113847405,-0.24549137,-0.004586682,0.00086534355,-0.24856368,0.007702586,-0.106379375,0.024591967
chr7-100536623-100537538,0.0012610032,-0.015222702,0.013568069,-0.22838743,-0.096224084,-0.17486043,0.0016647602,-0.0070331036,0.10184252,-0.0064578233,-0.17082305,-0.0039071557,-0.00784257,0.0015752675,-0.013637862
chr7-100590746-100591626,0.13654171,0.3026554,0.026279192,0.30599028,-1.1702955,0.017437184,0.002493836,0.06463375,-0.4642401,-0.074922755,0.22241019,-0.05412693,-0.10281778,0.11795348,-0.13416184
chr7-101896047-101896900,-0.000260504,-0.015463283,-0.004598608,0.2652839,0.098276794,0.08841382,-0.0011534598,-0.0025092955,0.022910975,0.0021725534,-0.10856952,-0.01849506,0.0036871892,-0.02705122,-0.0028501316
chr7-101905451-101906376,0.022671275,-0.0035762298,-0.07575571,0.5984444,-0.51317227,0.3455584,-0.021041902,-0.0109237,-0.08386069,-0.002988566,0.12614027,0.011766258,0.068488516,-0.03273088,0.018735535
chr7-102064844-102065775,0.007884987,0.14529943,-0.0057985894,0.1002356,-0.15343072,-0.067687176,0.0031092213,0.0074875876,-0.35638532,-0.0052008927,0.256641,-0.031421624,-0.037075453,0.0021509181,-0.0050469674
chr7-102209855-102210704,0.00050203444,-0.13366605,0.08161699,0.40877336,-0.56452477,0.46649578,-0.017019775,-0.0088858,-0.03609037,-0.043077596,0.008048915,-0.40100753,-0.04565294,-0.29137594,0.46082336
chr7-102267088-102268004,-0.0017587134,-0.09636039,-0.00038222614,0.28800482,0.10131578,0.18704155,-0.006757036,-0.005911157,-0.013712927,-0.00501569,0.14087673,0.016009646,-0.0029814048,0.0052685277,-0.0034644795
chr7-105399754-105400656,-0.0016863071,0.15265712,-0.0022489647,0.1798627,0.19018275,-0.054020606,-0.001378047,0.0013164519,-0.14298193,0.00043248793,0.16447578,-0.112650044,0.00048595565,0.013360209,0.054554556
chr7-105554049-105554895,0.004247144,-0.03284105,0.0055099693,0.07949877,-0.43074346,-0.043728955,0.015430977,0.0045236982,-0.03947869,-0.005426726,0.04172629,-0.036965646,-0.0077805268,-0.024429936,-0.007230152
chr7-105568773-105569572,-0.047297284,0.1415729,0.09858965,-0.7896509,0.4404665,-0.55208826,0.03161852,0.36470687,-0.23919277,-0.00027385168,-0.34343717,-0.016431354,0.13306418,-0.06776585,-0.2457736
chr7-105736218-105737051,-0.023666255,0.0014372086,-0.04635034,0.7186135,-0.6973591,0.51588386,-0.026429042,-0.14368594,0.13106568,0.014573952,0.2374463,-0.17434819,-0.081744395,-0.076548815,0.07794876
chr7-105743925-105744763,-0.00220557,-0.08031554,-0.008279054,0.103494145,0.22722355,0.24143732,-0.019096982,-0.067655824,0.20018877,0.00047119637,-0.16153939,0.04230404,0.026540361,0.029013198,-0.013055378
chr7-105751793-105752675,0.029269613,0.1917589,-0.021899734,-0.018024653,-0.2660215,-0.18216723,0.0062106256,0.008466553,-0.017153433,0.00041662442,-0.13430448,0.3011028,-0.034440123,-0.076020755,0.007363549
chr7-109959962-109960794,0.096827164,0.35986057,0.03390709,0.102127604,-0.9630084,0.17604612,0.0065519665,0.018404832,-0.2158048,-0.010759098,0.09353698,0.1213951,-0.048736658,-0.3664597,-0.04753485
chr7-110121391-110122305,0.0053311833,0.107472196,-0.08129124,0.6493684,-0.35164306,0.22791855,-0.0030054161,-0.06309754,-0.42583635,-0.016154509,-0.07118489,0.19498336,-0.06070733,0.020522758,0.3224532
chr7-111028510-111029380,-0.007921595,0.22018927,0.008007078,0.18056622,-0.30616003,0.37830228,-0.021106781,0.004524899,-0.3130882,0.0026811815,0.11927388,0.23748583,-0.13161711,-0.05189349,0.028792039
chr7-112023056-112023999,0.015816733,-0.2150123,0.004494419,0.49614877,-0.46172097,0.104185924,0.0022923313,-0.09040686,0.08604162,-0.008814248,0.33925655,0.020294264,-0.05518289,-0.15432738,0.0050185216
chr7-114117289-114118062,0.049639694,0.1613449,0.10094632,0.19693105,-1.4305902,0.21892537,0.31666458,0.1562807,-0.66513085,-0.13508481,0.06546294,0.019916032,-0.23443614,0.022959637,0.15175198
chr7-114275599-114276489,0.0071244542,0.38321888,0.008798761,0.097781666,-0.7686641,0.08856135,-0.0005735652,0.022228278,-0.16545898,0.004806442,-0.07647961,-0.038637135,-0.11492027,-0.046811033,0.002650434
chr7-114415743-114416609,0.0037286272,-0.023671,0.0057068877,-0.5007239,-0.13535215,-0.17203058,0.0013706145,0.013613645,0.012366026,0.00044723746,-0.13823973,-0.029577037,-0.09845307,0.0069158995,0.016611105
chr7-116503925-116504807,0.014067449,-0.42025337,-0.0013973716,-0.34092054,0.22226842,-0.15805362,0.0006390298,-0.012456326,0.020808904,-0.014607086,-0.058017503,0.0802801,0.0053042076,0.104374826,-0.06629143
chr7-118115689-118116544,0.0039947284,-0.08509499,-0.0016515589,0.070811674,-0.55697525,0.15437019,0.00065400655,-0.012821381,0.31550783,-0.011679424,-0.13082746,0.031606067,0.047481377,-0.027302155,0.025337396
chr7-118129230-118130111,0.0031273738,0.112775795,0.0064042998,0.10071668,-0.599792,-0.2819925,-0.00010368342,-0.006761817,0.044464603,-0.002339966,-0.0028018963,0.012363009,-0.0030859623,-0.012955884,-0.0010889566
