,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9
chr6-52221404-52222251,0.1466351,0.36039904,-0.18455099,-0.31485564,0.24213746,-0.19481064,0.011905324,0.045331486,-0.3096895,-0.022346644,0.13400915,0.055320423,-0.04278442,0.035318535,0.217822,0.15947375,-0.6631447,0.0007669332
chr6-52253690-52254474,0.16794989,-0.099386334,0.11400288,0.13121632,0.23449893,-0.20287067,-0.16578819,-0.286662,-0.0044306098,-0.036533087,0.21758306,0.050831854,0.036558416,0.14445342,-0.07633244,-0.12511903,-0.024252424,-0.03231107
chr6-52259135-52259881,-0.29938594,0.0065495796,-0.04667016,0.15431117,0.29561597,0.101071805,-0.05675364,-0.020057688,0.007202189,0.0025790469,-0.018009145,-0.03659503,-0.10272323,-0.036031693,-0.28244966,0.04848704,-0.18757844,0.0037566144
chr6-52270180-52271092,-0.08436903,0.057984278,0.074554615,0.22441831,0.16819629,0.03556244,-0.14145195,-0.08469477,-0.024631102,0.016650865,-0.22054878,-0.04148013,0.2082957,-0.00057760795,0.08378697,-0.27447507,-0.2579512,-0.004415661
chr6-52273566-52274438,0.059835635,0.21655221,-0.14759229,-0.26175746,0.33034205,0.039994713,-0.05802093,-0.15346485,-0.074166276,-0.056068122,0.08977249,0.31136015,-0.18708186,0.04440804,0.0123487655,-0.1538295,-0.46603832,0.019131744
chr6-52291015-52291895,0.05566767,-0.006595334,0.046340358,-0.19609177,0.38026616,0.10880103,-0.030181125,0.18244177,-0.19633326,-0.011386211,0.090423524,-0.49923453,-0.016322587,0.018629838,0.17092706,-0.31935447,0.0064789276,0.0106677115
chr6-52305693-52306597,-0.059712153,0.051735025,0.089200996,0.14685842,0.011596409,-0.07069473,0.05583021,0.12639631,-0.04549979,-0.004658791,0.052000366,-0.3223221,-0.04835921,0.01553221,-0.028543519,-0.002733818,-0.44506326,0.002793566
chr6-52322174-52323043,-0.22693254,0.25978035,-0.020211292,-0.12183791,0.3033975,0.2062246,0.1682585,-0.16384183,-0.21610889,-0.12966582,-0.081152506,-0.082957156,-0.27396712,0.091461584,-0.08504803,0.25995147,-0.038402226,-0.01800396
chr6-52324254-52325142,0.18422672,0.22209206,0.14333688,-0.1893045,-0.23225318,0.08062985,-0.5445019,0.08114672,0.16187587,-0.03676482,-0.062074285,-0.14262743,0.06015309,-0.0038389075,0.26617396,0.10404281,0.16112526,-0.018885601
chr6-52326048-52327011,0.26915333,0.1394893,-0.2478378,-0.21002641,-0.06642501,-0.12599365,-0.1336205,-0.2876287,0.46601665,0.22381523,0.14990975,-0.06673935,-0.06982089,-0.09887972,-0.10515683,0.01871542,-0.18951413,0.021577423
chr6-53286664-53287507,0.22334194,0.091852866,-0.44170302,0.073390126,-0.034667965,-0.46755308,0.48335332,0.22012578,-0.44692755,-0.060331173,-0.29818073,0.1941838,-0.038992528,-0.053687442,-0.3954638,0.18984441,0.0029523764,0.04731969
chr6-54326482-54327410,-0.4881958,-0.039055575,0.25845635,-0.85146606,0.16195846,-0.019194849,0.351405,-0.09285409,0.43861046,-0.119587556,-0.11440468,0.023516525,0.08130005,-0.0076202205,0.05274304,-0.25767967,0.4911124,-0.010146481
chr6-54429224-54430140,-0.3879819,0.19834471,0.6564776,-0.7543221,0.6003601,0.35354647,-0.7004538,-0.50827134,-0.06053834,0.0394741,0.12403791,-0.12693931,-0.052157912,-0.18673953,0.03836913,0.018392203,0.04178978,0.004915578
chr6-54992504-54993373,-0.32763916,0.1027629,0.18748417,-0.22172952,0.12108254,0.1642274,0.24748836,0.14999808,-0.3255349,0.026830455,-0.011111948,-0.15954812,0.043061893,-0.105680466,0.2863218,-0.102797024,0.11819466,-0.017145885
chr6-55676528-55677388,-1.0004123,0.48665142,0.39522475,-1.1384401,0.15876895,0.2565374,0.39563325,0.11873542,-0.083018005,-0.28033075,-0.15045513,-0.34354216,-0.0973031,0.13325839,0.105652116,0.14737442,0.30140662,-0.014281396
chr6-56361693-56362394,0.3912931,-0.030124573,0.14200206,0.2006988,-0.25145197,-0.68865,-0.043697394,-0.212163,0.28688848,-0.07839817,0.17437533,0.13074948,0.24356344,-0.083999164,-0.31057054,0.043939155,0.10347088,-0.014966089
chr6-56568327-56569223,-0.015816066,0.51506364,0.07442571,0.5102924,-0.20732188,0.23800962,-0.6172354,-0.7186394,0.18344046,-0.0033315897,0.1613414,0.06846832,-0.11683507,0.03236968,-0.14921658,0.10897688,-0.26886874,-0.031909544
chr6-56651949-56652818,0.22244054,0.4001521,0.25737923,0.0017430298,0.06076521,0.21927403,-0.798139,-0.6100079,0.28794625,-0.0009709138,-0.048510633,-0.19178526,0.3286726,0.07199886,-0.051561523,0.023350418,-0.3118639,-0.03555303
chr6-64729403-64730205,0.14180133,0.042225424,0.1149345,-0.26088005,0.16787913,0.17241913,-0.2064955,-0.18801793,0.2986491,-0.14513697,-0.06084068,-0.121936515,-0.50259846,0.24213557,0.11344913,0.03661959,0.039111488,-0.0070574195
chr6-64734267-64735190,0.10944525,-0.2082641,0.07216358,-0.1589813,0.14036462,0.07774753,0.07672565,0.043564867,0.1932612,-0.030175243,-0.07620665,0.07654826,-0.35526183,-0.017879378,-0.37320068,-0.29104462,0.42469296,-0.004189744
chr6-65380757-65381681,0.22066446,-0.41688538,0.06446071,0.05696997,-0.19831869,-0.32263628,0.09146218,0.0043607405,0.2501029,0.2366127,-0.12520812,0.047056224,0.11824955,-0.17597444,0.18286224,-0.08753768,0.20463187,-0.06903321
chr6-65671116-65671966,-0.06049479,0.064100035,0.10753294,-0.078947626,0.024868533,-0.060846902,0.07355121,0.22860263,-0.18688318,-0.024061678,-0.15458485,0.20816018,0.15764198,-0.044225346,-0.19776565,0.011321968,-0.39736736,0.0056272713
chr6-65672351-65673173,0.3050857,-0.008465461,-0.0053325966,-0.27203387,0.12709457,0.14123665,-0.12685998,-0.076401815,0.02777324,0.014766692,-0.10773972,-0.07215371,-0.026936311,-0.08889891,-0.048094183,0.25979185,0.21256416,-0.0029364075
chr6-67113625-67114445,-0.41435382,0.017315805,-0.44147733,0.0806956,-0.3103539,-0.3208566,0.5181371,0.4763293,0.19724095,-0.04189769,-0.08497492,-0.00510176,-0.16718544,-0.15171522,-0.14154187,-0.088685706,0.16348861,0.04422897
chr6-67375554-67376485,0.36668324,-0.09479923,0.022717025,-0.030716753,-0.4642632,-0.35843408,0.08907056,0.17642854,0.31147406,-0.003323811,-0.051483586,0.40661827,-0.17288963,-0.22136062,0.08817539,-0.15634705,0.35711384,-0.0933541
chr6-67532753-67533674,-0.39489353,0.16430858,-0.0011158014,0.097296,0.061362468,0.07180607,-0.0896172,-0.03606306,-0.071046814,-0.0042849886,0.12519912,0.01608883,0.08497993,-0.059438866,-0.074646674,0.095883295,-0.46764338,0.01099715
chr6-67535146-67535904,-0.01307665,0.05281283,0.03138332,-0.07493393,0.14152083,-0.13673495,0.1437555,0.16947104,-0.02241317,-0.3410685,-0.23621035,-0.21780434,-0.02776091,0.35231,-0.25188413,0.03684925,0.009064622,-0.0074556167
chr6-70956381-70956824,0.10067399,0.15082511,-0.15321337,-0.03600496,0.12669273,0.055285577,-0.02623627,-0.08975215,-0.22844765,-0.035767537,0.0802356,-0.056564968,-0.10203165,0.030643618,-0.07779408,-0.09065778,0.09809175,0.008229452
chr6-71012662-71013457,-0.2160603,-0.024657719,0.29759288,-0.17931168,0.12953006,-0.16192506,0.093188666,0.16003029,0.21643755,-0.08135806,-0.3959682,0.101450525,-0.020526037,0.045129318,-0.32951555,-0.08158038,0.3848018,-0.00794909
chr6-71048334-71049146,0.35094738,-0.36284706,-0.13146184,0.53566015,-0.56962276,-0.19694622,0.16311653,0.000733343,0.32133964,-0.13297623,0.0675598,0.0035023093,-0.21718812,0.041812256,0.19714817,-0.18048736,0.20705953,-0.07401937
chr6-72185680-72186540,-0.34575215,-0.38658234,-0.301403,0.17805876,-0.08601758,-0.27924857,0.034877587,0.08472601,0.730519,-0.065463126,-0.062341083,-0.006331015,0.15497042,0.059025504,-0.011825028,-0.08018766,0.12717466,-0.015782425
chr6-72216523-72217374,-0.56363016,-0.54060155,0.73910725,0.20677993,-0.10194425,0.38113165,-0.7667607,-0.26938537,0.24008214,-0.117511064,0.22605577,0.106513806,-0.03198142,-0.12349281,0.2932763,-0.3224318,0.29355907,-0.041639473
chr6-72260923-72261833,-0.17970094,-0.16307287,0.18101548,0.65780437,-0.52630424,0.3766652,-0.18635899,-0.40957263,0.33525142,-0.11854808,0.026239803,-0.17964442,0.11212193,0.029918443,-0.22404833,0.05292766,-0.13773419,0.01066588
chr6-72379800-72380647,0.1022949,0.18663283,-0.06483152,0.61583585,-0.2515003,-0.33224523,0.4743877,-0.67042226,-0.14331529,-0.06473947,0.069997825,-0.17633504,0.07136676,-0.22777861,-0.3920495,0.18467158,0.18887357,0.049771067
chr6-72789108-72789921,0.23190266,0.013676814,-0.6226725,0.68134457,-0.2937176,-0.6100428,-0.15795624,0.28597477,0.1847483,0.114412874,0.11315907,0.39200065,0.037012383,-0.066044755,-0.29039997,0.005822893,-0.477783,-0.027007706
chr6-82041525-82042365,0.16659588,0.044942897,-0.37345746,0.041334897,-0.59640306,-0.32386816,0.26280198,0.003779884,0.36242244,-0.13560092,0.07474601,-0.06618412,0.09847812,-0.020317402,0.05400802,0.24493192,0.029311763,-0.008641269
chr6-82091642-82092506,0.32432756,-0.43483675,-0.05933564,0.6500078,-0.8791463,0.00014182137,0.44063,0.11407751,-0.31254455,-0.16889556,0.20155215,-0.08144151,0.010105134,-0.3779254,-0.23551273,0.22212593,0.08441241,-0.029352367
chr6-82774126-82774995,0.07662297,0.2476667,-0.20694156,0.020055054,-0.35281885,-0.14889836,0.22583075,0.067796186,0.02441586,0.00019431933,0.0042154198,0.062303297,-0.08227073,-0.060702655,0.025902338,0.15738553,-0.08874295,-0.010653135
chr6-83054152-83055013,-0.030930262,-0.11419034,-0.11080089,0.06775311,-0.061144818,-0.035536025,0.11546117,0.10607435,-0.008747207,-0.0048985,-0.09697708,0.08542942,0.39162162,-0.007021047,-0.26903343,0.017183896,-0.09449891,-0.008584677
chr6-83072429-83073234,0.114069104,-0.0856071,-0.11035379,0.3775633,0.17368035,-0.12339875,0.07849097,-0.26011172,0.08851336,-0.062433332,-0.3012828,-0.017427262,-0.013066689,-0.03952037,-0.24375191,0.00073589163,0.32984072,0.009865286
chr6-83077970-83078790,0.21574226,-0.09441638,0.025651831,0.30087063,-0.021352272,-0.16329634,-0.085960574,-0.115592755,0.20991066,-0.015847756,-0.17181762,0.09477927,-0.23596916,-0.028410632,-0.029845849,-0.041240368,0.15297829,-0.00831178
chr6-83702180-83703014,-0.0574118,0.028808517,0.109287485,-0.35583076,0.29189295,0.15368304,0.07430099,-0.45922637,0.15667643,-0.29125565,0.011087659,0.14745958,-0.33349586,0.2378378,-0.17149308,0.02163031,0.2881282,-0.019446045
chr6-83757882-83758657,-0.30276597,-0.0026211839,0.39369932,-0.12020373,0.3422955,0.07734555,-0.11377838,-0.11215111,-0.039660458,-0.024627626,-0.06396323,-0.22881126,-0.080047294,0.06952616,0.047078125,0.007500939,-0.11302842,-0.025264008
chr6-83759802-83760701,-0.4624731,-0.013443858,-0.00022460097,0.4028365,-0.006178567,-0.031317182,-0.10800499,-0.07015876,0.08999124,0.10253934,-0.18471989,-0.15126772,-0.055376373,0.0016357794,0.17935334,0.003353139,0.07728426,-0.018728761
chr6-84018811-84019720,0.017687058,-0.07771598,0.14338595,-0.12961897,-0.5356046,-0.079465345,0.3964189,-0.0034692602,-0.3451466,0.03660032,-0.026209837,-0.15059116,0.18521386,0.023816913,-0.0748409,0.1366117,-0.262909,0.025772419
chr6-84587075-84587937,-0.32146,0.16508238,-0.33644032,0.121082455,0.15729621,0.08190997,0.020820241,0.12797071,0.011569226,0.008178642,-0.33261785,0.1460802,-0.2856095,-0.102990426,-0.04021977,0.10305155,0.042754672,0.0111261355
chr6-84589946-84590678,-0.421895,0.0039825207,-0.124136895,-0.11112689,0.008154002,-0.16594853,0.44115424,0.2712173,-0.13145116,-0.0072381226,0.13096085,-0.13628791,-0.10108882,0.077830836,-0.084754266,0.17812365,-0.44941306,0.017712
chr6-85125080-85125892,-0.05378922,-0.1956413,-0.012996371,0.3407457,-0.24477746,-0.2501433,0.32578754,0.09474551,0.023561094,-0.03503228,-0.074487574,0.14693709,-0.15722366,-0.091154955,-0.034233343,0.3315975,-0.30381835,-0.009740884
chr6-85193681-85194601,-0.71137285,0.112806365,0.18324366,-1.0548319,0.1313041,0.2517726,0.18448406,0.38684088,0.088670895,0.051934645,-0.24267653,-0.4524875,0.014941474,0.11141057,0.2337044,-0.1755468,0.32749796,0.035995334
chr6-85423586-85424389,-0.003341863,-0.21547262,-0.13820548,0.13462108,-0.015711855,-0.032943584,-0.19140126,-0.02721287,0.32206222,-0.014556381,0.01587694,0.030441254,-0.08404498,-0.021738596,-0.074999526,-0.03828527,0.3816668,0.00874802
chr6-86792885-86793713,0.11485568,0.25135663,-0.2549911,0.42674726,-0.11556225,-0.2110231,0.103887744,0.029578578,-0.15968505,-0.069047056,-0.035669472,0.024991859,0.00028543625,-0.018642906,-0.027719066,-0.011564672,-0.31970966,-0.00600068
chr6-87590351-87591272,-0.117446244,0.19136976,-0.31878194,0.18032913,-0.07446333,-0.307159,0.1300433,-0.055523757,0.22202876,0.01550542,-0.20074669,-0.0370715,0.032531638,-0.015795615,-0.05945921,0.17797928,0.028152844,0.0025210516
chr6-88131846-88132713,0.32102677,-0.08373307,-0.2898912,0.13791347,0.23896676,0.16847134,-0.34852806,-0.26801115,0.51689535,-0.21785009,-0.29881164,-0.3326764,-0.06929241,0.109598555,0.3349471,0.04971019,-0.38835403,-0.015095431
chr6-88235422-88236256,0.12993793,0.22735539,-0.021065887,0.18392749,-0.046648197,-0.03896094,-0.1492321,0.0021495658,-0.04645478,0.020543505,-0.19365712,-0.28870928,-0.16380198,-0.036382265,-0.14191121,-0.021834936,0.08368302,0.014724367
chr6-88242456-88243248,0.16960707,0.1913035,-0.29456136,0.36221617,0.101730704,0.074308574,-0.12515284,-0.32448027,-0.14851847,0.07892688,-0.1428993,0.04519023,-0.23724543,-0.035298437,-0.22020301,-0.1404317,-0.03261455,0.0011045358
chr6-90324710-90325524,0.17901038,0.097695716,-0.399037,-0.07059415,-0.7260089,-0.17698438,0.026611557,0.31699598,0.3431662,0.022372413,0.1771429,0.08936775,0.016063698,-0.102768354,0.29868704,0.018407304,-0.13352582,-0.028518273
chr6-91212606-91213343,-0.29144716,0.23032394,0.076124124,-0.15184212,-0.31169537,0.012720128,0.10290851,0.25566882,-0.23911028,-0.063587375,0.03801652,-0.19114913,0.23072489,0.027842417,-0.22759752,0.033686977,0.17649804,-0.010360043
chr6-91286291-91287140,0.35386583,-0.6301944,0.0076725204,0.8755374,-0.2730178,-0.0014356513,-0.3743367,-0.15979104,0.32355967,-0.05730049,-0.44643092,-0.068819664,0.18973272,-0.07785839,-0.087299466,0.13188143,0.16533157,-0.06309895
chr6-92941227-92942137,0.13783433,0.25072324,-0.41918367,0.38375443,-0.25361308,0.19572686,0.24902016,0.13632469,-0.34499338,0.02209718,-0.059757497,0.017380994,0.06686545,-0.19372155,-0.47833738,0.16328415,-0.7271665,-0.0044450546
chr6-92943090-92943853,0.118836306,0.2731836,-0.3373846,0.3857031,-0.16896157,-0.09652205,0.35797513,0.015030023,-0.24020828,-0.059565283,-0.23122214,0.026507907,-0.06250038,-0.21880817,0.120142445,0.44354975,-0.44674408,-0.038781498
chr6-97059821-97060631,0.17157783,-0.2843451,-0.01819059,0.3776926,-0.045395847,-0.034840155,0.055735566,-0.11238521,0.09335639,0.050754063,-0.29853007,0.14162523,-0.17542383,0.060439814,-0.18991941,0.049569935,-0.40492305,-0.0035210038
chr6-97617125-97618041,-0.2575179,0.15686238,0.46790376,0.21421358,0.3062849,0.18739061,-0.6372377,-0.6451769,0.1772307,-0.014858267,-0.078974694,-0.18941765,0.23392493,0.19311728,-0.0069474857,-0.26886275,-0.06953264,-0.043565482
chr6-99725783-99726582,0.11313358,0.37003145,0.26794082,0.048354097,-0.031943038,0.45597625,-0.6515893,-0.16569188,-0.12908353,-0.3650939,0.46787038,-0.22129224,0.29517618,-0.21181871,0.00043778715,-0.31623086,-0.20067178,0.014160801
chr6-99804057-99804890,0.19263165,-0.16707298,0.36556944,0.056006767,-0.052816454,0.52798134,-0.7147941,-0.34801152,0.08714327,-0.43666944,-0.18643145,0.23027116,0.11848217,0.15247877,-0.03636813,-0.34742802,0.5013887,-0.062082227
chr6-99954760-99955581,-0.03755713,-0.45108014,-0.008972297,0.17109016,-0.028789425,0.33907914,-0.2432784,-0.16212477,0.36323878,-0.04079887,-0.07541161,-0.19426163,-0.1865338,-0.20374711,0.22303273,-0.14476316,0.77465314,-0.018995523
chr6-100059515-100060397,-0.19501781,-0.29451534,0.2373368,-0.35847625,0.65068334,0.2978789,-0.5790689,-0.19746754,-0.0046850443,0.08201065,0.043666642,-0.1250063,0.32629988,0.1107199,0.12643248,-0.4069973,-0.11376441,-0.011866873
chr6-100143607-100144443,-0.17131017,-0.14164089,-0.05861866,0.03796495,0.369594,0.04901488,-0.13126834,0.16852725,-0.14457303,0.07934945,0.2767968,0.010189794,-0.11789252,-0.0720958,-0.05839259,-0.03490646,-0.27530074,-0.01728296
chr6-100162936-100163817,-0.009360737,0.26013285,0.18714076,-0.56550574,0.008021948,0.3394011,0.1439459,0.2709243,-0.045872793,-0.219012,0.028993346,-0.12471076,-0.38148573,-0.1849569,-0.46203375,0.06380526,0.43091354,-0.00018014852
chr6-100336506-100337331,-0.07506976,0.021249143,-0.09866341,-0.10395492,0.14996448,0.014743266,0.06866631,0.24805002,-0.31741795,0.28067765,-0.26163957,0.1215153,-0.4323256,-0.28690282,0.23221092,0.056529824,0.110647336,-0.010573225
chr6-100525979-100526760,0.1250048,-0.46187449,0.18203777,0.33193034,-0.21662512,0.09757853,0.0020876145,0.14097834,0.059299123,-0.1445172,-0.03678821,-0.109113686,-0.09885186,-0.040582754,-0.2346038,0.07452657,0.5291378,-0.006220376
chr6-100563339-100564160,-0.40525308,-0.15022573,0.51157576,-0.46264905,0.55877346,0.17825082,-0.49743336,-0.35424992,0.34058872,0.12844555,0.4685466,-0.43337408,0.06942005,-0.035679974,-0.08434203,-0.5398141,0.24705364,-0.06741209
chr6-100704407-100705250,-0.122416474,0.4333536,0.23785196,-0.30996627,0.5414084,0.16052279,-0.565258,-0.30527383,-0.23631884,0.060380433,0.0059296037,-0.0829116,0.15523767,-0.08075528,0.06252862,-0.20562783,-0.027833592,-0.000921829
chr6-100879035-100879905,0.20540178,0.05932067,0.011568743,-0.6055039,0.035612695,-0.049592827,0.17377411,0.06509023,0.13568112,-0.025012445,-0.22969542,-0.29104882,0.12643531,0.4157676,-0.13045411,-0.1280644,0.06869147,-0.008532639
chr6-101376740-101377602,0.2504247,0.3722268,-0.15666424,-1.4660261,-0.29118243,-0.030624889,0.36939675,0.6732814,-0.53675205,-0.17176586,-0.123215444,0.24484058,-0.41832045,0.48772976,0.06314822,-0.20727362,-0.01890137,-0.01280185
chr6-103648611-103649641,0.3669671,0.0639444,-0.53338885,0.51540494,-0.5749043,-0.31082377,-0.17239906,0.009152082,0.42328784,0.029853363,0.017642643,0.29075307,0.29016408,-0.5878417,0.083719194,-0.07581973,0.06468857,-0.05294521
chr6-112490563-112491382,-0.10449164,-0.18959755,-0.15260337,-0.26973084,0.30773538,0.4497312,-0.12544586,-0.12787427,0.057933696,0.10327011,0.07068316,-0.22222722,-0.054650664,-0.17848504,0.30110207,-0.14269088,0.17979641,0.008988967
chr6-115361346-115362052,-0.0065611056,0.20601936,0.27459115,-1.314157,0.28799888,0.15193467,0.2567627,0.22518238,-0.50362504,0.32650244,0.1821527,-0.17222835,-0.11986616,0.061931927,0.04991891,-0.19610946,-0.3599956,-0.023445267
chr6-116460412-116461310,-0.048695832,0.24773851,-0.17709872,0.019402027,-0.07096616,-0.2018451,0.10595878,0.2498735,-0.09116355,-0.042485785,0.0060140705,0.07209174,-0.21232036,0.037348982,-0.22401808,0.038280506,0.22152224,-0.00047952123
chr6-116673418-116674303,-0.4088118,0.15649028,0.10060631,-0.4964232,-0.25788385,0.06324543,0.241908,0.6657349,0.13095269,-0.01097268,-0.03434201,-0.1909812,-0.08249479,-0.1029135,0.23094952,-0.09284326,-0.5984375,0.0013861298
chr6-118196851-118197714,0.11190711,-0.67253363,0.1321462,0.0741101,0.067073755,0.060321715,0.14643855,0.17557092,-0.08186948,-0.0093946215,-0.35673532,0.22448438,-0.029806754,-0.1541965,-0.054144766,0.039017666,0.12640922,0.0018054919
chr6-120294048-120294885,-0.487217,0.1843195,0.16407569,-0.43794274,0.40400514,0.22539659,-0.033913687,-0.2524843,0.15800165,-0.10192391,-0.05504451,-0.026010437,-0.03513728,0.2725412,0.00087747927,-0.5018772,-0.13129213,0.038803194
chr6-121210372-121211261,0.07930843,-0.4091702,0.33820757,-0.542499,-0.0707781,0.27643782,0.23512036,0.320601,-0.298857,0.07533598,-0.29854012,-0.10071855,0.27277878,-0.10087223,-0.036168907,0.10027967,-0.022810508,-0.004799274
chr6-121245394-121246172,0.041405175,-0.1703374,-0.16114388,0.590707,-0.2652151,0.10821686,0.26100695,-0.39635944,0.11012744,-0.24648207,-0.06500089,-0.17240904,0.2453941,-0.12558642,-0.16618595,0.037312467,0.20196418,-0.006221314
chr6-121412610-121413488,-0.43332434,-0.23962834,0.33313859,-1.1025195,0.3820575,0.50151306,0.3133821,0.18378888,-0.22606967,-0.010107173,0.46921942,-0.33116,-0.5998585,0.03472919,0.42700782,-0.47256997,0.2217965,-0.08798279
chr6-121472911-121473751,-0.093285576,-0.33984175,0.36698285,-0.66756254,0.43708554,0.51593506,-0.15389797,0.04768637,-0.110398225,0.00059564755,0.020387445,-0.041019347,-0.358781,-0.13545874,0.02906653,0.16198899,-0.17901394,-0.004434742
chr6-125321201-125321976,0.32778838,-0.33661678,-0.14634076,-0.19077381,-0.23941337,0.11054666,0.27601665,0.24239396,-0.14052743,-0.015067381,-0.4687075,0.252596,-0.5077337,-0.34541172,0.13628782,0.13251188,0.4059192,-0.005865494
chr6-125364153-125364871,0.38359985,-0.2244288,-0.34216538,0.64352345,-0.49660054,0.036982857,0.06776926,0.24913536,-0.33544284,-0.004361752,0.018541846,0.028016573,0.1391043,-0.08662139,0.09954768,-0.19406642,-0.043360863,-0.017993093
chr6-125689942-125690835,0.38185185,-0.31543878,-0.056652565,0.61704975,-0.31310493,0.01688889,0.19670044,-0.15941097,-0.30196154,0.025103098,0.1491192,0.20860176,-0.05810423,-0.37574837,-0.07814141,0.09594921,-0.045318514,-0.025611999
chr6-127561047-127561975,0.02768975,-0.3292927,0.1471192,-0.37708992,-0.040401906,0.12582748,-0.20845793,0.23225039,0.3225671,0.08059251,0.23210335,-0.3372907,-0.23969303,-0.030000305,0.22812541,-0.19407211,0.2937215,-0.017154815
chr6-127767548-127768473,-0.37705174,-0.03726962,0.6445296,-1.179544,0.5447373,0.43396467,-0.5135909,0.16355123,-0.26665312,-0.05160039,0.3468561,-0.41988352,-0.4053957,0.11951901,0.06404279,-0.155766,0.0927855,-0.07862529
chr6-127887524-127888441,-0.10333294,-0.35736912,0.15409766,-0.4539764,-0.19862314,0.1600443,0.097512186,0.5441101,-0.011377506,0.13394013,-0.42504594,-0.04269249,0.18593518,-0.038702894,0.14177546,-0.07724536,-0.11045448,-0.0072053336
chr6-128300148-128300938,-0.37400442,0.10605581,0.19229932,0.20003225,0.11449716,0.34539452,-0.051094774,0.046819814,-0.30398548,-0.041312635,-0.31236354,-0.22919315,-0.38076326,0.029464357,-0.15952405,0.08271401,0.10705388,0.0038674152
chr6-136661463-136662321,0.2133903,-0.25222206,-0.28961954,0.50300485,0.017407872,0.019514302,0.1288699,-0.40028268,0.15332672,-0.08935148,-0.15693343,-0.07367157,-0.096414305,-0.04070927,-0.36877498,0.17190538,0.31521845,-0.005454584
chr6-137169242-137170036,0.4998252,-0.4078421,0.16695233,0.48381394,0.08177823,0.17216292,-0.88719636,-0.8870634,0.57063085,-0.13875987,0.10776014,0.088277556,0.083124265,-0.041114517,-0.18139963,0.047720883,0.21408875,0.005928674
chr6-141249413-141250323,0.38709676,-0.64386344,-0.54143095,0.5076442,-0.47373453,-0.40896294,0.36913025,0.39243057,0.20509645,-0.06791654,-0.015287243,-0.13551627,0.10332767,-0.20632084,0.14976531,0.43616793,-0.26414946,-0.056745566
chr6-142570959-142571799,0.08955859,-0.14944744,-0.28545696,0.39252806,0.20474766,0.2027681,0.1029442,0.070277795,-0.11700934,-0.16164942,-0.097775266,0.16525038,-0.3565238,-0.11398409,-0.15278538,-0.19727753,0.33496103,-0.008297109
chr6-142702029-142702945,-0.040044323,0.12985894,-0.17249474,0.22602549,-0.15091032,-0.3069881,-0.16762467,-0.14820434,0.37840837,0.09872726,-0.0749291,0.10042104,-0.0910868,0.0028157728,-0.18627551,0.2863438,0.18211168,-0.011950549
chr6-145075269-145076140,-0.31043622,0.10999028,0.32518274,-0.124140486,0.34071556,-0.17396522,-0.44455892,-0.26112026,0.29909793,0.060141087,0.118807934,-0.051835477,0.13263342,0.34189692,-0.17094271,-0.24274209,0.031834953,-0.051167265
chr6-145176307-145177195,0.2839061,-0.4176835,-0.44077426,0.18684597,-0.14777736,-0.1678114,0.35568744,0.06287047,0.069705576,-0.08828397,-0.30279288,0.06350663,-0.28530216,0.17415261,-0.024219716,-0.021089397,0.4768591,-0.012864583
chr6-145746108-145747050,0.358409,-0.7035129,-0.5872445,0.7105019,-0.31832665,-0.5830739,0.45497683,0.34469572,0.18548024,0.09491512,-0.13261296,-0.13728583,0.08336982,0.06493354,-0.37087202,0.10240279,-0.42720523,-0.026476368
chr6-146501879-146502746,-0.01535924,-0.04246092,-0.43267107,0.7470615,-0.24548918,-0.48581445,0.45938998,-0.01697444,-0.02612947,-0.113554694,0.13436417,-0.36449724,0.1371753,0.10736688,-0.19493182,-0.06782676,0.09421166,-0.0068630045
chr6-147262953-147263575,-0.2726919,-0.19891278,0.09005449,0.2798139,0.034440164,0.06724641,0.1618279,-0.21905431,0.22209787,-0.11558968,-0.3457535,0.3573418,-0.051929962,0.014077488,-0.10640553,-0.1933264,0.21751131,-0.019151684
chr6-147263722-147264596,-0.11928505,-0.13810089,0.04122905,-0.08727481,-0.0034355293,0.1592315,0.35597557,0.162822,-0.27199966,-0.024268838,0.25898063,-0.17281748,-0.21677542,0.21018752,-0.2618382,-0.08665824,-0.13734213,0.003342378
chr6-147268073-147268983,0.12972938,0.022744142,-0.004117933,0.20084044,-0.12908769,-0.08940781,0.20004109,-0.056154802,-0.38287622,-0.023209075,0.06475885,0.04899296,0.0849021,-0.013139548,-0.021259287,0.028312879,-0.34226766,-0.013857644
chr7-4531662-4532558,0.2124755,-0.6937412,-0.27152678,0.78469104,-0.30757046,0.24373804,-0.012598325,-0.14042328,0.231592,-0.18215647,0.15650119,0.10530849,-0.20263414,-0.265528,-0.46096152,0.2651106,0.34562084,-0.05622532
chr7-16475738-16476596,-0.04687803,0.3002761,-0.36001313,-0.18781447,0.28830877,0.058880836,-0.1841546,0.10643298,0.3082425,-0.042883556,0.058495782,-0.0119022485,-0.04215799,-0.1549309,0.039005596,0.23329675,-0.21454799,-0.014713822
